Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:00 (+8),00:08,ICE 276,Berlin Südkreuz (an 00:04),1
00:06 (+27),00:33,ICE 594,Berlin Südkreuz (an 00:10),5
00:22,00:22,RE 3360,Eberswalde Hbf (an 01:04),
00:22,00:22,RE 3366,Eberswalde Hbf (an 01:04),6
00:29 (+7),00:36,ICE 1500,Berlin Gesundbrunnen (an 00:33),
00:40,00:40,RE 3363,Jüterbog (an 01:41),1
00:45,00:45,ICE 947,Berlin Südkreuz (an 00:50),2
00:49,00:49,ICE 2543,Frankfurt(Main)Hbf (an 05:37),
00:53,00:53,RE 3165,Rathenow (an 01:54),3
01:00 (+18),01:18,RJ 2579,Praha hl.n. (an 05:25),4
01:00 (+180),04:00,RJ 2919,Praha hl.n. (an 05:25),4
01:00 (+195),04:15,RJ 479,Praha hl.n. (an 05:25),4
01:00 (+180),04:00,RJ 95951,Praha hl.n. (an 05:25),4
02:57,02:57,RE 62090,Falkensee (an 03:20),
03:52,03:52,RE 10169,Münster(Westf)Hbf (an 22:50),1
04:18,04:18,RE 3,München Hbf (an 22:36),
04:18,04:18,RE 3340,Schwedt(Oder) (an 05:50),5
04:22 (+3),04:25,RE 62001,Wismar (an 07:27),7
04:22,04:22,RE 8,Würzburg Hbf (an 20:20),
04:28 (+4),04:32,ICE 646,Düsseldorf Hbf (an 09:11),4
04:34 (+2),04:36,ICE 277,Chur (an 14:22),7
04:37,04:37,RB 21811,Flughafen BER (an 05:00),
04:45,04:45,EC 41,Warszawa Wschodnia (an 11:15),
04:45,04:45,RE 62040,Elsterwerda (an 06:29),2
04:46,04:46,RE 5,Salzburg Hbf (an 23:45),
04:52,04:52,RB 21813,Flughafen BER (an 05:14),1
04:54,04:54,RE 3145,Stendal Hbf (an 06:13),5
04:54,04:54,RE 4,Hamburg Hbf (an 21:45),
05:09,05:09,RE 3144,Falkenberg(Elster) (an 06:44),2
