Ankunft,Zugnr.,von (Abfahrt),Gleis
00:01,RB 61138,Templin Stadt (ab 22:33),8
00:07 (+1),RE 3138,Hennigsdorf(b Berlin) (ab 23:00),1
00:14,RE 94749,Potsdam Hbf (ab 23:32),1
00:31 (+3),RE 3141,Cottbus Hbf (ab 23:03),2
01:07 (+4),RE 3140,Berlin-Charlottenburg (ab 00:42),1
04:25 (+1),RE 94751,Berlin-Wannsee (ab 03:51),
04:43,RB 61180,Werneuchen (ab 04:04),
04:44,RE 73801,Berlin-Charlottenburg (ab 04:20),
04:44,RE 94716,Erkner (ab 04:24),2
04:54,RE 21813,Berlin-Charlottenburg (ab 04:29),
05:16,RB 18200,Ludwigsfelde (ab 04:38),14
05:18,RE 3103,Cottbus Hbf (ab 04:00),2
05:24,RE 21817,Berlin-Charlottenburg (ab 05:00),
05:30,RB 94753,Potsdam Hbf (ab 04:49),
05:40,RE 3102,Hennigsdorf(b Berlin) (ab 04:33),1
05:42,RB 61250,Werneuchen (ab 05:06),
05:42,RE 94718,Eisenhüttenstadt (ab 04:21),2
05:44,RB 18203,Berlin-Lichtenberg (ab 05:41),13
05:59 (+22),RE 3704,Dessau Hbf (ab 04:05),1
06:05,RE 94760,Erkner (ab 05:48),2
06:14,RE 94713,Berlin-Wannsee (ab 05:39),1
06:16,RB 18202,Ludwigsfelde (ab 05:38),14
06:18,RE 3105,Cottbus Hbf (ab 04:57),2
06:20,RB 18305,Eberswalde Hbf (ab 05:35),13
06:39,RB 18304,Wünsdorf-Waldstadt (ab 05:43),14
06:40 (+1),RE 3104,Hennigsdorf(b Berlin) (ab 05:35),1
06:42,RB 61252,Werneuchen (ab 06:04),
06:42,RE 94720,Erkner (ab 06:28),2
06:44,RB 18205,Berlin-Lichtenberg (ab 06:41),13
06:51,RE 94755,Potsdam Hbf (ab 06:10),
06:57 (+20),RE 3711,Senftenberg (ab 05:11),2
07:01,RB 61104,Templin Stadt (ab 05:33),
07:14,RE 94715,Berlin-Wannsee (ab 06:39),1
07:16,RB 18204,Ludwigsfelde (ab 06:38),
07:18,RE 3107,Cottbus Hbf (ab 06:07),2
07:20,RB 18307,Eberswalde Hbf (ab 06:35),13
07:39,RB 18306,Blankenfelde(Teltow-Fläming) (ab 07:09),14
07:40,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),1
07:42,RB 61254,Werneuchen (ab 07:04),
07:51,RE 94757,Potsdam Hbf (ab 07:10),
08:00,RE 3708,Dessau Hbf (ab 06:05),1
08:18,RE 3109,Cottbus Hbf (ab 07:03),2
08:20,RB 18309,Eberswalde Hbf (ab 07:35),13
08:39,RB 18308,Blankenfelde(Teltow-Fläming) (ab 08:09),14
08:40,RE 3108,Hennigsdorf(b Berlin) (ab 07:35),1
08:56,RE 3715,Senftenberg (ab 07:14),2
09:00 (+1),RE 3710,Dessau Hbf (ab 07:05),1
09:18,RE 3111,Cottbus Hbf (ab 08:04),2
09:20,RB 18311,Eberswalde Hbf (ab 08:35),13
09:39,RB 18310,Blankenfelde(Teltow-Fläming) (ab 09:09),14
09:40,RE 3110,Hennigsdorf(b Berlin) (ab 08:35),1
09:44,RB 18211,Berlin-Lichtenberg (ab 09:41),13
10:00 (+1),RE 3712,Dessau Hbf (ab 08:05),1
10:16,RB 18210,Ludwigsfelde (ab 09:38),14
10:18,RE 3113,Cottbus Hbf (ab 09:03),2
10:20,RB 18313,Eberswalde Hbf (ab 09:35),13
10:39,RB 18312,Blankenfelde(Teltow-Fläming) (ab 10:09),14
10:40,RE 3112,Hennigsdorf(b Berlin) (ab 09:35),1
10:44,RB 18213,Berlin-Lichtenberg (ab 10:41),13
10:56,RE 3719,Senftenberg (ab 09:14),2
11:00 (+9),RE 3714,Dessau Hbf (ab 09:05),1
11:16,RB 18212,Ludwigsfelde (ab 10:38),14
11:18,RE 3115,Cottbus Hbf (ab 10:03),2
11:39,RB 18314,Blankenfelde(Teltow-Fläming) (ab 11:09),14
11:44,RB 18215,Berlin-Lichtenberg (ab 11:41),13
11:56 (+1),RE 3721,Senftenberg (ab 10:14),2
12:00,RE 3716,Dessau Hbf (ab 10:05),1
12:16,RB 18214,Ludwigsfelde (ab 11:38),14
12:18,RE 3117,Cottbus Hbf (ab 11:03),2
12:39,RB 18316,Blankenfelde(Teltow-Fläming) (ab 12:09),14
12:40,RE 3116,Hennigsdorf(b Berlin) (ab 11:35),1
12:44,RB 18217,Berlin-Lichtenberg (ab 12:41),13
12:56 (+2),RE 3723,Senftenberg (ab 11:14),2
13:00 (+2),RE 3718,Dessau Hbf (ab 11:05),1
13:16,RB 18216,Ludwigsfelde (ab 12:38),14
13:18,RE 3119,Cottbus Hbf (ab 12:03),2
13:20,RB 18319,Eberswalde Hbf (ab 12:35),13
13:39 (+1),RB 18318,Blankenfelde(Teltow-Fläming) (ab 13:09),14
13:40,RE 3118,Hennigsdorf(b Berlin) (ab 12:35),1
13:42,RB 61266,Werneuchen (ab 13:04),7
13:44,RB 18219,Berlin-Lichtenberg (ab 13:41),13
13:51,RE 94769,Potsdam Hbf (ab 13:10),
13:56,RE 3725,Senftenberg (ab 12:14),2
14:00 (+1),RE 3720,Dessau Hbf (ab 12:05),1
14:01,RB 61118,Templin Stadt (ab 12:33),7
14:03,RE 94776,Erkner (ab 13:46),2
14:14,RE 94729,Berlin-Wannsee (ab 13:39),
14:16,RB 18218,Ludwigsfelde (ab 13:38),14
14:18,RE 3121,Cottbus Hbf (ab 13:03),2
14:20,RB 18321,Eberswalde Hbf (ab 13:35),13
