Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
01:47,01:47,RE 3362,Eberswalde Hbf (an 02:48),
05:03,05:03,RE 3302,Stralsund Hbf (an 08:45),
05:37,05:37,RE 3167,Stendal Hbf (an 07:13),
06:05,06:05,RE 3342,Angermünde (an 07:23),
06:37,06:37,RE 3147,Berlin-Spandau (an 07:04),
07:03 (+2),07:05,RE 3304,Stralsund Hbf (an 10:44),4
07:37,07:37,RE 3169,Stendal Hbf (an 09:13),
08:05,08:05,RE 3344,Angermünde (an 09:23),
08:37,08:37,RE 3149,Berlin-Spandau (an 09:04),
09:03 (+2),09:05,RE 3306,Stralsund Hbf (an 12:44),4
09:37,09:37,RE 3171,Stendal Hbf (an 11:13),
10:05,10:05,RE 3346,Angermünde (an 11:23),
10:20,10:20,RE 3168,Jüterbog (an 10:54),3
10:37,10:37,RE 3151,Berlin-Spandau (an 11:04),
10:54 (+2),10:56,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),3
11:03 (+1),11:04,RE 3308,Stralsund Hbf (an 14:44),4
11:22,11:22,RE 3150,Falkenberg(Elster) (an 12:44),3
11:51,11:51,RE 3347,Luckenwalde (an 12:27),3
12:06 (+1),12:07,RE 3348,Schwedt(Oder) (an 13:55),4
12:20,12:20,RE 3170,Jüterbog (an 12:54),3
12:37,12:37,RE 3153,Rathenow (an 13:54),4
12:54 (+1),12:55,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),3
13:03 (+2),13:05,RE 3310,Stralsund Hbf (an 16:44),4
13:37,13:37,RE 3175,Stendal Hbf (an 15:13),
13:51,13:51,RE 3349,Luckenwalde (an 14:27),3
14:05 (+2),14:07,RE 3350,Schwedt(Oder) (an 15:55),4
14:20,14:20,RE 3172,Jüterbog (an 14:54),3
14:37 (+3),14:40,RE 3155,Rathenow (an 15:54),4
14:54 (+6),15:00,RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),3
15:03 (+2),15:05,RE 3312,Stralsund Hbf (an 18:44),4
15:22,15:22,RE 3154,Falkenberg(Elster) (an 16:45),3
15:37,15:37,RE 3177,Stendal Hbf (an 17:13),4
15:51,15:51,RE 3351,Birkengrund (an 16:03),
16:05 (+2),16:07,RE 3352,Schwedt(Oder) (an 17:55),4
16:19,16:19,RE 3174,Jüterbog (an 16:55),3
16:37,16:37,RE 3157,Rathenow (an 17:54),4
16:54 (+3),16:57,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),3
17:03 (+5),17:08,RE 3314,Stralsund Hbf (an 20:44),4
17:22 (+11),17:33,RE 3156,Falkenberg(Elster) (an 18:49),3
17:37,17:37,RE 26117,Stendal Hbf (an 19:13),
17:37,17:37,RE 3179,Stendal Hbf (an 19:13),4
17:51,17:51,RE 3353,Birkengrund (an 18:03),
18:05 (+1),18:06,RE 3354,Schwedt(Oder) (an 19:55),4
18:20,18:20,RE 3176,Jüterbog (an 18:54),3
18:37 (+4),18:41,RE 3159,Rathenow (an 19:49),4
18:54 (+3),18:57,RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),3
19:03,19:03,RE 3,Hannover Hbf (an 23:15),
19:03 (+2),19:05,RE 3316,Stralsund Hbf (an 22:49),4
19:22 (+15),19:37,RE 3158,Falkenberg(Elster) (an 20:44),3
19:37 (+7),19:44,RE 3181,Stendal Hbf (an 21:06),4
19:51,19:51,RE 3355,Luckenwalde (an 20:27),3
20:05 (+1),20:06,RE 3356,Schwedt(Oder) (an 21:55),4
20:20,20:20,RE 3178,Jüterbog (an 20:54),3
20:37,20:37,RE 3161,Berlin-Staaken (an 21:10),
20:53 (+6),20:59,RE 3315,Lutherstadt Wittenberg Hbf (an 22:07),3
21:03 (+6),21:09,RE 3318,Stralsund Hbf (an 00:45),4
21:22,21:22,RE 3160,Jüterbog (an 21:56),3
21:38,21:38,RE 3183,Stendal Hbf (an 23:13),4
21:48,21:48,RE 3357,Jüterbog (an 22:30),3
22:05 (+1),22:06,RE 3358,Schwedt(Oder) (an 23:56),4
22:48,22:48,RE 3185,Stendal Hbf (an 00:18),4
22:54 (+1),22:55,RE 3317,Lutherstadt Wittenberg Hbf (an 00:08),3
23:49,23:49,RE 3359,Jüterbog (an 00:35),3
