Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:04 (+49),00:53,ICE 947,Düsseldorf Hbf (ab 19:50),5
00:21,00:21,RE 62038,Falkensee (ab 00:16),5
01:03,01:03,RE 3165,Berlin Hbf (ab 00:53),3
02:34,02:34,RB 62089,Falkensee (ab 02:25),5
03:08,03:08,RB 10,Falkensee (ab 02:25),
03:08,03:08,RE 62090,Berlin Hbf (ab 02:57),3
04:16,04:16,RB 18241,Berlin Gesundbrunnen (ab 04:02),4
04:27 (+184),07:31,ICE 2817,Braunschweig Hbf (ab 03:15),
04:27,04:27,RE 62040,Falkensee (ab 04:18),
04:33,04:33,RE 62001,Berlin Hbf (ab 04:22),3
04:33,04:33,RE 8,Paulinenaue (ab 00:08),
04:38 (+1),04:39,ICE 646,Berlin Südkreuz (ab 04:18),4
04:38 (+1),04:39,ICE 656,Hannover Hbf (ab 06:40),
04:52,04:52,RE 3144,Rathenow (ab 04:09),6
04:53,04:53,RE 3101,Berlin Gesundbrunnen (ab 04:38),
05:04,05:04,RE 3102,Nauen (ab 04:39),5
05:04 (+1),05:05,RE 3145,Berlin Hbf (ab 04:54),
05:04,05:04,RE 4,Bremen Hbf (ab 20:33),
05:20,05:20,RE 62000,Wittenberge (ab 04:05),5
05:27,05:27,RB 18240,Potsdam Hbf (ab 04:36),5
05:28,05:28,RB 18243,Berlin Gesundbrunnen (ab 05:14),4
05:35,05:35,RB 18601,Nauen (ab 05:11),
05:35,05:35,RE 62003,Baruth(Mark) (ab 04:19),4
05:42 (+1),05:43,RE 3601,Kremmen (ab 04:50),5
05:45 (+9),05:54,ICE 946,Berlin Südkreuz (ab 05:26),4
05:45 (+9),05:54,ICE 956,Berlin Südkreuz (ab 05:26),4
05:52,05:52,RE 3103,Cottbus Hbf (ab 03:58),
05:52,05:52,RE 3164,Stendal Hbf (ab 04:48),
05:52,05:52,RE 4,Aachen Hbf (ab 03:48),
05:52,05:52,RE 92303,Cottbus Hbf (ab 04:00),
06:04,06:04,RE 3104,Nauen (ab 05:39),5
06:04,06:04,RE 3167,Jüterbog (ab 05:02),
06:20,06:20,RE 62002,Wittenberge (ab 05:05),5
