Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:01,00:01,RB 61138,Templin Stadt (ab 22:33),8
00:10,00:10,RE 3745,Senftenberg (ab 22:26),2
00:31,00:31,RE 3141,Cottbus Hbf (ab 23:03),2
00:46,00:46,RB 21968,Flughafen BER (ab 00:30),2
03:43,03:43,RB 21805,Berlin-Charlottenburg (ab 03:18),1
04:20,04:20,RB 21809,Berlin-Charlottenburg (ab 03:55),1
04:39,04:39,RB 18300,Wünsdorf-Waldstadt (ab 03:43),14
04:44,04:44,RE 73716,Frankfurt(Oder) (ab 03:38),2
04:54,04:54,RB 21813,Berlin-Charlottenburg (ab 04:29),1
04:56,04:56,RE 3707,Lübbenau(Spreewald) (ab 03:53),2
05:00,05:00,RE 3702,Bad Belzig (ab 03:41),1
05:05,05:05,RE 73758,Frankfurt(Oder) (ab 04:15),2
05:18,05:18,RE 3103,Cottbus Hbf (ab 04:00),2
05:20,05:20,RB 18303,Eberswalde Hbf (ab 04:35),13
05:24,05:24,RB 21817,Berlin-Charlottenburg (ab 05:00),1
05:39,05:39,RE 73718,Eisenhüttenstadt (ab 04:21),2
05:40,05:40,RE 3102,Hennigsdorf(b Berlin) (ab 04:33),1
05:56,05:56,RE 3709,Senftenberg (ab 04:11),2
05:59,05:59,RE 3704,Dessau Hbf (ab 04:05),1
06:01,06:01,RB 61102,Templin Stadt (ab 04:33),7
06:05,06:05,RE 73760,Frankfurt(Oder) (ab 05:08),2
06:18,06:18,RE 3105,Cottbus Hbf (ab 04:57),2
06:20,06:20,RB 18305,Eberswalde Hbf (ab 05:35),13
06:40,06:40,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),1
06:42,06:42,RE 73720,Frankfurt(Oder) (ab 05:42),2
06:51,06:51,RE 73755,Brandenburg Hbf (ab 05:44),1
06:57,06:57,RE 3711,Senftenberg (ab 05:11),2
07:00,07:00,RE 3706,Dessau Hbf (ab 05:05),1
07:01,07:01,RB 61104,Templin Stadt (ab 05:33),7
07:02,07:02,RE 73762,Eisenhüttenstadt (ab 05:36),2
07:10 (+8),07:18,IC 2432,Cottbus Hbf (ab 06:01),2
07:14,07:14,RE 73715,Magdeburg Hbf (ab 05:01),1
07:18,07:18,RE 3107,Cottbus Hbf (ab 06:07),2
07:20,07:20,RB 18307,Eberswalde Hbf (ab 06:35),13
07:40,07:40,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),1
07:42,07:42,RE 73722,Eisenhüttenstadt (ab 06:20),2
07:51,07:51,RE 73757,Brandenburg Hbf (ab 06:44),1
07:56,07:56,RE 3713,Senftenberg (ab 06:14),2
08:00,08:00,RE 3708,Dessau Hbf (ab 06:05),1
08:01,08:01,RB 61106,Templin Stadt (ab 06:33),8
08:02,08:02,RE 73764,Eisenhüttenstadt (ab 06:20),2
08:14,08:14,RE 73717,Magdeburg Hbf (ab 06:12),1
08:18,08:18,RE 3109,Cottbus Hbf (ab 07:03),2
08:40 (+58),09:38,RE 3108,Hennigsdorf(b Berlin) (ab 07:35),1
08:42,08:42,RE 73724,Frankfurt(Oder) (ab 07:41),2
08:51,08:51,RE 73759,Brandenburg Hbf (ab 07:44),1
08:56,08:56,RE 3715,Senftenberg (ab 07:14),2
09:00,09:00,RE 3710,Dessau Hbf (ab 07:05),1
09:01,09:01,RB 61108,Templin Stadt (ab 07:33),7
09:05,09:05,RE 73766,Frankfurt(Oder) (ab 08:11),2
09:14 (+18),09:32,RE 73719,Magdeburg Hbf (ab 07:12),1
09:18,09:18,RE 3111,Cottbus Hbf (ab 08:04),2
09:20 (+12),09:32,RB 18311,Eberswalde Hbf (ab 08:35),13
09:39 (+5),09:44,RB 18310,Blankenfelde(Teltow-Fläming) (ab 09:09),14
09:40,09:40,RE 3110,Hennigsdorf(b Berlin) (ab 08:35),1
09:42,09:42,RE 73726,Frankfurt(Oder) (ab 08:38),2
09:44,09:44,RB 18211,Berlin-Lichtenberg (ab 09:41),13
09:48,09:48,RB 61190,Werneuchen (ab 09:04),14
09:51 (+11),10:02,RE 73761,Brandenburg Hbf (ab 08:44),1
09:56,09:56,RE 3717,Senftenberg (ab 08:14),2
10:00 (+4),10:04,RE 3712,Dessau Hbf (ab 08:05),1
10:01,10:01,RB 61110,Templin Stadt (ab 08:33),7
10:03,10:03,RE 73768,Frankfurt(Oder) (ab 09:08),2
10:13,10:13,RB 61429,Müncheberg(Mark) (ab 09:25),
10:14,10:14,RE 73721,Magdeburg Hbf (ab 08:12),1
10:16 (+3),10:19,RB 18210,Ludwigsfelde (ab 09:38),14
10:18 (+11),10:29,RE 3113,Cottbus Hbf (ab 09:03),2
10:20 (+3),10:23,RB 18313,Eberswalde Hbf (ab 09:35),13
10:31,10:31,RE 73811,Brandenburg Hbf (ab 09:22),1
10:40,10:40,RE 3112,Hennigsdorf(b Berlin) (ab 09:35),1
10:42,10:42,RE 73728,Frankfurt(Oder) (ab 09:38),2
10:51,10:51,RE 73763,Brandenburg Hbf (ab 09:44),1
