Ankunft,Zugnr.,von (Abfahrt),Gleis
00:01,RB 61138,Templin Stadt (ab 22:33),8
00:14,RE 73749,Magdeburg Hbf (ab 22:07),1
01:36 (+1),RE 73791,Magdeburg Hbf (ab 23:21),1
05:16,RB 18200,Ludwigsfelde (ab 04:38),14
05:20,RB 18303,Eberswalde Hbf (ab 04:35),13
05:30,RE 73753,Brandenburg Hbf (ab 04:17),1
05:39,RB 18302,Blankenfelde(Teltow-Fläming) (ab 05:09),14
05:42 (+2),RE 73718,Eisenhüttenstadt (ab 04:21),2
05:44,RB 18203,Berlin-Lichtenberg (ab 05:41),13
05:48,RB 61182,Werneuchen (ab 05:06),14
06:01,RB 61102,Templin Stadt (ab 04:33),7
06:05,RE 73760,Frankfurt(Oder) (ab 05:08),2
06:13,RB 61421,Müncheberg(Mark) (ab 05:25),8
06:14,RE 73713,Magdeburg Hbf (ab 04:12),
06:16,RB 18202,Ludwigsfelde (ab 05:38),14
06:17,RB 61220,Werneuchen (ab 05:34),7
06:20,RB 18305,Eberswalde Hbf (ab 05:35),13
06:39,RB 18304,Wünsdorf-Waldstadt (ab 05:43),14
06:51,RE 73755,Brandenburg Hbf (ab 05:44),1
07:01,RB 61104,Templin Stadt (ab 05:33),7
07:14,RE 73715,Magdeburg Hbf (ab 05:01),1
07:20,RB 18307,Eberswalde Hbf (ab 06:35),13
07:39,RB 18306,Blankenfelde(Teltow-Fläming) (ab 07:09),14
07:42,RE 73722,Eisenhüttenstadt (ab 06:20),2
07:51,RE 73757,Brandenburg Hbf (ab 06:44),1
08:20,RB 18309,Eberswalde Hbf (ab 07:35),13
08:39,RB 18308,Blankenfelde(Teltow-Fläming) (ab 08:09),14
08:42 (+5),RE 73724,Frankfurt(Oder) (ab 07:41),2
09:05,RE 73766,Frankfurt(Oder) (ab 08:11),2
09:14 (+1),RE 73719,Magdeburg Hbf (ab 07:12),1
09:20,RB 18311,Eberswalde Hbf (ab 08:35),13
09:39,RB 18310,Blankenfelde(Teltow-Fläming) (ab 09:09),14
09:42 (+1),RE 73726,Frankfurt(Oder) (ab 08:38),2
09:44,RB 18211,Berlin-Lichtenberg (ab 09:41),13
09:51,RE 73761,Brandenburg Hbf (ab 08:44),1
10:05,RE 73768,Frankfurt(Oder) (ab 09:08),2
10:14 (+1),RE 73721,Magdeburg Hbf (ab 08:12),1
10:16,RB 18210,Ludwigsfelde (ab 09:38),14
10:20,RB 18313,Eberswalde Hbf (ab 09:35),13
10:31,RE 73811,Brandenburg Hbf (ab 09:22),1
10:42,RE 73728,Frankfurt(Oder) (ab 09:38),2
10:51,RE 73763,Brandenburg Hbf (ab 09:44),1
11:05,RE 73770,Frankfurt(Oder) (ab 10:08),2
11:14,RE 73723,Magdeburg Hbf (ab 09:12),1
11:39 (+6),RB 18314,Blankenfelde(Teltow-Fläming) (ab 11:09),14
11:42 (+1),RE 73730,Frankfurt(Oder) (ab 10:38),2
11:44,RB 18215,Berlin-Lichtenberg (ab 11:41),13
11:48,RB 61194,Werneuchen (ab 11:04),14
11:51,RE 73765,Brandenburg Hbf (ab 10:44),1
12:01,RB 61114,Templin Stadt (ab 10:33),7
12:05,RE 73772,Frankfurt(Oder) (ab 11:08),2
12:13,RB 61433,Müncheberg(Mark) (ab 11:25),
12:14 (+1),RE 73725,Magdeburg Hbf (ab 10:12),1
12:16,RB 18214,Ludwigsfelde (ab 11:38),14
12:20,RB 18317,Eberswalde Hbf (ab 11:35),
12:39,RB 18316,Blankenfelde(Teltow-Fläming) (ab 12:09),14
12:42,RE 73732,Frankfurt(Oder) (ab 11:38),2
12:44,RB 18217,Berlin-Lichtenberg (ab 12:41),13
12:51,RE 73767,Brandenburg Hbf (ab 11:44),1
13:01,RB 61116,Templin Stadt (ab 11:33),8
13:05,RE 73774,Frankfurt(Oder) (ab 12:08),2
13:14 (+1),RE 73727,Magdeburg Hbf (ab 11:12),1
13:20,RB 18319,Eberswalde Hbf (ab 12:35),13
13:39,RB 18318,Blankenfelde(Teltow-Fläming) (ab 13:09),14
13:42 (+1),RE 73734,Frankfurt(Oder) (ab 12:38),2
