Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:02,00:02,RE 3138,Hennigsdorf(b Berlin) (ab 23:00),1
00:03,00:03,RB 21962,Flughafen BER (ab 23:42),
00:09 (+17),00:26,RE 73749,Magdeburg Hbf (ab 22:07),1
00:09,00:09,RE 73826,Frankfurt(Oder) (ab 23:07),6
00:15,00:15,RE 3745,Senftenberg (ab 22:26),7
00:15,00:15,RE 93459,Königs Wusterhausen (ab 23:51),
00:19,00:19,ICE 1000,München Hbf (ab 19:18),
00:23 (+29),00:52,ICE 901,Hamburg-Altona (ab 21:26),
00:36 (+23),00:59,ICE 947,Köln Hbf (ab 19:27),3
00:37,00:37,RE 3141,Cottbus Hbf (ab 23:03),6
00:41,00:41,RB 94796,Fangschleuse (ab 00:12),
00:41,00:41,RE 73796,Fürstenwalde(Spree) (ab 00:00),
00:51,00:51,RB 21968,Flughafen BER (ab 00:30),
01:02,01:02,RE 3140,Berlin-Charlottenburg (ab 00:42),1
01:14,01:14,RE 3742,Dessau Hbf (ab 23:23),
01:36,01:36,RE 73752,Frankfurt(Oder)-Rosengarten (ab 00:34),
01:40 (+28),02:08,ICE 1707,Hamburg-Altona (ab 22:34),
01:42,01:42,RB 21800,Flughafen BER (ab 01:22),
01:53,01:53,RB 21969,Berlin-Charlottenburg (ab 01:33),3
02:42,02:42,RB 21802,Flughafen BER (ab 02:22),
03:08,03:08,RB 21803,Berlin-Charlottenburg (ab 02:48),6
03:12,03:12,ICE 1500,München Hbf (ab 20:21),
03:38,03:38,RB 21805,Berlin-Charlottenburg (ab 03:18),
04:16,04:16,RB 21809,Berlin-Charlottenburg (ab 03:55),
04:21,04:21,RE 73751,Brandenburg Hbf (ab 03:13),1
04:31,04:31,RB 21806,Flughafen BER (ab 04:10),
04:33,04:33,RB 21811,Berlin-Charlottenburg (ab 04:13),
04:40,04:40,RE 73801,Berlin-Charlottenburg (ab 04:20),2
04:49,04:49,RE 73716,Frankfurt(Oder) (ab 03:38),7
04:50,04:50,RB 21813,Berlin-Charlottenburg (ab 04:29),
04:56,04:56,RE 3702,Bad Belzig (ab 03:41),
05:02,05:02,RE 3707,Lübbenau(Spreewald) (ab 03:53),7
05:10,05:10,RE 73758,Frankfurt(Oder) (ab 04:15),7
05:20,05:20,RB 21817,Berlin-Charlottenburg (ab 05:00),
05:23,05:23,RE 3103,Cottbus Hbf (ab 04:00),7
05:26,05:26,RE 73753,Brandenburg Hbf (ab 04:17),1
05:36,05:36,RE 3102,Hennigsdorf(b Berlin) (ab 04:33),1
05:44,05:44,RE 73718,Eisenhüttenstadt (ab 04:21),7
05:46 (+12),05:58,ICE 1541,Köln Hbf (ab 23:27),2
06:05,06:05,EC 430,Przemysl Glowny (ab 18:49),7
06:10,06:10,RE 73760,Frankfurt(Oder) (ab 05:08),7
06:36,06:36,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),1
06:46,06:46,RE 73755,Brandenburg Hbf (ab 05:44),1
06:47,06:47,RE 73720,Frankfurt(Oder) (ab 05:42),6
07:02,07:02,ICE 1272,Frankfurt(Main)Hbf (ab 23:35),3
07:02,07:02,RE 3711,Senftenberg (ab 05:11),7
07:09,07:09,RE 73715,Magdeburg Hbf (ab 05:01),1
07:15,07:15,IC 2432,Cottbus Hbf (ab 06:01),6
07:36,07:36,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),1
07:46,07:46,RE 73757,Brandenburg Hbf (ab 06:44),1
07:47,07:47,RE 73722,Eisenhüttenstadt (ab 06:20),7
07:56,07:56,RE 3708,Dessau Hbf (ab 06:05),2
08:09,08:09,RE 73717,Magdeburg Hbf (ab 06:12),1
08:36,08:36,RE 3108,Hennigsdorf(b Berlin) (ab 07:35),1
