Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:02 (+11),RE 73749,Eisenhüttenstadt (an 01:41),1
00:55,RE 3140,Cottbus Hbf (an 02:40),
01:26,RE 94791,Frankfurt(Oder) (an 02:38),
01:46,FEX,Berlin Ostbahnhof (an 23:31),
01:46,RB 94752,Potsdam Hbf (an 02:18),
03:03,RE 73754,Magdeburg Hbf (an 05:08),3
04:33,RE 73801,Frankfurt(Oder) (an 05:36),
04:35,RE 73756,Brandenburg Hbf (an 05:33),3
04:59,RE 73716,Magdeburg Hbf (an 06:50),
05:19,RE 73753,Frankfurt(Oder) (an 06:35),1
05:20,RE 73758,Potsdam Hbf (an 05:51),
05:29,RE 3102,Lübbenau(Spreewald) (an 06:32),
05:33,RE 3103,Berlin-Spandau (an 05:54),
05:33,RE 92303,Berlin-Spandau (an 05:54),
05:57,RE 73718,Magdeburg Hbf (an 07:50),
06:20,RE 73760,Potsdam Hbf (an 06:51),
06:33,RE 2,Singen(Hohentwiel) (an 07:50),
06:33,RE 3105,Berlin-Spandau (an 06:54),
06:57,RE 73720,Magdeburg Hbf (an 08:50),
07:20,RE 73762,Potsdam Hbf (an 07:51),
07:57,RE 73722,Magdeburg Hbf (an 09:50),
08:12,RE 3713,Dessau Hbf (an 09:53),4
08:20,RE 73764,Brandenburg Hbf (an 09:19),3
08:40,RE 73759,Frankfurt(Oder) (an 09:43),1
08:49,RE 3710,Lübben(Spreewald) (an 09:56),1
08:57 (+1),RE 73724,Magdeburg Hbf (an 10:50),3
09:02 (+1),RE 73719,Frankfurt(Oder) (an 10:18),1
09:12,RE 3715,Dessau Hbf (an 10:53),3
09:20,RE 73766,Brandenburg Hbf (an 10:19),3
09:40 (+1),RE 73761,Frankfurt(Oder) (an 10:43),1
09:49,RE 94012,Berlin Ostbahnhof (an 09:56),
09:57 (+2),RE 73726,Magdeburg Hbf (an 11:50),3
10:02 (+3),RE 73721,Frankfurt(Oder) (an 11:18),1
10:12,RE 3717,Dessau Hbf (an 11:53),4
10:20,RE 73768,Brandenburg Hbf (an 11:19),3
10:40,RE 73763,Frankfurt(Oder) (an 11:43),1
10:49,RE 3714,Berlin Ostbahnhof (an 10:56),1
10:57 (+1),RE 73728,Magdeburg Hbf (an 12:50),3
11:02 (+1),RE 73723,Frankfurt(Oder) (an 12:18),1
11:12,RE 3719,Dessau Hbf (an 12:53),3
11:20,RE 73770,Brandenburg Hbf (an 12:19),3
11:40,RE 73765,Frankfurt(Oder) (an 12:43),1
11:49,RE 3716,Berlin Ostbahnhof (an 11:56),1
11:57 (+5),RE 73730,Magdeburg Hbf (an 13:50),3
12:02 (+4),RE 73725,Frankfurt(Oder) (an 13:18),1
12:12,RE 3721,Dessau Hbf (an 13:53),3
12:20,RE 73772,Brandenburg Hbf (an 13:19),
12:40,RE 73767,Frankfurt(Oder) (an 13:43),1
12:49,RE 3718,Berlin Ostbahnhof (an 12:56),1
12:57,RE 73732,Magdeburg Hbf (an 14:50),
13:02 (+8),RE 73727,Frankfurt(Oder) (an 14:18),1
13:12,RE 3723,Dessau Hbf (an 14:53),3
13:20,RE 73774,Brandenburg Hbf (an 14:19),
13:49,RE 3720,Berlin Ostbahnhof (an 13:56),1
13:57,RE 73734,Magdeburg Hbf (an 15:50),
14:12,RE 3725,Dessau Hbf (an 15:53),3
14:20,RE 73776,Brandenburg Hbf (an 15:19),
14:40,RE 73771,Frankfurt(Oder) (an 15:43),
14:49,RE 3722,Berlin Ostbahnhof (an 14:56),
14:57 (+1),RE 73736,Magdeburg Hbf (an 16:50),3
15:02,RE 73731,Frankfurt(Oder) (an 16:18),
15:12,RE 3727,Dessau Hbf (an 16:53),3
15:20,RE 73778,Brandenburg Hbf (an 16:23),3
15:40,RE 73773,Frankfurt(Oder) (an 16:43),1
15:49 (+1),RE 3724,Berlin Ostbahnhof (an 15:56),1
15:57 (+1),RE 73738,Magdeburg Hbf (an 17:50),3
16:02 (+5),RE 73733,Frankfurt(Oder) (an 17:18),1
16:12,RE 3729,Berlin-Wannsee (an 16:34),
16:20,RE 73780,Brandenburg Hbf (an 17:19),
16:40,RE 73775,Frankfurt(Oder) (an 17:43),
16:49,RE 3726,Berlin Ostbahnhof (an 16:56),
16:57,RE 73740,Magdeburg Hbf (an 18:50),
17:02 (+13),RE 73735,Frankfurt(Oder) (an 18:18),1
17:12,RE 3731,Berlin-Wannsee (an 17:34),
17:20,RE 73782,Brandenburg Hbf (an 18:23),
17:40,RE 73777,Frankfurt(Oder) (an 18:43),
17:49,RE 3728,Berlin Ostbahnhof (an 17:56),
17:57,RE 73742,Magdeburg Hbf (an 19:50),
18:02,RE 73737,Frankfurt(Oder) (an 19:18),
18:12,RE 3733,Berlin-Wannsee (an 18:34),
18:20,RE 73784,Brandenburg Hbf (an 19:19),
18:29,RE 3128,Cottbus Hbf (an 19:55),1
18:33,RE 18769,Berlin-Spandau (an 18:54),
18:33 (+15),RE 3129,Hennigsdorf(b Berlin) (an 19:23),4
18:40,RE 73779,Frankfurt(Oder) (an 19:47),
18:49 (+9),RE 3730,Senftenberg (an 20:41),1
18:57 (+3),RE 73744,Magdeburg Hbf (an 20:50),3
19:02,RE 73739,Frankfurt(Oder) (an 20:18),
19:12 (+12),RE 3735,Dessau Hbf (an 20:53),3
19:20,RE 73786,Brandenburg Hbf (an 20:19),3
19:29,RE 3130,Cottbus Hbf (an 20:55),1
19:33 (+1),RE 3131,Hennigsdorf(b Berlin) (an 20:23),3
19:33,RE 92131,Berlin-Spandau (an 19:54),
19:40,RE 73781,Frankfurt(Oder) (an 20:43),1
19:49 (+7),RE 3732,Senftenberg (an 21:41),1
19:57,RE 73746,Magdeburg Hbf (an 21:50),
20:02 (+3),RE 73741,Frankfurt(Oder) (an 21:18),1
20:12,RE 3737,Dessau Hbf (an 21:53),3
20:18,RE 73823,Berlin Ostbahnhof (an 20:25),
20:20,RE 73788,Brandenburg Hbf (an 21:21),
20:29 (+28),RE 3132,Cottbus Hbf (an 21:55),1
20:33,RE 3133,Hennigsdorf(b Berlin) (an 21:23),4
20:33,RE 92133,Berlin-Spandau (an 20:54),
20:40,RE 73783,Frankfurt(Oder) (an 21:43),
20:49,RE 3734,Lübbenau(Spreewald) (an 22:04),1
20:57,RE 73748,Magdeburg Hbf (an 22:50),3
21:02 (+8),RE 73743,Frankfurt(Oder) (an 22:18),1
21:12,RE 3739,Dessau Hbf (an 22:53),3
21:29,RE 3134,Cottbus Hbf (an 22:55),1
21:33 (+18),RE 3135,Berlin-Charlottenburg (an 21:46),3
21:40,RE 73785,Frankfurt(Oder) (an 22:43),1
21:49,RE 3736,Lübbenau(Spreewald) (an 23:04),1
21:51,RE 73790,Magdeburg Hbf (an 23:55),
22:02,RE 73745,Frankfurt(Oder) (an 23:18),1
22:14,RE 3741,Bad Belzig (an 23:19),3
22:14,RE 7,Berlin-Wannsee (an 22:35),
22:40,RE 73787,Berlin Ostbahnhof (an 22:46),
22:49,RE 3738,Berlin Ostbahnhof (an 22:56),1
22:51,RE 73792,Magdeburg Hbf (an 00:48),3
22:56,RE 3136,Cottbus Hbf (an 00:40),1
22:56,RE 93136,Berlin Ostbahnhof (an 23:03),
23:02,RE 73747,Frankfurt(Oder) (an 00:18),1
23:12,RE 3743,Bad Belzig (an 00:17),
23:33,RE 3139,Berlin-Charlottenburg (an 23:46),3
23:49,RE 3740,Berlin Ostbahnhof (an 23:56),
23:55 (+4),RE 3138,Cottbus Hbf (an 01:40),1
