Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:02 (+1),RE 73794,Brandenburg Hbf (an 00:55),4
00:09 (+16),ICE 901,Berlin-Spandau (an 23:56),2
00:21 (+1),ICE 947,Berlin Ostbahnhof (an 00:36),1
00:35,RE 7,Lübbenau(Spreewald) (an 19:54),
01:02,RE 73796,Brandenburg Hbf (an 01:54),
01:16 (+52),RE 73791,Frankfurt(Oder) (an 02:38),2
01:25 (+96),ICE 1707,Berlin Ostbahnhof (an 01:40),2
01:51 (+1),ICE 274,Berlin Ostbahnhof (an 02:07),2
04:04,RE 73751,Frankfurt(Oder) (an 05:29),
04:21,RE 3705,Lübbenau(Spreewald) (an 04:57),
04:24,RE 73801,Frankfurt(Oder) (an 05:36),
04:29 (+1),ICE 646,Köln Hbf (an 09:33),4
04:35,ICE 277,Chur (an 14:22),3
04:42,RE 2,Düsseldorf Hbf (an 23:53),
04:42,RE 3101,Berlin-Spandau (an 04:53),
04:45,RE 73756,Brandenburg Hbf (an 05:33),3
05:09,RE 73716,Magdeburg Hbf (an 06:50),3
05:09 (+17),RE 73753,Frankfurt(Oder) (an 06:35),2
05:21,RE 3707,Berlin-Wannsee (an 05:34),
05:30,RE 73758,Brandenburg Hbf (an 06:19),
05:34 (+1),ICE 946,Köln Hbf (an 10:35),3
05:39,RE 3704,Berlin Ostbahnhof (an 05:55),
05:44,RE 3103,Berlin-Spandau (an 05:54),
05:52,RE 73713,Frankfurt(Oder) (an 07:18),
06:08,RE 73718,Magdeburg Hbf (an 07:50),4
06:09,RB 73803,Berlin Ostbahnhof (an 06:24),
06:21,RE 3709,Berlin-Wannsee (an 06:34),
06:30,RE 73755,Frankfurt(Oder) (an 07:47),2
06:30,RE 73760,Potsdam Hbf (an 06:51),
06:36,ICE 279,Interlaken Ost (an 15:59),3
06:39,RE 3706,Berlin Ostbahnhof (an 06:56),
06:44,ICE 1272,Frankfurt(M) Flughafen Fernbahnhof (an 23:46),1
06:44,ICE 2810,Bad Hersfeld (an 11:14),1
06:44,RE 3105,Berlin-Spandau (an 06:54),
06:47,RE 73804,Brandenburg Hbf (an 07:33),
06:52 (+1),RE 73715,Frankfurt(Oder) (an 08:20),2
07:08,RE 73720,Magdeburg Hbf (an 08:50),4
07:09,RE 73805,Berlin Ostbahnhof (an 07:24),2
07:21,RE 3711,Berlin-Wannsee (an 07:34),
07:30,RE 73757,Frankfurt(Oder) (an 08:43),2
07:30,RE 73762,Brandenburg Hbf (an 08:23),
07:39,RE 3708,Senftenberg (an 09:41),
07:44,RE 3107,Berlin-Spandau (an 07:54),
07:47 (+20),ICE 649,Berlin Ostbahnhof (an 08:03),2
07:47,RE 73806,Brandenburg Hbf (an 08:33),
07:52 (+3),RE 73717,Frankfurt(Oder) (an 09:18),2
07:58,RB 18146,Potsdam Hbf (an 08:19),
08:04,RB 18145,Berlin Ostbahnhof (an 08:21),
08:08,RE 73722,Magdeburg Hbf (an 09:50),3
08:09,RE 73807,Berlin Ostbahnhof (an 08:24),
08:13 (+5),ICE 851,Berlin Ostbahnhof (an 08:28),
08:30,RE 73759,Frankfurt(Oder) (an 09:43),2
08:30,RE 73764,Brandenburg Hbf (an 09:19),
08:39,RE 3710,Berlin Ostbahnhof (an 08:56),
08:44,RE 3109,Berlin-Spandau (an 08:54),
08:47,RE 73808,Brandenburg Hbf (an 09:33),3
08:52 (+1),RE 73719,Frankfurt(Oder) (an 10:18),2
08:58,RB 18148,Golm (an 09:36),3
09:04,RB 18147,Berlin Ostbahnhof (an 09:21),
09:08 (+1),RE 73724,Magdeburg Hbf (an 10:50),3
09:09,RE 73809,Berlin Ostbahnhof (an 09:24),
09:21,RE 3715,Dessau Hbf (an 10:53),3
09:30,RE 73761,Frankfurt(Oder) (an 10:43),2
09:30,RE 73766,Brandenburg Hbf (an 10:19),4
09:39 (+2),RE 3712,Berlin Ostbahnhof (an 09:56),1
09:44,RE 3111,Hennigsdorf(b Berlin) (an 10:23),4
09:47,RB 73810,Brandenburg Hbf (an 10:33),3
09:52 (+1),RE 73721,Frankfurt(Oder) (an 11:18),2
09:58,RB 18150,Golm (an 10:36),3
10:04,RB 18149,Berlin Ostbahnhof (an 10:21),1
10:08 (+1),RE 73726,Magdeburg Hbf (an 11:50),4
10:09 (+3),RE 73811,Berlin Ostkreuz (an 10:31),2
10:30,RE 73763,Frankfurt(Oder) (an 11:43),2
10:30,RE 73768,Brandenburg Hbf (an 11:19),4
10:39 (+5),RE 3714,Berlin Ostbahnhof (an 10:56),2
10:44,RE 3113,Berlin-Spandau (an 10:54),
10:52 (+1),RE 73723,Frankfurt(Oder) (an 12:18),2
11:08 (+1),RE 73728,Magdeburg Hbf (an 12:50),4
11:21,RE 3719,Dessau Hbf (an 12:53),3
11:30 (+2),RE 73765,Frankfurt(Oder) (an 12:43),2
11:30,RE 73770,Brandenburg Hbf (an 12:19),4
11:39 (+18),RE 3716,Berlin Ostbahnhof (an 11:56),2
11:44,RE 3115,Berlin-Spandau (an 11:54),
11:52 (+9),RE 73725,Frankfurt(Oder) (an 13:18),2
12:08 (+1),RE 73730,Magdeburg Hbf (an 13:50),4
12:22 (+42),IC 2035,Berlin Ostbahnhof (an 12:39),2
12:30,RE 73767,Frankfurt(Oder) (an 13:43),2
12:30,RE 73772,Brandenburg Hbf (an 13:19),
12:39,RE 3718,Berlin Ostbahnhof (an 12:56),
12:44,RE 3117,Berlin-Spandau (an 12:54),
12:52 (+2),RE 73727,Frankfurt(Oder) (an 14:18),2
13:08,RE 73732,Magdeburg Hbf (an 14:50),4
13:21,RE 3723,Berlin-Wannsee (an 13:34),3
13:30,RE 73769,Frankfurt(Oder) (an 14:43),2
13:30,RE 73774,Brandenburg Hbf (an 14:19),4
13:39,RE 3720,Berlin Ostbahnhof (an 13:56),2
13:44,RE 3119,Berlin-Spandau (an 13:54),
13:52 (+7),RE 73729,Frankfurt(Oder) (an 15:18),2
14:08 (+15),RE 73734,Magdeburg Hbf (an 15:50),4
14:21,RE 3725,Dessau Hbf (an 15:53),3
14:30,RE 73771,Frankfurt(Oder) (an 15:43),2
14:30,RE 73776,Brandenburg Hbf (an 15:19),4
14:39 (+1),RE 3722,Berlin Ostbahnhof (an 14:56),2
14:44,RE 3121,Berlin-Spandau (an 14:54),
14:47,RE 73812,Brandenburg Hbf (an 15:33),3
14:52 (+1),RE 73731,Frankfurt(Oder) (an 16:18),2
14:58,RB 18160,Golm (an 15:36),3
15:04,RB 18159,Berlin Ostbahnhof (an 15:21),1
15:08 (+14),RE 73736,Magdeburg Hbf (an 16:50),3
15:09,RB 73813,Berlin Ostbahnhof (an 15:24),2
15:21,RE 3727,Dessau Hbf (an 16:53),3
15:30,RE 73773,Frankfurt(Oder) (an 16:43),2
15:30,RE 73778,Brandenburg Hbf (an 16:23),4
15:39 Ausfall,IC 2034,Norddeich (an 22:14),3
15:39 (+1),RE 3724,Berlin Ostbahnhof (an 15:56),2
15:44,RE 3123,Hennigsdorf(b Berlin) (an 16:23),4
15:47,RE 73814,Brandenburg Hbf (an 16:33),3
15:52 (+1),RE 73733,Frankfurt(Oder) (an 17:18),2
15:58,RB 18162,Golm (an 16:36),3
16:04,RB 18161,Berlin Ostbahnhof (an 16:21),1
16:08,RE 73738,Magdeburg Hbf (an 17:50),4
16:09 (+1),RE 73815,Berlin Ostbahnhof (an 16:24),2
16:21 (+2),RE 3729,Dessau Hbf (an 17:53),4
16:30 (+3),RE 73775,Frankfurt(Oder) (an 17:43),2
16:30 (+5),RE 73780,Brandenburg Hbf (an 17:19),4
16:39 (+5),RE 3726,Berlin Ostbahnhof (an 16:56),2
16:44,RE 3125,Berlin-Spandau (an 16:54),
16:47,RE 73816,Brandenburg Hbf (an 17:33),3
16:52 (+14),RE 73735,Frankfurt(Oder) (an 18:18),2
16:58,RB 18164,Golm (an 17:36),3
17:04,RB 18163,Berlin Ostbahnhof (an 17:21),1
17:08 (+17),RE 73740,Magdeburg Hbf (an 18:50),4
17:09,RE 73817,Berlin Ostbahnhof (an 17:24),2
17:21,RE 3731,Dessau Hbf (an 18:53),3
17:30,RE 73777,Frankfurt(Oder) (an 18:43),2
17:30,RE 73782,Brandenburg Hbf (an 18:23),
17:39,RE 3728,Berlin Ostbahnhof (an 17:56),
17:41,IC 2232,Magdeburg Hbf (an 18:56),
17:44,RE 3127,Hennigsdorf(b Berlin) (an 18:23),4
17:47,RE 73818,Brandenburg Hbf (an 18:34),
17:52 (+2),RE 73737,Frankfurt(Oder) (an 19:18),2
17:58,RB 18166,Potsdam Hbf (an 18:19),
18:04,RB 18165,Berlin Ostbahnhof (an 18:21),
18:08,RE 73742,Magdeburg Hbf (an 19:50),
18:09,RE 73819,Berlin Ostbahnhof (an 18:24),
18:21,RE 3733,Berlin-Wannsee (an 18:34),
18:23 Ausfall,IC 2431,Cottbus Hbf (an 20:26),2
18:30,RE 73779,Frankfurt(Oder) (an 19:47),2
18:30,RE 73784,Brandenburg Hbf (an 19:19),4
18:39,RE 3730,Berlin Ostbahnhof (an 18:56),
18:44,RE 3129,Berlin-Spandau (an 18:54),
18:46 (+7),ICE 1549,Berlin Ostbahnhof (an 19:02),2
18:46 (+7),ICE 2921,Berlin Ostbahnhof (an 19:02),2
18:47 (+6),RE 73820,Brandenburg Hbf (an 19:33),3
18:52 (+8),RE 73739,Frankfurt(Oder) (an 20:18),
19:08 (+7),RE 73744,Magdeburg Hbf (an 20:50),4
19:09,RE 73821,Berlin Ostbahnhof (an 19:24),
19:21,RE 3735,Berlin-Wannsee (an 19:34),
19:30,RE 73781,Frankfurt(Oder) (an 20:43),
19:30,RE 73786,Brandenburg Hbf (an 20:19),
19:39,RE 3732,Berlin Ostbahnhof (an 19:56),
19:44,RE 3131,Berlin-Spandau (an 19:54),
19:52 (+15),RE 73741,Frankfurt(Oder) (an 21:18),2
20:08,RE 73746,Magdeburg Hbf (an 21:50),
20:21,RE 3737,Berlin-Wannsee (an 20:34),
20:30 (+2),RE 73783,Frankfurt(Oder) (an 21:43),2
20:30 (+18),RE 73788,Brandenburg Hbf (an 21:21),4
20:35,ICE 679,Kassel-Wilhelmshöhe (an 23:13),3
20:35 (+10),ICE 794,Berlin Ostbahnhof (an 20:49),1
20:39,RE 3734,Berlin Ostbahnhof (an 20:56),2
20:40 (+2),ICE 540,Hannover Hbf (an 22:28),4
20:44,RE 3133,Berlin-Spandau (an 20:54),
20:47 (+37),ICE 1055,Berlin Ostbahnhof (an 21:02),2
20:52 (+1),RE 73743,Frankfurt(Oder) (an 22:18),2
21:08 (+1),RE 73748,Magdeburg Hbf (an 22:50),4
21:08 (+1),RE 73825,Eisenhüttenstadt (an 22:51),2
21:13 Ausfall,ICE 643,Berlin Ostbahnhof (an 21:31),1
21:21 (+1),RE 3739,Dessau Hbf (an 22:53),3
21:30 (+1),RE 73785,Frankfurt(Oder) (an 22:43),2
21:35 (+45),ICE 278,Berlin Ostbahnhof (an 21:51),1
21:39,RE 3736,Berlin Ostbahnhof (an 21:56),
21:44,RE 3135,Berlin-Spandau (an 21:54),
21:52,ICE 840,Hannover Hbf (an 23:46),3
21:52,RE 73745,Frankfurt(Oder) (an 23:18),
22:02,RE 73790,Magdeburg Hbf (an 23:55),4
22:14,ICE 945,Berlin Ostbahnhof (an 22:31),2
22:24,RE 93041,Berlin-Wannsee (an 22:35),
22:30,RE 73787,Berlin Ostbahnhof (an 22:46),2
22:35 (+16),ICE 792,Berlin Ostbahnhof (an 22:49),1
22:39,RE 3738,Berlin Ostbahnhof (an 22:56),2
22:52,RE 73747,Frankfurt(Oder) (an 00:18),2
23:02,RE 73792,Magdeburg Hbf (an 00:48),4
23:12 (+49),ICE 645,Berlin Ostbahnhof (an 23:29),1
23:21,RE 3743,Berlin-Wannsee (an 23:34),3
23:29 (+13),ICE 276,Berlin Ostbahnhof (an 23:47),2
23:34 (+5),ICE 273,Zürich HB (an 10:00),3
23:52,RE 73749,Frankfurt(Oder) (an 01:18),2
23:57 (+2),ICE 1540,Köln Hbf (an 06:12),3
