Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:06,RE 3521,Berlin Hbf (an 00:10),6
00:24,RE 3319,Berlin Hbf (an 00:30),6
00:29,RE 3366,Eberswalde Hbf (an 01:04),10
00:41,RB 56816,Berlin Südkreuz (an 00:53),
00:41,RE 56816,Berlin Südkreuz (an 00:53),6
00:41,RE 93036,Berlin Südkreuz (an 00:53),
04:14,RB 18241,Berlin-Spandau (an 04:28),
04:25,RE 3340,Angermünde (an 05:21),9
04:41,RE 3369,Berlin Südkreuz (an 04:53),6
04:54,RE 4350,Rostock Hbf (an 07:21),
04:54,RE 5,Göppingen (an 07:06),
05:06,RE 4351,Berlin Südkreuz (an 05:23),
05:14,RB 18243,Werder(Havel) (an 06:17),5
05:16 (+1),RB 56801,Schwerin Hbf (an 07:48),9
05:16,RE 56801,Schwerin Hbf (an 07:48),9
05:24 (+1),RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),6
05:26 (+5),ICE 1501,München Hbf (an 09:41),7
05:32 (+1),RE 3302,Stralsund Hbf (an 08:45),9
05:41 (+1),ICE 279,Interlaken Ost (an 15:59),
05:54 (+1),RE 3504,Stralsund Hbf (an 08:51),10
06:06,RE 3503,Sargans (an 22:24),6
06:11,RE 3376,Angermünde (an 07:01),
06:18,ICE 2523,Leipzig Hbf (an 07:45),
06:24,RE 3,Dresden-Neustadt (an 22:17),
06:24,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),6
06:32 (+1),RE 3342,Schwedt(Oder) (an 07:55),10
06:54 (+1),RE 4352,Rostock Hbf (an 09:21),10
07:04 (+1),ICE 938,Ostseebad Binz (an 10:33),9
07:06,RE 4353,Berlin Südkreuz (an 07:23),6
07:11,IC 2432,Norddeich Mole (an 14:20),
07:14,RB 18247,Berlin-Spandau (an 07:28),
07:16,RB 56803,Schwerin Hbf (an 09:48),10
07:16,RE 56803,Schwerin Hbf (an 09:48),
07:24,RE 3343,Luckenwalde (an 08:27),6
07:26 (+2),ICE 1503,München Hbf (an 11:43),7
07:33 (+1),RE 3304,Stralsund Hbf (an 10:44),9
07:41 (+1),ICE 371,Basel SBB (an 15:48),
07:44,IC 2274,Rostock Hbf (an 09:37),
07:54 (+1),RE 3506,Stralsund Hbf (an 10:51),10
08:06,RE 3505,Sargans (an 23:24),6
08:17 (+1),IC 2173,Wien Franz-Josefs-Bahnhof (an 16:27),6
08:24,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),6
08:26 (+15),ICE 1005,München Hbf (an 12:46),7
08:26 (+15),ICE 2863,München Hbf (an 12:46),7
08:32 (+1),RE 3344,Schwedt(Oder) (an 09:55),9
08:54,RE 4354,Rostock Hbf (an 11:21),10
09:03 (+3),ICE 936,Ostseebad Binz (an 12:29),8
09:06,RE 4355,Berlin Südkreuz (an 09:23),6
09:14,RB 18251,Berlin-Spandau (an 09:27),
09:16,RB 56805,Schwerin Hbf (an 11:48),9
09:16,RE 56805,Schwerin Hbf (an 11:48),
09:23,RE 3612,Perleberg (an 11:51),
09:24,RE 3345,Luckenwalde (an 10:27),6
09:26 (+3),ICE 1505,München Hbf (an 13:43),7
09:32,RE 3306,Stralsund Hbf (an 12:44),9
09:44 (+3),IC 2272,Rostock Hbf (an 11:37),
09:54,RE 3508,Stralsund Hbf (an 12:51),9
10:04,RB 55796,Eberswalde Hbf (an 10:31),
10:06 (+1),RE 3507,Berlin Südkreuz (an 10:24),6
10:16,RE 18492,Neustrelitz Hbf (an 11:24),
10:16,RE 5,Biberach(Riß) (an 08:07),
10:17 (+2),IC 2175,Dresden Hbf (an 12:28),6
10:24 (+1),RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),6
10:28 (+11),ICE 1007,München Hbf (an 14:45),7
10:32 (+1),RE 3346,Schwedt(Oder) (an 11:55),9
10:54 (+1),RE 4356,Rostock Hbf (an 13:21),10
11:03 (+1),ICE 934,Ostseebad Binz (an 14:29),8
11:06 (+5),RE 4357,Berlin Südkreuz (an 11:23),6
11:14,RB 18255,Berlin-Spandau (an 11:28),
11:16 (+1),RB 56807,Schwerin Hbf (an 13:48),9
11:16,RE 56807,Schwerin Hbf (an 13:48),
11:24,RE 3347,Luckenwalde (an 12:27),6
11:26 (+1),ICE 1507,München Hbf (an 15:43),7
11:32 (+5),RE 3308,Stralsund Hbf (an 14:44),9
11:44 (+4),IC 2270,Rostock Hbf (an 13:37),9
11:54 (+1),RE 3510,Stralsund Hbf (an 14:51),9
12:06 (+4),RE 3509,Berlin Südkreuz (an 12:23),
12:17 (+3),IC 2177,Dresden Hbf (an 14:28),6
12:24,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),6
12:26 (+1),ICE 1009,München Hbf (an 16:45),7
12:32 (+1),RE 3348,Schwedt(Oder) (an 13:55),9
12:54,RE 4358,Rostock Hbf (an 15:21),10
12:57 (+8),ICE 2913,München Hbf (an 21:15),7
12:57 (+7),ICE 691,München Hbf (an 21:15),7
13:03 (+1),ICE 932,Ostseebad Binz (an 16:41),8
13:06,RE 4359,Berlin Südkreuz (an 13:23),6
13:14,RB 18259,Werder(Havel) (an 14:17),5
13:16,RB 56809,Schwerin Hbf (an 15:48),9
13:16,RE 56809,Schwerin Hbf (an 15:48),
13:24,RE 3349,Luckenwalde (an 14:27),6
13:26 (+2),ICE 1509,München Hbf (an 17:43),7
13:32 (+2),RE 3310,Stralsund Hbf (an 16:44),9
13:45 (+4),IC 2178,Rostock Hbf (an 15:35),9
13:54 (+2),RE 3512,Stralsund Hbf (an 16:51),9
14:06,RE 3511,Berlin Südkreuz (an 14:23),6
14:17 (+8),IC 2179,Dresden Hbf (an 16:28),6
14:24 (+12),RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),6
14:26 (+2),ICE 1101,München Hbf (an 18:43),7
14:32 (+4),RE 3350,Schwedt(Oder) (an 15:55),9
14:54,RE 4360,Rostock Hbf (an 17:21),10
15:04 (+5),ICE 930,Ostseebad Binz (an 18:40),7
15:06,RE 4361,Berlin Südkreuz (an 15:23),6
15:10,RE 3336,Angermünde (an 16:01),
15:14,RB 18263,Berlin-Spandau (an 15:28),
15:16,RB 56811,Schwerin Hbf (an 17:48),9
15:16,RE 56811,Schwerin Hbf (an 17:48),
15:24,RE 3351,Berlin Südkreuz (an 15:39),6
15:26 (+2),ICE 1601,München Hbf (an 19:43),7
15:32 (+1),RE 3312,Stralsund Hbf (an 18:44),9
15:44,IC 2176,Rostock Hbf (an 17:37),9
15:46 (+8),GV 328,Amsterdam Centraal (an 23:55),10
15:54,RE 3514,Stralsund Hbf (an 18:51),10
16:01 (+2),ICE 1163,Stuttgart Hbf (an 20:57),7
16:06 (+3),RE 3513,Berlin Südkreuz (an 16:24),6
16:17 (+2),IC 2271,Dresden Hbf (an 18:28),6
16:24,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),6
16:26 (+2),ICE 1103,München Hbf (an 20:46),7
16:26 (+3),ICE 2865,München Hbf (an 20:46),7
16:32 (+2),RE 3352,Schwedt(Oder) (an 17:55),9
16:54 (+1),RE 4362,Rostock Hbf (an 19:21),10
16:57 (+2),ICE 695,Stuttgart Hbf (an 23:11),7
17:03,ICE 838,Stralsund Hbf (an 19:46),10
17:06,RE 4363,Berlin Südkreuz (an 17:23),6
17:14,RB 18267,Berlin-Spandau (an 17:28),
17:16 (+1),RB 56813,Schwerin Hbf (an 19:48),10
17:16,RE 56813,Schwerin Hbf (an 19:48),
17:24,RE 3353,Luckenwalde (an 18:27),6
17:26 (+5),ICE 1603,München Hbf (an 21:43),7
17:32 (+2),RE 3314,Stralsund Hbf (an 20:44),9
17:44 (+1),IC 2174,Rostock Hbf (an 19:37),9
17:54 (+1),RE 3516,Stralsund Hbf (an 20:51),9
18:06 (+1),RE 3515,Berlin Südkreuz (an 18:23),6
18:17 (+11),IC 2273,Dresden Hbf (an 20:28),6
18:24 (+1),RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),6
18:26 (+9),ICE 1105,München Hbf (an 22:45),7
18:32 (+1),RE 3354,Schwedt(Oder) (an 19:55),10
18:46,ICE 697,Frankfurt(Main)Hbf (an 23:44),7
18:54 (+1),RE 4364,Rostock Hbf (an 21:21),10
19:04 (+24),ICE 2596,Stralsund Hbf (an 21:40),
19:06 (+4),RE 4365,Berlin Südkreuz (an 19:23),6
19:14,RB 18271,Berlin-Spandau (an 19:28),
19:14,RB 21,Wiesbaden Hbf (an 00:28),
19:16 (+1),RB 56815,Schwerin Hbf (an 21:48),10
19:16,RE 56815,Schwerin Hbf (an 21:48),
19:24 (+1),RE 3355,Luckenwalde (an 20:27),5
19:26 (+1),ICE 1605,München Hbf (an 23:52),7
19:32 (+1),RE 3316,Stralsund Hbf (an 22:49),9
19:42 (+1),ICE 805,Nürnberg Hbf (an 23:07),6
19:44 (+23),IC 2172,Rostock Hbf (an 21:37),9
19:54,RE 3518,Stralsund Hbf (an 22:51),9
