Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:02,RE 73749,Frankfurt(Oder) (an 01:18),1
00:25,RE 7,Erfurt Hbf (an 17:06),
00:25,RE 94045,Berlin-Wannsee (an 00:47),
01:07,RE 3742,Berlin Ostbahnhof (an 01:14),
01:26 (+1),RE 73791,Frankfurt(Oder) (an 02:38),1
01:26,RE 94791,Frankfurt(Oder) (an 02:38),
01:46,RB 94752,Potsdam Hbf (an 02:18),
02:27,RE 3703,Berlin-Wannsee (an 02:48),
02:41,RB 94793,Frankfurt(Oder) (an 03:55),
03:03,RE 73754,Magdeburg Hbf (an 05:08),
04:14,RE 73751,Frankfurt(Oder) (an 05:29),
04:31,RE 2,Singen(Hohentwiel) (an 07:50),
04:31,RE 3101,Berlin-Spandau (an 04:53),
04:33,RE 73801,Frankfurt(Oder) (an 05:36),
04:49,RE 92402,Berlin Ostbahnhof (an 04:56),
05:12,RE 3707,Dessau Hbf (an 06:53),3
05:19,RE 73753,Frankfurt(Oder) (an 06:35),1
05:48,RE 3704,Berlin Ostbahnhof (an 05:55),
05:57 (+2),RE 73718,Magdeburg Hbf (an 07:50),3
06:02,RE 73713,Frankfurt(Oder) (an 07:18),
06:12,RE 3709,Berlin Zoologischer Garten (an 06:20),
06:18,RB 73803,Berlin Ostbahnhof (an 06:24),
06:20,RE 73760,Brandenburg Hbf (an 07:19),3
06:37,RE 73804,Brandenburg Hbf (an 07:33),
06:40,RE 73755,Frankfurt(Oder) (an 07:47),1
06:49,RE 3706,Berlin Ostbahnhof (an 06:56),
06:57,RE 73720,Magdeburg Hbf (an 08:50),
07:02 (+1),RE 73715,Frankfurt(Oder) (an 08:20),1
07:12,RE 3711,Dessau Hbf (an 08:53),3
07:18,RE 73805,Berlin Ostbahnhof (an 07:24),
07:20,RE 73762,Brandenburg Hbf (an 08:23),
07:37,RE 73806,Brandenburg Hbf (an 08:33),
07:40,RE 73757,Frankfurt(Oder) (an 08:43),1
07:48,RB 18146,Potsdam Hbf (an 08:19),
07:49,RE 94008,Berlin Ostbahnhof (an 07:56),
07:57,RE 73722,Magdeburg Hbf (an 09:50),4
08:02,RE 73717,Frankfurt(Oder) (an 09:18),
08:12,RE 3713,Berlin-Wannsee (an 08:34),
08:13,RB 18145,Berlin Ostbahnhof (an 08:21),
08:18,RE 73807,Berlin Ostbahnhof (an 08:24),
08:20,RE 73764,Brandenburg Hbf (an 09:19),
08:37,RE 73808,Brandenburg Hbf (an 09:33),
08:40,RE 73759,Frankfurt(Oder) (an 09:43),
08:48,RB 18148,Golm (an 09:36),3
08:49 (+10),RE 3710,Berlin Ostbahnhof (an 08:56),1
08:57 (+4),RE 73724,Magdeburg Hbf (an 10:50),3
09:02 (+2),RE 73719,Frankfurt(Oder) (an 10:18),1
09:12,RE 3715,Dessau Hbf (an 10:53),3
09:13,RB 18147,Berlin Ostbahnhof (an 09:21),2
09:18,RE 73809,Berlin Ostbahnhof (an 09:24),1
09:20,RE 73766,Brandenburg Hbf (an 10:19),3
09:37,RB 73810,Brandenburg Hbf (an 10:33),4
09:40,RE 73761,Frankfurt(Oder) (an 10:43),1
09:48,RB 18150,Golm (an 10:36),3
09:49 (+1),RE 3712,Senftenberg (an 11:41),1
09:57 (+1),RE 73726,Magdeburg Hbf (an 11:50),3
10:02 (+3),RE 73721,Frankfurt(Oder) (an 11:18),1
10:12,RE 3717,Dessau Hbf (an 11:53),4
10:13,RB 18149,Berlin Ostbahnhof (an 10:21),2
10:18,RE 73811,Berlin Ostkreuz (an 10:31),1
10:20,RE 73768,Brandenburg Hbf (an 11:19),3
10:40,RE 73763,Frankfurt(Oder) (an 11:43),1
10:49,RE 3714,Berlin Ostbahnhof (an 10:56),1
10:57,RE 73728,Magdeburg Hbf (an 12:50),3
11:02,RE 73723,Frankfurt(Oder) (an 12:18),1
11:12,RE 3719,Dessau Hbf (an 12:53),3
11:20,RE 73770,Brandenburg Hbf (an 12:19),3
11:40,RE 73765,Frankfurt(Oder) (an 12:43),1
11:49 (+4),RE 3716,Berlin Ostbahnhof (an 11:56),1
11:57 (+2),RE 73730,Magdeburg Hbf (an 13:50),3
12:02 (+1),RE 73725,Frankfurt(Oder) (an 13:18),1
12:12,RE 3721,Dessau Hbf (an 13:53),3
12:20,RE 73772,Brandenburg Hbf (an 13:19),3
12:40,RE 73767,Frankfurt(Oder) (an 13:43),1
12:49,RE 3718,Berlin Ostbahnhof (an 12:56),1
12:57 (+1),RE 73732,Magdeburg Hbf (an 14:50),3
13:02 (+1),RE 73727,Frankfurt(Oder) (an 14:18),1
13:12,RE 3723,Dessau Hbf (an 14:53),3
13:20,RE 73774,Brandenburg Hbf (an 14:19),3
13:40,RE 73769,Frankfurt(Oder) (an 14:43),1
13:49 (+3),RE 3720,Berlin Ostbahnhof (an 13:56),1
13:57 (+1),RE 73734,Magdeburg Hbf (an 15:50),3
14:02 (+2),RE 73729,Frankfurt(Oder) (an 15:18),1
14:12,RE 3725,Dessau Hbf (an 15:53),3
14:20,RE 73776,Brandenburg Hbf (an 15:19),3
