Ankunft,Zugnr.,von (Abfahrt),Gleis
00:14 (+8),RE 73749,Magdeburg Hbf (ab 22:07),1
04:20,RB 18301,Eberswalde Hbf (ab 03:35),13
04:39,RB 18300,Wünsdorf-Waldstadt (ab 03:43),14
05:30,RE 73753,Brandenburg Hbf (ab 04:17),1
06:39,RB 18304,Wünsdorf-Waldstadt (ab 05:43),14
08:04,RE 73764,Frankfurt(Oder) (ab 07:11),2
08:42,RE 73724,Frankfurt(Oder) (ab 07:41),2
08:51,RE 73759,Brandenburg Hbf (ab 07:44),1
09:05,RE 73766,Frankfurt(Oder) (ab 08:11),2
09:14,RE 73719,Magdeburg Hbf (ab 07:12),1
09:39,RB 18310,Blankenfelde(Teltow-Fläming) (ab 09:09),14
09:42 (+1),RE 73726,Frankfurt(Oder) (ab 08:38),2
09:51,RE 73761,Brandenburg Hbf (ab 08:44),1
10:05,RE 73768,Frankfurt(Oder) (ab 09:08),2
10:14 (+2),RE 73721,Magdeburg Hbf (ab 08:12),1
10:42,RE 73728,Frankfurt(Oder) (ab 09:38),2
10:51,RE 73763,Brandenburg Hbf (ab 09:44),1
11:05,RE 73770,Frankfurt(Oder) (ab 10:08),2
11:14,RE 73723,Magdeburg Hbf (ab 09:12),1
11:42 (+1),RE 73730,Frankfurt(Oder) (ab 10:38),2
11:44,RB 18215,Berlin-Lichtenberg (ab 11:41),13
11:51,RE 73765,Brandenburg Hbf (ab 10:44),1
12:14 (+3),RE 73725,Magdeburg Hbf (ab 10:12),1
12:16,RB 18214,Ludwigsfelde (ab 11:38),14
12:44,RB 18217,Berlin-Lichtenberg (ab 12:41),13
12:51,RE 73767,Brandenburg Hbf (ab 11:44),1
13:14 (+7),RE 73727,Magdeburg Hbf (ab 11:12),1
13:39,RB 18318,Blankenfelde(Teltow-Fläming) (ab 13:09),14
14:16,RB 18218,Ludwigsfelde (ab 13:38),14
14:39,RB 18320,Blankenfelde(Teltow-Fläming) (ab 14:09),14
14:42 (+1),RE 73736,Frankfurt(Oder) (ab 13:38),2
15:05,RE 73778,Frankfurt(Oder) (ab 14:08),2
15:42,RE 73738,Frankfurt(Oder) (ab 14:38),2
15:51,RE 73773,Brandenburg Hbf (ab 14:44),1
16:14 (+2),RE 73733,Magdeburg Hbf (ab 14:12),1
17:14 (+12),RE 73735,Magdeburg Hbf (ab 15:12),1
18:18 (+15),RE 3129,Cottbus Hbf (ab 17:03),2
18:40,RE 3128,Hennigsdorf(b Berlin) (ab 17:35),1
18:42 (+2),RE 73744,Frankfurt(Oder) (ab 17:38),2
18:56 (+14),RE 3735,Senftenberg (ab 17:14),2
19:00 (+8),RE 3730,Dessau Hbf (ab 17:05),1
19:05,RE 73786,Frankfurt(Oder) (ab 18:08),2
19:18 (+2),RE 3131,Cottbus Hbf (ab 18:03),2
19:40,RE 3130,Hennigsdorf(b Berlin) (ab 18:35),1
19:51,RE 73781,Brandenburg Hbf (ab 18:44),1
19:56,RE 3737,Senftenberg (ab 18:14),2
20:00 (+6),RE 3732,Dessau Hbf (ab 18:05),1
20:14 (+1),RE 73741,Magdeburg Hbf (ab 18:12),1
20:18,RE 3133,Cottbus Hbf (ab 19:03),2
20:40 (+27),RE 3132,Hennigsdorf(b Berlin) (ab 19:35),1
20:42,RE 73748,Frankfurt(Oder) (ab 19:42),2
20:56,RE 3739,Senftenberg (ab 19:14),2
21:00,RE 3734,Dessau Hbf (ab 19:05),1
21:01,RB 61132,Templin Stadt (ab 19:33),8
21:14 (+5),RE 73743,Magdeburg Hbf (ab 19:12),1
21:18 (+19),RE 3135,Rudersberg-Oberndorf (ab 08:49),2
21:40,RE 3134,Hennigsdorf(b Berlin) (ab 20:35),1
21:51,RE 73785,Brandenburg Hbf (ab 20:44),1
21:59,RE 3741,Senftenberg (ab 20:14),2
22:00,RE 3736,Dessau Hbf (ab 20:05),1
22:14,RE 73745,Magdeburg Hbf (ab 20:12),1
22:18 (+7),RE 3137,Cottbus Hbf (ab 21:03),2
22:36,RE 73792,Frankfurt(Oder) (ab 21:32),2
23:08,RE 3136,Berlin-Charlottenburg (ab 22:43),1
23:14,RE 73747,Magdeburg Hbf (ab 21:07),1
23:17,RE 3139,Cottbus Hbf (ab 22:00),2
23:58,RB 21962,Flughafen BER (ab 23:42),2
