Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:23,00:23,RE 60912,Berlin Hbf (an 00:36),
00:23,00:23,RE 62038,Berlin Hbf (an 00:36),5
00:29 (+81),01:50,ICE 947,Berlin Ostbahnhof (an 00:53),6
01:14 (+1),01:15,ICE 1707,Berlin Ostbahnhof (an 01:40),6
01:41 (+2),01:43,ICE 274,Berlin Ostbahnhof (an 02:07),6
02:22 (+65),03:27,ICE 2887,Berlin Ostbahnhof (an 02:57),5
02:22 Ausfall,--:--,ICE 647,Berlin Ostbahnhof (an 02:57),5
02:36,02:36,RB 62089,Berlin Hbf (an 02:47),5
04:30,04:30,RB 93241,Werder(Havel) (an 05:27),
04:33 (+16),04:49,ICE 646,Köln Hbf (an 09:33),4
04:35,04:35,RE 62040,Elsterwerda (an 06:29),5
04:46,04:46,ICE 277,Chur (an 14:22),3
04:48,04:48,ICE 1706,Hamburg Hbf (an 07:11),4
04:54 (+2),04:56,RE 3144,Herzberg(Elster) (an 06:31),6
04:55 (+10),05:05,RE 3101,Hennigsdorf(b Berlin) (an 05:23),3
05:06 (+1),05:07,RE 3145,Stendal Hbf (an 06:13),4
05:06,05:06,RE 4,Dortmund Hbf (an 23:50),
05:07,05:07,RE 2,Lübben(Spreewald) (an 06:25),
05:07,05:07,RE 3102,Cottbus Hbf (an 06:56),5
05:22,05:22,RE 62000,Elsterwerda (an 07:15),5
05:28,05:28,RB 18240,Berlin Gesundbrunnen (an 05:40),5
05:30,05:30,RB 93243,Werder(Havel) (an 06:17),
05:40,05:40,RE 62003,Elstal (an 05:53),3
05:45 (+1),05:46,ICE 946,Köln Hbf (an 10:35),3
05:54 (+12),06:06,RE 3164,Jüterbog (an 06:54),6
05:56,05:56,RE 3103,Hennigsdorf(b Berlin) (an 06:23),3
05:57,05:57,ICE 608,Hamburg Hbf (an 08:15),4
06:01 (+12),06:13,RB 62051,Rangsdorf (an 06:38),6
06:06 (+2),06:08,RE 3167,Stendal Hbf (an 07:13),4
06:07,06:07,RE 3104,Cottbus Hbf (an 07:57),6
06:11,06:11,ICE 240,Amsterdam Centraal (an 11:59),3
06:22 (+1),06:23,RE 62002,Elsterwerda (an 08:31),5
06:28,06:28,RB 18242,Berlin Gesundbrunnen (an 06:40),5
06:30,06:30,ICE 1272,Frankfurt(M) Flughafen Fernbahnhof (an 23:46),6
06:37 (+1),06:38,RE 62005,Elstal (an 06:49),3
06:46,06:46,ICE 279,Interlaken Ost (an 15:59),4
06:48,06:48,ICE 1604,Berlin Gesundbrunnen (an 10:31),
06:48,06:48,ICE 1704,Hamburg Hbf (an 09:18),3
06:54 (+2),06:56,RE 3146,Herzberg(Elster) (an 08:31),6
06:54,06:54,RE 93046,Berlin Hbf (an 07:06),
06:56,06:56,RE 3105,Hennigsdorf(b Berlin) (an 07:23),3
07:01,07:01,RB 62053,Rangsdorf (an 07:38),6
07:06 (+1),07:07,RE 3147,Rathenow (an 07:52),4
07:07,07:07,RE 3106,Cottbus Hbf (an 08:56),6
07:17 (+15),07:32,ICE 1605,München Hbf (an 23:43),
07:22,07:22,RE 62004,Elsterwerda (an 09:14),5
07:30 (+3),07:33,RB 18244,Berlin Gesundbrunnen (an 07:48),5
07:33 (+4),07:37,ICE 649,Berlin Ostbahnhof (an 08:03),6
07:41,07:41,RE 62007,Elstal (an 07:53),3
07:46,07:46,ICE 944,Köln Hbf (an 12:33),4
07:49,07:49,ICE 606,Hamburg-Altona (an 10:24),4
07:54 (+9),08:03,RE 3166,Jüterbog (an 08:54),6
07:56 (+4),08:00,RE 3107,Hennigsdorf(b Berlin) (an 08:23),3
07:59 (+3),08:02,ICE 851,Berlin Ostbahnhof (an 08:28),5
08:01 (+5),08:06,RB 62055,Berlin Südkreuz (an 08:21),6
08:06 (+18),08:24,RE 3169,Stendal Hbf (an 09:30),4
08:07 (+3),08:10,ICE 505,München Hbf (an 13:08),5
08:07,08:07,RE 3108,Cottbus Hbf (an 09:55),6
08:12 (+2),08:14,ICE 1137,Saarbrücken Hbf (an 14:17),
08:21,08:21,DRF 1320,Köln Hbf (an 13:41),3
08:21 (+3),08:24,FLX 1320,Köln Hbf (an 13:41),3
08:22 (+1),08:23,RE 62006,Elsterwerda (an 10:31),5
08:27 (+2),08:29,RB 18246,Berlin Gesundbrunnen (an 08:40),6
08:37,08:37,RE 62009,Elstal (an 08:49),3
08:42 (+2),08:44,ICE 1702,Hamburg Hbf (an 11:12),3
08:42,08:42,ICE 2808,Hamburg Hbf (an 11:12),3
08:42,08:42,ICE 2818,Celle (an 19:27),3
08:46,08:46,ICE 371,Basel SBB (an 15:48),4
08:54 (+17),09:11,RE 3148,Thyrow (an 09:35),6
08:56,08:56,RE 3109,Hennigsdorf(b Berlin) (an 09:23),3
09:01 (+20),09:21,RB 62057,Berlin Südkreuz (an 09:21),6
09:06 (+15),09:21,ICE 541,Berlin Ostbahnhof (an 09:41),5
09:06 (+2),09:08,RE 3149,Rathenow (an 09:54),4
09:07 (+19),09:26,RE 3110,Cottbus Hbf (an 10:55),6
09:17 (+10),09:27,ICE 1901,Berlin Hbf (an 09:34),6
09:22,09:22,RE 62008,Baruth(Mark) (an 10:36),5
09:25 (+2),09:27,ICE 676,Berlin Ostbahnhof (an 09:51),6
09:28 (+20),09:48,RB 18248,Berlin Gesundbrunnen (an 09:40),5
09:43 (+1),09:44,RE 62011,Elstal (an 09:55),3
09:46 (+1),09:47,ICE 942,Köln Hbf (an 14:32),4
09:47 (+6),09:53,ICE 741,Berlin Hbf (an 10:01),6
09:48,09:48,ICE 604,Hamburg-Altona (an 12:24),4
09:54 (+6),10:00,RE 3168,Thyrow (an 10:33),6
10:00 (+4),10:04,RB 62059,Berlin Südkreuz (an 10:22),6
10:05,10:05,RE 3112,Cottbus Hbf (an 11:55),6
