Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:08,00:08,RB 62086,Berlin-Spandau (an 00:35),8
00:12,00:12,RE 3360,Schwedt(Oder) (an 01:55),7
00:12 (+4),00:16,RE 3366,Angermünde (an 01:26),7
00:15,00:15,RB 21964,Berlin Hbf (an 00:23),
00:24 (+36),01:00,ICE 592,Berlin Hbf (an 00:30),6
00:30 (+18),00:48,ICE 700,Berlin Gesundbrunnen (an 00:43),6
00:31,00:31,FEX,Berlin Ostbahnhof (an 02:42),
00:31,00:31,RB 21966,Berlin Hbf (an 00:39),
00:51,00:51,RE 3,Stralsund Hbf (an 22:49),
00:51,00:51,RE 3363,Halle(Saale)Hbf (an 03:12),4
01:01,01:01,RB 21967,Naumburg(Saale)Hbf (an 12:50),3
01:53,01:53,RE 3362,Eberswalde Hbf (an 02:48),6
04:29,04:29,ICE 1706,Hamburg Hbf (an 07:11),7
04:45,04:45,RB 21808,Berlin Hbf (an 04:53),
04:55,04:55,RE 62040,Elsterwerda (an 06:29),
05:00,05:00,RB 56801,Schwerin Hbf (an 07:48),7
05:00,05:00,RE 21810,Berlin Hbf (an 05:08),
05:00,05:00,RE 56801,Schwerin Hbf (an 07:48),
05:10,05:10,RE 3302,Stralsund Hbf (an 08:45),6
05:15,05:15,RE 21812,Berlin Hbf (an 05:23),
05:17,05:17,RE 3144,Herzberg(Elster) (an 06:31),4
05:31,05:31,ICE 2800,Hamburg Hbf (an 10:57),6
05:31,05:31,ICE 608,Hamburg Hbf (an 08:15),6
05:31,05:31,RB 21814,Berlin Hbf (an 05:39),
05:34,05:34,RE 3504,Stralsund Hbf (an 08:51),4
05:35,05:35,ICE 2839,Frankfurt(Main)Hbf (an 09:44),
05:35 (+1),05:36,ICE 593,München Hbf (an 13:15),5
05:38,05:38,RB 62050,Berlin-Spandau (an 05:59),
05:42,05:42,ICE 1501,München Hbf (an 09:41),5
05:44,05:44,RE 3167,Stendal Hbf (an 07:13),7
05:45,05:45,RB 18501,Berlin Hbf (an 05:53),
05:50,05:50,ICE 240,Amsterdam Centraal (an 11:59),7
05:51,05:51,RE 62000,Baruth(Mark) (an 06:36),3
05:58 (+2),06:00,ICE 701,München Hbf (an 10:42),5
06:00,06:00,RE 21818,Berlin Hbf (an 06:08),
06:07,06:07,RE 62005,Berlin-Spandau (an 06:35),8
06:10,06:10,RB 18500,Lübbenau(Spreewald) (an 07:18),3
06:12,06:12,RE 3342,Angermünde (an 07:23),6
06:15,06:15,RE 21820,Berlin Hbf (an 06:23),8
06:19,06:19,RJ 251,Villach Hbf (an 18:27),4
06:19,06:19,RJX 251,Villach Hbf (an 18:27),4
06:26,06:26,ICE 904,Berlin Gesundbrunnen (an 06:37),6
06:31,06:31,RE 21822,Berlin Hbf (an 06:39),8
06:34,06:34,RE 4352,Rostock Hbf (an 09:21),4
06:35 (+2),06:37,ICE 503,München Hbf (an 11:07),5
06:38,06:38,RB 62052,Berlin-Spandau (an 06:59),
06:42,06:42,ICE 1003,München Hbf (an 10:45),5
06:43,06:43,RE 3147,Berlin-Spandau (an 07:04),6
06:45 (+8),06:53,RB 18503,Berlin Hbf (an 06:53),
06:45,06:45,RE 18503,Berlin Hbf (an 06:53),8
06:49,06:49,ICE 938,Ostseebad Binz (an 10:33),7
06:49,06:49,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),4
06:54,06:54,RE 62002,Elsterwerda (an 08:31),3
07:00,07:00,RE 21826,Berlin Hbf (an 07:08),8
07:06,07:06,RE 62007,Berlin-Spandau (an 07:39),
07:10,07:10,RB 18502,Lübbenau(Spreewald) (an 08:15),
07:10,07:10,RE 3,Dresden-Neustadt (an 22:35),
07:10 (+3),07:13,RE 3304,Stralsund Hbf (an 10:44),6
07:13,07:13,ICE 9590,Paris Est (an 14:51),5
07:15,07:15,RE 21828,Berlin Hbf (an 07:23),
07:16 (+18),07:34,IC 60409,Berlin Hbf (an 07:22),7
07:16 (+18),07:34,NJ 409,Berlin Hbf (an 07:22),7
07:24,07:24,ICE 606,Hamburg-Altona (an 10:24),6
07:26,07:26,IC 2274,Rostock Hbf (an 09:37),7
07:31,07:31,RE 21830,Berlin Hbf (an 07:39),8
07:34,07:34,RE 3506,St. Gallen(CH) (an 23:34),
07:35 (+5),07:40,ICE 595,München Hbf (an 15:14),5
07:36 (+28),08:04,EN 40476,Berlin Hbf (an 07:41),8
07:36 (+28),08:04,NJ 456,Berlin Hbf (an 07:41),8
07:37,07:37,RJ 171,Praha hl.n. (an 11:25),3
07:39,07:39,RB 62054,Berlin-Spandau (an 07:59),
07:42 (+11),07:53,ICE 1503,München Hbf (an 11:43),5
07:44 (+1),07:45,RE 3169,Stendal Hbf (an 09:30),6
07:45,07:45,RB 18505,Berlin Hbf (an 07:53),8
07:45,07:45,RE 18505,Berlin Hbf (an 07:53),8
07:50,07:50,ICE 148,Amsterdam Centraal (an 14:00),7
07:54,07:54,DRF 1320,Köln Hbf (an 13:41),7
07:54 (+2),07:56,FLX 1320,Köln Hbf (an 13:41),6
08:00,08:00,ICE 703,München Hbf (an 12:42),5
08:00,08:00,RB 21834,Berlin Hbf (an 08:09),
08:04 (+4),08:08,FLX 1235,Stuttgart Hbf (an 13:46),4
08:07,08:07,RE 62009,Berlin-Spandau (an 08:35),8
08:10,08:10,RB 18504,Lübbenau(Spreewald) (an 09:15),3
08:12 (+1),08:13,RE 3344,Angermünde (an 09:23),6
08:15,08:15,RE 21836,Berlin Hbf (an 08:23),8
08:31,08:31,RE 21838,Berlin Hbf (an 08:39),8
08:34,08:34,RE 4354,Rostock Hbf (an 11:21),4
08:35 (+45),09:20,ICE 505,München Hbf (an 13:08),5
08:36,08:36,IC 2173,Wien Franz-Josefs-Bahnhof (an 16:27),3
08:38,08:38,RB 62056,Berlin-Spandau (an 08:59),
08:42 (+2),08:44,ICE 1005,München Hbf (an 12:46),5
08:42,08:42,ice 1005,München Hbf (an 12:46),5
08:43,08:43,RE 3149,Berlin-Spandau (an 09:04),6
08:45,08:45,RB 18507,Berlin Hbf (an 08:53),
08:45,08:45,RE 18507,Berlin Hbf (an 08:53),8
08:49,08:49,ICE 936,Ostseebad Binz (an 12:29),6
08:49,08:49,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),4
08:54,08:54,RE 62006,Elsterwerda (an 10:31),
09:00,09:00,RB 21842,Berlin Hbf (an 09:08),
09:06,09:06,RE 62011,Elstal (an 09:55),8
09:10,09:10,RB 18506,Lübbenau(Spreewald) (an 10:15),3
09:10 (+4),09:14,RE 3306,Stralsund Hbf (an 12:44),
09:13,09:13,ICE 837,Frankfurt(Main)Hbf (an 12:56),
09:15,09:15,RE 21844,Berlin Hbf (an 09:23),
09:17,09:17,ICE 1104,Berlin Gesundbrunnen (an 09:31),7
09:24,09:24,ICE 604,Hamburg-Altona (an 12:24),6
09:26 (+1),09:27,IC 2272,Rostock Hbf (an 11:37),7
09:31,09:31,RE 21846,Berlin Hbf (an 09:39),
09:34,09:34,RE 3508,Stralsund Hbf (an 12:51),4
09:35,09:35,ICE 597,München Hbf (an 17:16),5
09:37,09:37,RJ 173,Praha hl.n. (an 13:25),3
09:38,09:38,RB 62058,Berlin-Spandau (an 09:59),
09:42,09:42,ICE 1505,München Hbf (an 13:43),5
09:44,09:44,RE 3171,Stendal Hbf (an 11:30),6
09:45,09:45,RB 18509,Berlin Hbf (an 09:53),
09:45,09:45,RE 18509,Berlin Hbf (an 09:53),8
09:51,09:51,RE 62008,Baruth(Mark) (an 10:36),3
