Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:04,00:04,ICE 947,Köln Hbf (ab 19:29),5
00:26,00:26,RE 62038,Wismar (ab 21:21),6
01:03,01:03,RE 3165,Berlin Hbf (ab 00:53),
01:58 (+10),02:08,ICE 647,Köln Hbf (ab 21:26),5
02:34,02:34,RB 62089,Nauen (ab 02:11),5
03:08,03:08,RB 10,Berlin Hbf (ab 02:57),
03:08,03:08,RE 62090,Berlin Hbf (ab 02:57),
04:16 (+5),04:21,RB 18241,Berlin Gesundbrunnen (ab 04:02),4
04:27,04:27,RE 62040,Nauen (ab 04:03),6
04:33,04:33,RE 62001,Berlin Hbf (ab 04:22),3
04:33,04:33,RE 8,Paulinenaue (ab 00:08),
04:38 (+3),04:41,ICE 646,Berlin Südkreuz (ab 04:19),4
04:42 (+17),04:59,ICE 277,Berlin Südkreuz (ab 04:25),3
04:52,04:52,RE 3144,Rathenow (ab 04:09),6
04:53,04:53,RE 3101,Berlin Gesundbrunnen (ab 04:38),3
05:04,05:04,RE 3102,Nauen (ab 04:39),5
05:04,05:04,RE 3145,Berlin Hbf (ab 04:54),4
05:20,05:20,RE 62000,Wittenberge (ab 04:05),5
05:27,05:27,RB 18240,Potsdam Hbf (ab 04:36),5
05:27,05:27,RB 21,Niedernhausen(Taunus) (ab 00:05),
05:28,05:28,RB 18243,Berlin Gesundbrunnen (ab 05:14),4
05:35,05:35,RB 18601,Nauen (ab 05:11),
05:35,05:35,RE 62003,Baruth(Mark) (ab 04:19),4
05:35,05:35,RE 8,Achim (ab 20:30),
05:42,05:42,RE 3601,Neuruppin West (ab 04:26),
05:45 (+4),05:49,ICE 946,Berlin Südkreuz (ab 05:26),4
05:52,05:52,RE 3103,Cottbus Hbf (ab 03:54),
05:52,05:52,RE 3164,Stendal Hbf (ab 04:48),
05:52,05:52,RE 95005,Cottbus Hbf (ab 03:54),
06:04,06:04,RE 3104,Nauen (ab 05:39),
06:04,06:04,RE 3167,Jüterbog (ab 05:02),4
06:20,06:20,RE 62002,Wittenberge (ab 05:05),5
06:24,06:24,ICE 1272,Frankfurt(Main)Hbf (ab 23:35),6
06:24,06:24,ICE 240,Berlin Südkreuz (ab 06:05),3
06:27,06:27,RB 18242,Potsdam Hbf (ab 05:36),5
06:28,06:28,RB 18245,Berlin-Charlottenburg (ab 06:22),4
06:35,06:35,RB 18603,Nauen (ab 06:11),5
06:35,06:35,RE 62005,Elsterwerda (ab 04:29),3
06:43 (+4),06:47,ICE 279,Berlin Südkreuz (ab 06:20),4
06:43,06:43,RE 3603,Wittstock(Dosse) (ab 04:52),
06:43 (+2),06:45,RE 3605,Wittstock(Dosse) (ab 04:52),5
06:52,06:52,RE 3146,Stendal Hbf (ab 05:48),6
06:52,06:52,RE 4,Berlin Jungfernheide (ab 05:00),
06:54 (+1),06:55,RE 3105,Cottbus Hbf (ab 04:57),3
07:04,07:04,RE 3106,Nauen (ab 06:39),5
07:04 (+11),07:15,RE 3147,Falkenberg(Elster) (ab 05:14),4
07:10,07:10,RE 3608,Berlin-Charlottenburg (ab 07:03),3
07:20,07:20,RE 62004,Wismar (ab 04:26),5
07:27,07:27,RB 18244,Potsdam Hbf (ab 06:36),5
07:28,07:28,RB 18247,Berlin-Charlottenburg (ab 07:22),4
07:31,07:31,ICE 649,Hannover Hbf (ab 05:50),6
07:31,07:31,RE 62007,Elsterwerda (ab 05:29),3
07:34,07:34,ICE 595,Berlin Südkreuz (ab 07:09),4
07:35,07:35,RB 18605,Nauen (ab 07:11),5
07:42,07:42,RE 3607,Wittenberge (ab 05:05),5
07:52,07:52,RE 3166,Stendal Hbf (ab 06:47),6
07:54,07:54,RE 3107,Cottbus Hbf (ab 06:03),3
07:57,07:57,ICE 851,Hannover Hbf (ab 06:09),5
07:57 (+13),08:10,ICE 944,Berlin Hbf (ab 07:47),4
08:04,08:04,RE 3108,Nauen (ab 07:39),5
08:04,08:04,RE 3169,Jüterbog (ab 07:02),4
08:04,08:04,RE 92408,Nauen (ab 07:39),
08:20,08:20,RE 62006,Wittenberge (ab 07:05),5
08:24,08:24,ICE 148,Berlin Südkreuz (ab 08:06),3
08:27,08:27,RB 18246,Potsdam Hbf (ab 07:36),5
08:29,08:29,DRF 1332,Berlin Südkreuz (ab 07:57),3
08:29 (+2),08:31,FLX 1332,Berlin Südkreuz (ab 07:57),3
08:35 (+6),08:41,RB 18607,Nauen (ab 08:11),5
08:35,08:35,RE 62009,Elsterwerda (ab 06:40),3
08:43 (+1),08:44,ICE 371,Berlin Hbf (ab 08:31),4
08:43 (+7),08:50,RE 3609,Wittenberge (ab 06:05),5
08:48,08:48,DRF 1320,Dresden Hbf (ab 06:53),3
08:48 (+14),09:02,FLX 1320,Dresden Hbf (ab 06:53),4
08:52 (+7),08:59,RE 3148,Rathenow (ab 08:05),6
08:54,08:54,RE 3109,Cottbus Hbf (ab 07:04),3
09:04,09:04,RE 3110,Nauen (ab 08:39),5
09:04,09:04,RE 3149,Falkenberg(Elster) (ab 07:18),4
09:10,09:10,RE 3612,Berlin-Charlottenburg (ab 09:03),3
09:16,09:16,ICE 676,Kassel-Wilhelmshöhe (ab 06:45),6
09:20,09:20,RB 18608,Berlin-Charlottenburg (ab 09:09),4
09:20,09:20,RE 62008,Wismar (ab 06:21),5
09:24 (+9),09:33,FLX 1239,Hamburg Hbf (ab 07:39),6
09:27,09:27,RB 18248,Potsdam Hbf (ab 08:36),5
09:28,09:28,RB 18251,Berlin-Charlottenburg (ab 09:22),4
09:31 (+3),09:34,ICE 741,Münster(Westf)Hbf (ab 06:24),6
09:31 (+7),09:38,RE 62011,Elsterwerda (ab 07:29),3
09:34,09:34,ICE 2817,Berlin Südkreuz (ab 09:09),
09:34,09:34,ICE 597,Berlin Südkreuz (ab 09:09),4
09:35 (+7),09:42,RB 18609,Nauen (ab 09:10),5
09:42 (+6),09:48,RE 3611,Wittenberge (ab 07:05),5
09:52 (+2),09:54,RE 3168,Stendal Hbf (ab 08:47),6
09:54,09:54,RE 3111,Cottbus Hbf (ab 08:04),3
09:58 (+2),10:00,ICE 942,Berlin Hbf (ab 09:47),4
10:04 (+1),10:05,RE 3112,Nauen (ab 09:39),5
10:04 (+9),10:13,RE 3171,Jüterbog (ab 09:02),4
10:13,10:13,RE 3614,Berlin Charlottenburg (ab 10:02),3
10:20,10:20,RB 18610,Berlin-Charlottenburg (ab 10:09),4
10:20,10:20,RE 62010,Wittenberge (ab 09:05),5
10:22 (+11),10:33,ICE 996,Kassel-Wilhelmshöhe (ab 07:49),6
10:24 (+15),10:39,ICE 146,Berlin Südkreuz (ab 10:06),3
10:27,10:27,RB 18250,Potsdam Hbf (ab 09:36),5
10:29,10:29,DRF 1234,Leipzig Hbf (ab 08:45),3
