Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:22,00:22,RE 3319,Bernau(b Berlin) (ab 00:08),6
00:26,00:26,RE 3360,Lutherstadt Wittenberg Hbf (ab 22:52),
00:26 (+84),01:50,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:52),
00:33 (+151),03:04,ICE 1500,München Hbf (ab 20:23),
00:44,00:44,RE 3141,Rudersberg-Oberndorf (ab 10:19),
01:03 (+8),01:11,RE 3742,Baitz (ab 00:04),8
04:37,04:37,RE 3369,Eberswalde Hbf (ab 04:03),
04:51,04:51,RE 4350,Berlin Hbf (ab 04:46),9
05:03,05:03,RE 4351,Neustrelitz Hbf (ab 03:49),
05:19,05:19,RE 3102,Nauen (ab 04:39),10
05:22,05:22,RE 3341,Schwedt(Oder) (ab 04:04),6
05:27,05:27,RE 3302,Jüterbog (ab 04:22),9
05:33 (+1),05:34,RE 3103,Cottbus Hbf (ab 04:00),7
05:46,05:46,RE 3377,Angermünde (ab 04:55),
05:51,05:51,RE 3504,Flughafen BER (ab 05:16),10
06:03,06:03,RE 3503,Neubrandenburg (ab 04:27),6
06:18 (+1),06:19,RE 3104,Nauen (ab 05:39),10
06:22,06:22,RE 3301,Pasewalk (ab 04:44),6
06:28,06:28,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),10
06:35,06:35,RB 61080,Klosterfelde (ab 06:02),
06:36,06:36,RE 3105,Cottbus Hbf (ab 04:57),7
06:37,06:37,EC 430,Przemyśl Główny (ab 18:54),8
06:37 (+26),07:03,ICE 904,München Hbf (ab 23:12),10
06:51,06:51,RE 4352,Flughafen BER (ab 06:16),10
06:57,06:57,RE 3331,Angermünde (ab 06:01),8
06:58 Ausfall,--:--,ICE 1272,Frankfurt(Main)Hbf (ab 23:35),10
07:03 (+2),07:05,RE 4353,Rostock Hbf (ab 04:34),6
07:18,07:18,RE 3106,Nauen (ab 06:39),10
07:21,07:21,RE 3343,Schwedt(Oder) (ab 06:04),6
07:28 (+2),07:30,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),9
07:31,07:31,D 10301,Stockholm Central (ab 16:25),
07:31 (+3),07:34,D 301,Malmö Central (ab 21:55),8
07:38,07:38,RE 3107,Cottbus Hbf (ab 06:03),7
07:44,07:44,NEB 61082,Wandlitzsee (ab 07:18),
07:44 (+2),07:46,RB 61082,Wandlitzsee (ab 07:18),9
07:51,07:51,RE 3506,Flughafen BER (ab 07:16),10
07:58,07:58,RE 3335,Angermünde (ab 07:10),8
08:03 (+3),08:06,RE 3505,Stralsund Hbf (ab 05:02),6
08:22 (+87),09:49,ICE 2839,Hamburg Dammtor (ab 11:06),5
08:22,08:22,RE 3303,Stralsund Hbf (ab 05:10),6
08:23,08:23,RE 3108,Nauen (ab 07:39),10
08:27,08:27,RE 3344,Lutherstadt Wittenberg Hbf (ab 06:53),8
08:36,08:36,RE 3109,Cottbus Hbf (ab 07:04),7
08:44,08:44,ICE 806,Erfurt Hbf (ab 06:30),8
08:51,08:51,RE 4354,Flughafen BER (ab 08:16),10
08:56 (+15),09:11,EN 345,Stockholm Central (ab 17:28),10
08:59 (+153),11:32,EN 13405,Padborg st (ab 04:30),10
09:00,09:00,ES 475,Paris Nord (ab 17:05),8
09:02 (+6),09:08,ICE 936,Eisenach Hbf (ab 06:17),7
09:03 (+11),09:14,RE 4355,Rostock Hbf (ab 06:34),6
09:19,09:19,RE 3110,Nauen (ab 08:39),8
09:21 (+5),09:26,RE 3345,Schwedt(Oder) (ab 08:04),6
09:28,09:28,RE 3306,Luckenwalde (ab 08:35),9
09:31 (+22),09:53,ICE 1104,München Hbf (ab 05:17),8
09:36 (+1),09:37,RE 3111,Cottbus Hbf (ab 08:04),7
09:51,09:51,RE 3508,Flughafen BER (ab 09:16),9
10:02 (+5),10:07,RE 3507,Stralsund Hbf (ab 07:02),6
