Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:04,RE 90218,Cottbus Hbf (an 01:40),
00:11,RE 73826,Berlin Hbf (an 00:21),
00:43,RB 94796,Berlin Hbf (an 00:53),
01:04,RE 2,Dresden Hbf (an 08:33),
01:04,RE 3140,Cottbus Hbf (an 02:40),
01:38,RB 94752,Berlin Gesundbrunnen (an 01:50),
01:38,RE 73752,Berlin-Wannsee (an 03:10),
01:56,RE 1,Magdeburg Hbf (an 21:50),
01:56,RE 94754,Berlin Hbf (an 03:05),
02:18,RE 3701,Berlin-Wannsee (an 02:49),
02:18,RE 3703,Berlin-Wannsee (an 02:48),
04:51,RE 94716,Berlin-Wannsee (an 05:21),
05:08 (+8),ICE 946,Köln Hbf (an 10:35),6
05:12,RE 1,Bruchsal (an 07:32),
05:12,RE 94758,Potsdam Hbf (an 05:51),
05:25,RE 3103,Berlin-Spandau (an 05:54),
05:25,RE 92303,Berlin-Spandau (an 05:54),
05:38,RE 2,Bingen(Rhein) Hbf (an 22:11),
05:38,RE 3102,Cottbus Hbf (an 06:56),1
05:49,RE 94718,Berlin-Wannsee (an 06:20),7
05:56,ICE 240,Amsterdam Centraal (an 11:59),
05:57,RE 3704,Lübbenau(Spreewald) (an 07:03),
05:57,RE 95111,Lübbenau(Spreewald) (an 07:03),
06:11,RE 94713,Erkner (an 06:31),
06:12,RE 94760,Potsdam Hbf (an 06:51),
06:21 (+1),ICE 644,Köln Hbf (an 11:32),6
06:25,RE 3105,Berlin-Spandau (an 06:54),
06:27 Ausfall,ES 453,Praha hl.n. (an 10:51),2
06:31,IC 2432,Norddeich Mole (an 14:20),
06:38,RE 3104,Cottbus Hbf (an 07:57),1
06:42 Ausfall,ICE 1548,Köln Hbf (an 12:13),3
06:49,RE 92078,Berlin-Wannsee (an 07:20),
06:49,RE 94720,Berlin-Wannsee (an 07:20),
07:04,RE 3711,Dessau Hbf (an 08:53),7
07:06,ICE 2595,Frankfurt(Main)Hbf (an 12:12),
07:11,RE 94715,Erkner (an 07:31),
07:12,RE 75851,Potsdam Hbf (an 07:51),
07:12,RE 94762,Potsdam Hbf (an 07:51),
07:19 (+12),ICE 944,Köln Hbf (an 12:33),6
07:25,RE 3107,Hennigsdorf(b Berlin) (an 08:23),7
07:38,RE 3106,Cottbus Hbf (an 08:56),1
07:49,RE 33682,Berlin-Wannsee (an 08:20),
07:49,RE 94722,Berlin-Wannsee (an 08:20),
07:56,ICE 148,Amsterdam Centraal (an 14:01),
07:58,RE 3708,Senftenberg (an 09:41),2
07:58,RE 94008,Lübbenau(Spreewald) (an 09:03),
08:00 (+1),ICE 642,Köln Hbf (an 13:34),6
08:04,RE 3713,Dessau Hbf (an 09:53),7
08:12,RB 94764,Berlin-Wannsee (an 08:41),
08:12,RE 75853,Potsdam Hbf (an 08:51),
08:25,RE 3109,Hennigsdorf(b Berlin) (an 09:23),7
08:38,RE 3108,Cottbus Hbf (an 09:55),1
