Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
04:47,04:47,RE 62040,Nauen (ab 04:03),1
05:09,05:09,RE 62003,Baruth(Mark) (ab 04:19),4
05:14,05:14,RE 3302,Jüterbog (ab 04:22),3
05:16,05:16,RE 4351,Reuterstadt Stavenhagen (ab 20:05),2
05:34,05:34,RE 3341,Schwedt(Oder) (ab 04:04),1
05:45 (+3),05:48,RE 62000,Wittenberge (ab 04:05),1
06:11,06:11,RE 62005,Elsterwerda (ab 04:29),4
06:17,06:17,RE 3503,Neubrandenburg (ab 04:27),2
06:39,06:39,RE 4352,Berlin Südkreuz (ab 06:34),3
06:42 (+1),06:43,RE 3301,Pasewalk (ab 04:44),2
07:09 (+1),07:10,RE 62007,Elsterwerda (ab 05:29),4
07:14,07:14,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),3
07:39,07:39,RE 3506,Berlin Südkreuz (ab 07:34),3
07:45,07:45,RE 62004,Wismar (ab 04:26),1
07:47,07:47,RE 3169,Jüterbog (ab 07:02),3
08:10,08:10,RB 18504,Berlin Hbf (ab 08:07),1
08:12,08:12,RE 62009,Elsterwerda (ab 06:40),4
08:39,08:39,RE 4354,Berlin Südkreuz (ab 08:34),3
09:10,09:10,RB 18506,Berlin Hbf (ab 09:04),1
09:14,09:14,RE 3306,Luckenwalde (ab 08:35),3
09:17,09:17,RE 4355,Rostock Hbf (ab 06:34),2
09:39,09:39,RE 3508,Berlin Südkreuz (ab 09:34),3
09:45,09:45,RE 62008,Wismar (ab 06:21),1
10:10,10:10,RB 18508,Berlin Hbf (ab 10:07),1
10:11,10:11,RE 62013,Elsterwerda (ab 08:40),4
10:15 (+12),10:27,RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),3
10:16,10:16,RE 3507,Stralsund Hbf (ab 07:02),2
10:39 (+2),10:41,RE 4356,Berlin Südkreuz (ab 10:34),3
10:42 (+3),10:45,RE 3305,Stralsund Hbf (ab 07:10),2
10:47,10:47,RE 62010,Wittenberge (ab 09:05),1
11:09 (+1),11:10,RE 62015,Elsterwerda (ab 09:29),4
11:14,11:14,RE 3308,Luckenwalde (ab 10:35),3
11:16 (+1),11:17,RE 4357,Rostock Hbf (ab 08:34),2
11:19,11:19,RB 21860,Flughafen BER (ab 11:01),4
11:35,11:35,RB 21862,Flughafen BER (ab 11:16),4
11:39,11:39,RE 3510,Berlin Südkreuz (ab 11:34),3
11:44,11:44,RE 62012,Wismar (ab 08:21),1
12:10,12:10,RB 18512,Berlin Hbf (ab 12:07),1
12:11,12:11,RE 62017,Baruth(Mark) (ab 11:21),4
12:15,12:15,RB 21952,Flughafen BER (ab 22:31),3
12:39,12:39,RE 4358,Berlin Südkreuz (ab 12:34),3
12:42,12:42,RE 3307,Stralsund Hbf (ab 09:10),2
12:46,12:46,RE 3153,Falkenberg(Elster) (ab 11:18),3
12:47 (+1),12:48,RE 62014,Wittenberge (ab 11:05),1
12:49,12:49,RB 18515,Lübbenau(Spreewald) (ab 11:44),4
13:04,13:04,RB 21874,Flughafen BER (ab 12:46),4
13:09 (+1),13:10,RE 62019,Elsterwerda (ab 11:29),4
13:10,13:10,RB 18514,Berlin Hbf (ab 13:04),1
13:11 (+35),13:46,RE 3152,Rathenow (ab 12:02),2
13:14 (+5),13:19,RE 3310,Luckenwalde (ab 12:35),3
13:16,13:16,RE 4359,Rostock Hbf (ab 10:34),2
13:34,13:34,RE 3349,Schwedt(Oder) (ab 12:04),1
13:35,13:35,RB 21878,Flughafen BER (ab 13:16),4
13:39,13:39,RE 3512,Berlin Südkreuz (ab 13:34),3
13:45 (+2),13:47,RE 62016,Wismar (ab 10:21),1
13:49,13:49,RB 18517,Lübbenau(Spreewald) (ab 12:44),4
14:09,14:09,RE 3172,Stendal Hbf (ab 12:47),2
14:13,14:13,RE 62021,Baruth(Mark) (ab 13:20),4
14:15 (+1),14:16,RE 3350,Lutherstadt Wittenberg Hbf (ab 12:52),3
14:16,14:16,RE 3511,Stralsund Hbf (ab 11:02),2
14:42,14:42,RE 3309,Stralsund Hbf (ab 11:10),2
14:47,14:47,RB 62018,Wittenberge (ab 13:05),1
14:49,14:49,RB 18519,Lübbenau(Spreewald) (ab 13:44),4
15:09 (+1),15:10,RE 62023,Elsterwerda (ab 13:29),4
15:11 (+2),15:13,RE 3154,Rathenow (ab 14:02),2
15:14 (+9),15:23,RE 3312,Luckenwalde (ab 14:35),3
15:16 (+1),15:17,RE 4361,Rostock Hbf (ab 12:34),2
15:34 (+1),15:35,RE 3351,Schwedt(Oder) (ab 14:04),1
15:39,15:39,RE 3514,Berlin Südkreuz (ab 15:34),3
15:45 (+18),16:03,RE 62020,Wismar (ab 12:21),1
16:14,16:14,RE 62025,Elsterwerda (ab 14:41),4
16:15 (+1),16:16,RE 3352,Lutherstadt Wittenberg Hbf (ab 14:52),3
16:42,16:42,RE 3311,Stralsund Hbf (ab 13:10),2
16:47 (+5),16:52,RE 62022,Wittenberge (ab 15:05),1
17:09 (+2),17:11,RE 62027,Elsterwerda (ab 15:29),4
17:10,17:10,RB 18522,Berlin Hbf (ab 17:04),1
17:11 (+1),17:12,RE 3156,Rathenow (ab 16:02),2
17:14 (+1),17:15,RE 3314,Lutherstadt Wittenberg Hbf (ab 15:51),3
17:16 (+1),17:17,RE 4363,Rostock Hbf (ab 14:34),2
17:19,17:19,RB 21908,Flughafen BER (ab 17:01),4
17:34 (+1),17:35,RE 3353,Schwedt(Oder) (ab 16:04),1
17:35,17:35,RB 21910,Flughafen BER (ab 17:16),4
17:40,17:40,RE 21915,Berlin Hbf (ab 17:37),1
17:40 (+1),17:41,RE 3516,Berlin Südkreuz (ab 17:36),3
17:45 (+1),17:46,RE 62024,Wismar (ab 14:21),1
17:49,17:49,RB 18525,Lübbenau(Spreewald) (ab 16:44),4
17:49 (+31),18:20,RE 3179,Jüterbog (ab 17:02),3
17:55,17:55,RE 21917,Berlin Hbf (ab 17:52),1
18:04,18:04,RB 21914,Flughafen BER (ab 17:46),4
18:13 (+2),18:15,RE 62029,Elsterwerda (ab 16:41),4
18:15 (+11),18:26,RE 3354,Lutherstadt Wittenberg Hbf (ab 16:52),3
18:16,18:16,RE 3515,Stralsund Hbf (ab 15:02),2
18:39 (+4),18:43,RE 4364,Berlin Südkreuz (ab 18:34),3
18:42,18:42,RE 3313,Stralsund Hbf (ab 15:10),2
18:47 (+2),18:49,RE 62026,Wittenberge (ab 17:05),1
19:09 (+2),19:11,RE 62031,Elsterwerda (ab 17:29),4
19:10,19:10,RB 18526,Berlin Hbf (ab 19:04),1
19:14 (+11),19:25,RE 3316,Lutherstadt Wittenberg Hbf (ab 17:51),3
19:16 (+3),19:19,RE 4365,Rostock Hbf (ab 16:34),2
19:45 (+1),19:46,RE 62028,Wismar (ab 16:21),1
20:13,20:13,RE 62033,Elsterwerda (ab 18:41),4
20:15 (+1),20:16,RE 3356,Lutherstadt Wittenberg Hbf (ab 18:52),3
20:42 (+1),20:43,RE 3315,Stralsund Hbf (ab 17:10),2
20:47,20:47,RE 62030,Wittenberge (ab 19:05),1
20:55,20:55,RB 18530,Berlin Hbf (ab 20:52),1
21:09 (+5),21:14,RE 62035,Elsterwerda (ab 19:29),4
21:14 (+41),21:55,RE 3318,Luckenwalde (ab 20:35),3
21:34,21:34,RE 3357,Schwedt(Oder) (ab 20:04),1
21:45 (+1),21:46,RE 62032,Wismar (ab 18:21),1
21:47,21:47,RE 3183,Jüterbog (ab 21:02),3
22:11 (+18),22:29,RE 62037,Baruth(Mark) (ab 21:20),4
22:15 (+2),22:17,RE 3358,Lutherstadt Wittenberg Hbf (ab 20:52),3
22:39 (+1),22:40,RE 4368,Berlin Südkreuz (ab 22:35),3
22:47 (+2),22:49,RE 62034,Wittenberge (ab 21:05),1
23:09,23:09,RE 62039,Elsterwerda (ab 21:30),4
23:45 (+7),23:52,RE 62036,Wismar (ab 20:21),1
