Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:00 (+24),00:24,ICE 809,Hamburg Hbf (ab 21:40),4
00:05,00:05,RB 62086,Baruth(Mark) (ab 23:19),8
00:08 (+44),00:52,FLX 1351,Hamburg Hbf (ab 21:33),5
00:15,00:15,ICE 1000,München Hbf (ab 19:18),7
00:29 (+30),00:59,ICE 947,Köln Hbf (ab 19:27),5
00:53 (+4),00:57,ICE 1500,München Hbf (ab 20:21),7
00:59,00:59,RB 21967,Berlin Hbf (ab 00:52),3
01:05,01:05,RJ 479,Hamburg-Altona (ab 22:35),3
01:34,01:34,RB 21800,Flughafen BER (ab 01:22),8
01:40,01:40,ICE 2592,Frankfurt(Main)Hbf (ab 20:15),7
01:51,01:51,RE 3,Dortmund Hbf (ab 08:03),
02:21 (+17),02:38,ICE 647,Köln Hbf (ab 21:26),5
04:55,04:55,RJ 478,Praha hl.n. (ab 00:33),7
05:04,05:04,RE 62003,Baruth(Mark) (ab 04:19),8
05:15,05:15,RE 3144,Rathenow (ab 04:09),4
05:32,05:32,ICE 2593,Berlin Gesundbrunnen (ab 05:17),
05:32,05:32,ICE 2867,Berlin Gesundbrunnen (ab 05:17),
05:40 (+1),05:41,ICE 1501,Berlin Gesundbrunnen (ab 05:26),5
05:49,05:49,RE 62000,Wittenberge (ab 04:05),3
05:56,05:56,ICE 2825,Berlin Hbf (ab 05:52),5
05:56,05:56,ICE 701,Berlin Hbf (ab 05:52),5
06:05,06:05,RE 62005,Elsterwerda (ab 04:29),8
06:13,06:13,RE 3164,Stendal Hbf (ab 04:48),5
06:25,06:25,ICE 904,München Hbf (ab 23:12),6
06:29,06:29,RE 4352,Flughafen BER (ab 06:16),8
06:33,06:33,ICE 503,Berlin Gesundbrunnen (ab 06:16),5
06:40,06:40,ICE 1003,Berlin Gesundbrunnen (ab 06:26),5
06:41,06:41,RE 3147,Falkenberg(Elster) (ab 05:14),6
06:47,06:47,RE 3301,Pasewalk (ab 04:44),4
06:51,06:51,RE 62002,Wittenberge (ab 05:05),3
07:04,07:04,RE 62007,Elsterwerda (ab 05:29),8
07:08,07:08,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),6
07:13,07:13,IC 60409,Zürich HB (ab 19:51),7
07:13,07:13,NJ 409,Zürich HB (ab 19:51),7
07:15,07:15,RE 3146,Stendal Hbf (ab 05:48),4
07:22 (+2),07:24,ICE 2804,München Hbf (ab 14:52),6
07:22 (+1),07:23,ICE 606,Erfurt Hbf (ab 05:25),6
07:29,07:29,RE 3506,Flughafen BER (ab 07:16),8
07:32,07:32,ICE 2865,Berlin Hbf (ab 07:27),
07:33,07:33,EN 40476,Budapest-Nyugati (ab 19:30),7
07:33,07:33,NJ 456,Graz Hbf (ab 19:21),7
07:35 (+33),08:08,RJ 387,Hamburg-Altona (ab 05:16),3
07:40 (+14),07:54,ICE 1503,Berlin Gesundbrunnen (ab 07:26),5
07:49 (+18),08:07,RE 62004,Wismar (ab 04:26),3
07:51 (+11),08:02,ICE 649,Hannover Hbf (ab 05:50),
08:05 (+14),08:19,RE 62009,Elsterwerda (ab 06:40),8
08:09 (+6),08:15,RE 3344,Lutherstadt Wittenberg Hbf (ab 06:53),
08:13 (+3),08:16,RE 3166,Stendal Hbf (ab 06:47),
08:14,08:14,RB 18504,Berlin Hbf (ab 08:07),3
08:20,08:20,RJ 870,Dresden Hbf (ab 06:42),8
08:21 (+1),08:22,ICE 851,Hannover Hbf (ab 06:09),
08:23,08:23,ICE 2802,Erfurt Hbf (ab 06:30),
08:23,08:23,ICE 806,Erfurt Hbf (ab 06:30),
08:26,08:26,DRF 1320,Dresden Hbf (ab 06:53),7
08:26 (+4),08:30,FLX 1320,Dresden Hbf (ab 06:53),7
08:29,08:29,RE 21841,Stralsund Hbf (ab 05:02),
08:29,08:29,RE 4354,Flughafen BER (ab 08:16),8
08:33 (+8),08:41,ICE 505,Hamburg-Altona (ab 06:06),5
08:40 (+20),09:00,ICE 1005,Berlin Gesundbrunnen (ab 08:26),5
08:41 (+2),08:43,RE 3149,Falkenberg(Elster) (ab 07:18),6
08:43,08:43,RB 18507,Lübbenau(Spreewald) (ab 07:44),
08:43,08:43,RE 18507,Lübbenau(Spreewald) (ab 07:44),8
08:46 (+11),08:57,ICE 936,Eisenach Hbf (ab 06:37),6
08:47,08:47,RE 3303,Stralsund Hbf (ab 05:10),4
08:51 (+8),08:59,RE 62006,Wittenberge (ab 07:05),3
08:52 (+2),08:54,ICE 698,München Hbf (ab 22:46),6
08:54 (+11),09:05,ICE 841,Hannover Hbf (ab 06:50),4
08:58,08:58,RB 21842,Flughafen BER (ab 08:46),8
09:04,09:04,RE 62011,Elsterwerda (ab 07:29),8
09:12 (+9),09:21,RE 3306,Luckenwalde (ab 08:38),6
09:13,09:13,RE 21844,Flughafen BER (ab 09:01),8
09:14,09:14,RB 18506,Berlin Hbf (ab 09:04),3
09:15 (+2),09:17,ICE 1104,München Hbf (ab 05:17),7
09:15,09:15,RE 3148,Rathenow (ab 08:05),4
09:18 (+4),09:22,ICE 541,Köln Hbf (ab 04:02),5
09:22 (+1),09:23,ICE 2818,Nürnberg Hbf (ab 05:37),6
09:22 (+1),09:23,ICE 604,Nürnberg Hbf (ab 05:37),6
09:29,09:29,RE 21849,Rostock Hbf (ab 06:34),3
09:29,09:29,RE 3508,Sargans (ab 23:38),8
09:35 (+11),09:46,RJ 173,Kiel Hbf (ab 06:16),3
09:39 (+1),09:40,RE 3345,Schwedt(Oder) (ab 08:04),4
09:40 (+6),09:46,ICE 1505,Berlin Gesundbrunnen (ab 09:26),5
09:40 (+5),09:45,ICE 2861,Berlin Gesundbrunnen (ab 09:26),5
09:42 (+3),09:45,RE 3171,Jüterbog (ab 09:02),6
09:43,09:43,RB 18509,Lübbenau(Spreewald) (ab 08:44),8
09:43 (+1),09:44,RE 18509,Lübbenau(Spreewald) (ab 08:44),8
09:47 (+6),09:53,ICE 676,Kassel-Wilhelmshöhe (ab 06:45),5
09:49 (+1),09:50,RE 62008,Wismar (ab 06:21),3
09:53 (+3),09:56,FLX 1234,Leipzig Hbf (ab 08:45),8
09:58 (+1),09:59,ICE 804,München Hbf (ab 05:05),6
09:58,09:58,RB 21850,Flughafen BER (ab 09:46),8
09:59 (+22),10:21,ICE 91,Hamburg-Altona (ab 07:23),5
10:02 (+10),10:12,FLX 1237,Hamburg Hbf (ab 07:33),4
10:05,10:05,RE 62013,Elsterwerda (ab 08:40),8
10:09 (+3),10:12,RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),6
10:13,10:13,RB 21852,Flughafen BER (ab 10:01),8
10:13 (+2),10:15,RE 3168,Stendal Hbf (ab 08:47),5
10:14,10:14,RB 18508,Berlin Hbf (ab 10:07),3
10:15 (+4),10:19,ICE 1604,München Hbf (ab 06:19),7
10:15 (+4),10:19,ICE 1714,Frankfurt(Main)Hbf (ab 17:03),
10:20 (+4),10:24,ICE 843,Köln Hbf (ab 05:26),5
10:20 (+2),10:22,RJ 384,Praha HL. N st (ab 06:31),8
10:29,10:29,RB 21854,Flughafen BER (ab 10:16),8
10:29,10:29,RB 21857,Stralsund Hbf (ab 07:02),3
10:29,10:29,RE 4356,Flughafen BER (ab 10:16),8
10:33 (+9),10:42,ICE 507,Kiel Hbf (ab 07:04),5
10:41 (+5),10:46,ICE 1007,Berlin Hbf (ab 10:37),5
10:41 (+2),10:43,RE 3151,Falkenberg(Elster) (ab 09:18),6
10:43,10:43,RB 18511,Lübbenau(Spreewald) (ab 09:44),8
10:44,10:44,RB 21859,Berlin Hbf (ab 10:37),3
10:46,10:46,ICE 934,Frankfurt(Main)Hbf (ab 06:12),6
10:47,10:47,RE 3305,Stralsund Hbf (ab 07:10),4
10:51 (+11),11:02,RE 62010,Wittenberge (ab 09:05),3
10:58,10:58,RB 21858,Flughafen BER (ab 10:46),8
10:59,10:59,RB 21861,Berlin Hbf (ab 10:52),3
11:04 (+2),11:06,RE 62015,Elsterwerda (ab 09:29),8
11:08,11:08,RE 3308,Luckenwalde (ab 10:35),6
11:10,11:10,ICE 839,Stralsund Hbf (ab 07:47),5
11:13,11:13,RB 21860,Flughafen BER (ab 11:01),8
11:14,11:14,RB 18510,Berlin Hbf (ab 11:04),3
11:15,11:15,RE 3150,Rathenow (ab 10:02),4
