Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:00 (+16),00:16,ICE 1919,Paris Nord (ab 19:22),
00:00 (+16),00:16,ICE 2819,Ronse/Renaix (ab 21:13),
00:00 (+16),00:16,ICE 809,Hamburg Hbf (ab 21:51),4
00:05,00:05,RB 62086,Baruth(Mark) (ab 23:19),
00:08 (+2),00:10,FLX 1351,Hamburg Hbf (ab 21:40),5
00:10,00:10,RE 3360,Lutherstadt Wittenberg Hbf (ab 22:52),
00:15 (+33),00:48,ICE 1500,München Hbf (ab 18:34),7
00:19 (+29),00:48,ICE 276,Brig (ab 13:45),5
00:22 (+1),00:23,ICE 592,München Hbf (ab 16:45),6
00:47,00:47,RE 3,Moosburg (Oberbayern) (ab 00:00),
00:47,00:47,RE 3363,Berlin Hbf (ab 00:40),4
01:05 (+57),02:02,RJ 2579,Hamburg-Harburg (ab 22:41),
01:05 (+64),02:09,RJ 479,Hamburg-Harburg (ab 22:41),3
01:24 (+3),01:27,ICE 947,Düsseldorf Hbf (ab 19:50),
01:24 (+3),01:27,ICE 957,Hamm(Westf)Hbf (ab 21:11),
01:26,01:26,ICE 657,Köln Hbf (ab 19:49),
01:59,01:59,RB 21969,Berlin Hbf (ab 01:52),
04:30 (+15),04:45,RJ 478,Praha hl.n. (ab 00:33),7
04:52,04:52,RE 62040,Nauen (ab 04:03),3
05:04,05:04,RE 62003,Baruth(Mark) (ab 04:19),8
05:08,05:08,RE 3302,Jüterbog (ab 04:22),6
05:14,05:14,FEX,Eberswalde Hbf (ab 04:03),
05:15,05:15,RE 3144,Rathenow (ab 04:09),4
05:23,05:23,RE 4351,Neustrelitz Hbf (ab 03:49),
05:29,05:29,FEX,Bruchsal (ab 15:51),
05:29,05:29,RB 21817,Berlin Hbf (ab 05:22),
05:32,05:32,ICE 2839,Berlin Gesundbrunnen (ab 05:16),5
05:32,05:32,ICE 593,Berlin Gesundbrunnen (ab 05:16),5
05:39,05:39,RE 3341,Schwedt(Oder) (ab 04:04),4
05:40,05:40,ICE 1501,Berlin Gesundbrunnen (ab 05:26),5
05:42,05:42,RE 3167,Jüterbog (ab 05:02),
05:43,05:43,RB 18501,Cottbus Hbf (ab 04:24),
05:49,05:49,RE 62000,Wittenberge (ab 04:05),3
06:02 (+36),06:38,ICE 1541,Wolfsthal (ab 19:59),5
06:02 (+36),06:38,ICE 2925,Landen (ab 20:15),
06:05,06:05,RE 62005,Elsterwerda (ab 04:29),8
06:09,06:09,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),6
06:13,06:13,RE 3164,Stendal Hbf (ab 04:48),
06:14,06:14,RB 18500,Berlin Hbf (ab 06:07),3
06:23,06:23,RE 3503,Neubrandenburg (ab 04:27),4
06:33,06:33,ICE 503,Berlin Gesundbrunnen (ab 06:16),5
06:40,06:40,ICE 1003,Berlin Gesundbrunnen (ab 06:26),5
06:47 (+1),06:48,RE 3301,Pasewalk (ab 04:44),4
06:51 (+2),06:53,RE 62002,Wittenberge (ab 05:05),3
07:04,07:04,RE 62007,Elsterwerda (ab 05:29),8
07:08,07:08,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),6
07:10,07:10,ICE 750,Berlin Gesundbrunnen (ab 06:56),5
07:13,07:13,IC 60409,Zürich HB (ab 19:59),7
07:13,07:13,NJ 409,Zürich HB (ab 19:59),7
07:14,07:14,RB 18502,Berlin Hbf (ab 07:07),3
07:22,07:22,ICE 2800,Erfurt Hbf (ab 05:25),6
07:22,07:22,ICE 606,Erfurt Hbf (ab 05:25),6
07:32 (+19),07:51,ICE 2585,Hamburg Hbf (ab 05:13),5
07:33,07:33,EN 40476,Budapest-Nyugati (ab 19:30),7
07:33,07:33,NJ 456,Graz Hbf (ab 19:21),7
07:35,07:35,ICE 904,München Hbf (ab 23:12),6
