Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:37 (+1),00:38,RE 3745,Senftenberg (ab 22:26),4
01:26,01:26,RE 93742,Medewitz(Mark) (ab 00:20),
04:34,04:34,RE 3702,Bad Belzig (ab 03:41),2
05:12,05:12,RE 94716,Frankfurt(Oder) (ab 03:38),
05:14,05:14,RE 3102,Hennigsdorf(b Berlin) (ab 04:33),1
05:24,05:24,RE 3707,Lübbenau(Spreewald) (ab 03:53),4
05:34 (+2),05:36,RE 3704,Dessau Hbf (ab 04:05),2
05:46,05:46,RE 3103,Cottbus Hbf (ab 04:00),4
05:47,05:47,RE 94713,Berlin-Wannsee (ab 05:39),
06:11,06:11,RE 94718,Eisenhüttenstadt (ab 04:21),
06:14,06:14,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),1
06:24,06:24,RE 3709,Senftenberg (ab 04:11),4
06:27 (+3),06:30,EC 430,Opalenica (ab 03:43),3
06:34,06:34,RE 3706,Dessau Hbf (ab 05:05),2
06:46,06:46,RE 3105,Cottbus Hbf (ab 04:57),3
06:47,06:47,RE 94715,Berlin-Wannsee (ab 06:39),
07:11,07:11,RE 94720,Frankfurt(Oder) (ab 05:42),
07:14,07:14,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),1
07:24,07:24,RE 3711,Senftenberg (ab 05:11),4
07:34,07:34,RE 3708,Dessau Hbf (ab 06:05),2
07:46,07:46,RE 3107,Cottbus Hbf (ab 06:07),3
07:47,07:47,RE 94717,Berlin-Wannsee (ab 07:39),
08:14,08:14,RE 3108,Hennigsdorf(b Berlin) (ab 07:35),1
08:24 (+5),08:29,RE 3713,Senftenberg (ab 06:14),4
08:34 (+2),08:36,RE 3710,Dessau Hbf (ab 07:05),2
08:46,08:46,RE 3109,Cottbus Hbf (ab 07:03),3
08:47,08:47,RE 94719,Berlin-Wannsee (ab 08:39),
08:59,08:59,RB 18147,Potsdam Griebnitzsee (ab 08:46),1
09:14,09:14,RE 3110,Hennigsdorf(b Berlin) (ab 08:35),1
09:24 (+2),09:26,RE 3715,Senftenberg (ab 07:14),4
09:34 (+1),09:35,RE 3712,Dessau Hbf (ab 08:05),2
09:46,09:46,RE 3111,Cottbus Hbf (ab 08:04),3
10:13 (+2),10:15,RE 3112,Hennigsdorf(b Berlin) (ab 09:35),1
10:24,10:24,RE 3717,Senftenberg (ab 08:14),4
10:32,10:32,RE 94768,Frankfurt(Oder) (ab 09:08),
10:34 (+4),10:38,RE 3714,Dessau Hbf (ab 09:05),2
10:46,10:46,RE 3113,Cottbus Hbf (ab 09:03),3
11:11,11:11,RE 94728,Frankfurt(Oder) (ab 09:38),
11:14,11:14,RE 3114,Hennigsdorf(b Berlin) (ab 10:35),1
11:24 (+9),11:33,RE 3719,Senftenberg (ab 09:14),4
11:34,11:34,RE 3716,Dessau Hbf (ab 10:05),2
11:46,11:46,RE 3115,Cottbus Hbf (ab 10:03),3
12:14 (+1),12:15,RE 3116,Hennigsdorf(b Berlin) (ab 11:35),1
12:24,12:24,RE 3721,Senftenberg (ab 10:14),4
12:25 (+17),12:42,RE 94767,Potsdam Hbf (ab 12:10),
12:34 (+3),12:37,RE 3718,Dessau Hbf (ab 11:05),2
12:46 (+1),12:47,RE 3117,Cottbus Hbf (ab 11:03),3
13:11 (+35),13:46,RE 94732,Frankfurt(Oder) (ab 11:38),
13:14 (+4),13:18,RE 3118,Hennigsdorf(b Berlin) (ab 12:35),1
13:24 (+1),13:25,RE 3723,Senftenberg (ab 11:14),4
13:34,13:34,RE 3720,Dessau Hbf (ab 12:05),2
13:46 (+20),14:06,RE 3119,Cottbus Hbf (ab 12:03),3
14:14,14:14,RE 3120,Hennigsdorf(b Berlin) (ab 13:35),1
14:24 (+7),14:31,RE 3725,Senftenberg (ab 12:14),4
14:25,14:25,RE 94771,Potsdam Hbf (ab 14:10),
14:32 (+12),14:44,RE 94776,Frankfurt(Oder) (ab 13:08),
14:34 (+8),14:42,RE 3722,Dessau Hbf (ab 13:05),2
14:46,14:46,RE 3121,Cottbus Hbf (ab 13:03),3
14:47,14:47,RE 94731,Berlin-Wannsee (ab 14:39),
14:59,14:59,RB 18159,Potsdam Griebnitzsee (ab 14:46),1
15:01,15:01,RB 18160,Berlin Ostbahnhof (ab 14:39),4
15:10,15:10,RB 73813,Brandenburg Hbf (ab 14:22),1
15:14,15:14,RE 3122,Hennigsdorf(b Berlin) (ab 14:35),1
15:24,15:24,RE 3727,Senftenberg (ab 13:14),4
15:32,15:32,RE 94778,Frankfurt(Oder) (ab 14:08),
15:34,15:34,RE 3724,Dessau Hbf (ab 14:05),2
15:46,15:46,RE 3123,Cottbus Hbf (ab 14:03),3
15:47,15:47,RE 94733,Berlin-Wannsee (ab 15:39),
15:59,15:59,RB 18161,Potsdam Griebnitzsee (ab 15:46),1
16:01,16:01,RB 18162,Berlin Ostbahnhof (ab 15:39),4
16:13,16:13,RE 3124,Hennigsdorf(b Berlin) (ab 15:35),1
16:24,16:24,RE 3729,Senftenberg (ab 14:14),4
16:34,16:34,RE 3726,Dessau Hbf (ab 15:05),2
16:46,16:46,RE 3125,Cottbus Hbf (ab 15:03),3
17:24,17:24,RE 3731,Senftenberg (ab 15:14),4
17:46,17:46,RE 3127,Cottbus Hbf (ab 16:03),3
18:24 (+13),18:37,RE 3733,Senftenberg (ab 16:14),4
18:34,18:34,RE 3730,Dessau Hbf (ab 17:05),2
18:46,18:46,RE 3129,Cottbus Hbf (ab 17:03),3
19:14,19:14,RE 3130,Hennigsdorf(b Berlin) (ab 18:35),1
19:24,19:24,RE 3735,Senftenberg (ab 17:14),4
21:24,21:24,RE 3739,Senftenberg (ab 19:14),4
21:46,21:46,RE 3135,Cottbus Hbf (ab 20:03),3
22:25,22:25,RE 94787,Potsdam Hbf (ab 22:10),
22:26,22:26,RE 3741,Senftenberg (ab 20:14),4
22:31,22:31,EC 40,Warszawa Wschodnia (ab 16:49),3
22:34,22:34,RE 3738,Medewitz(Mark) (ab 21:28),2
22:42 (+2),22:44,RE 3136,Hennigsdorf(b Berlin) (ab 22:02),2
22:47,22:47,RE 94747,Jacobsdorf(Mark) (ab 00:05),
23:04,23:04,RE 3137,Rudersberg-Oberndorf (ab 09:19),3
23:05,23:05,RB 94792,Frankfurt(Oder) (ab 21:32),
23:24,23:24,RE 3743,Berlin Ostbahnhof (ab 23:04),4
23:41,23:41,RE 3138,Hennigsdorf(b Berlin) (ab 23:00),1
23:47,23:47,RE 94749,Potsdam Hbf (ab 23:32),
