Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:25,00:25,RE 7,Neumünster (an 04:27),
00:55,00:55,RE 3140,Cottbus Hbf (an 02:40),1
01:46,01:46,RE 73752,Brandenburg Hbf (an 02:51),3
02:27,02:27,RE 3703,Berlin-Wannsee (an 02:48),
03:31,03:31,RB 21805,Flughafen BER (an 04:03),1
04:08,04:08,RB 21809,Berlin Ostbahnhof (an 04:16),
04:14,04:14,RE 73751,Frankfurt(Oder) (an 05:29),1
04:26,04:26,RB 21811,Berlin Ostbahnhof (an 04:33),
04:33,04:33,RE 73801,Frankfurt(Oder) (an 05:36),
04:35,04:35,RE 1,Homburg(Saar)Hbf (an 23:55),
04:35,04:35,RE 73756,Brandenburg Hbf (an 05:33),3
04:49,04:49,RE 3702,Senftenberg (an 06:41),1
04:59,04:59,RE 73716,Magdeburg Hbf (an 06:50),3
05:12,05:12,RE 3707,Dessau Hbf (an 06:53),3
05:19,05:19,RE 73753,Frankfurt(Oder) (an 06:35),1
05:20,05:20,RE 73758,Brandenburg Hbf (an 06:19),3
05:29,05:29,RE 2,Regensburg Hbf (an 22:38),
05:35,05:35,RE 3103,Hennigsdorf(b Berlin) (an 06:23),3
05:37,05:37,RE 3102,Cottbus Hbf (an 06:56),1
05:48,05:48,RE 3704,Senftenberg (an 07:41),1
05:57,05:57,RE 73718,Magdeburg Hbf (an 07:50),3
06:12,06:12,RE 3709,Dessau Hbf (an 07:53),3
06:18,06:18,RB 73803,Berlin Ostbahnhof (an 06:24),1
06:20,06:20,RE 73760,Brandenburg Hbf (an 07:19),3
06:35,06:35,RE 3105,Berlin-Spandau (an 06:54),
06:37,06:37,RE 3104,Cottbus Hbf (an 07:57),1
06:40,06:40,RE 73755,Frankfurt(Oder) (an 07:47),1
06:49,06:49,RE 3706,Senftenberg (an 08:41),1
06:57,06:57,RE 73720,Magdeburg Hbf (an 08:50),3
07:02,07:02,RE 73715,Frankfurt(Oder) (an 08:18),1
07:12,07:12,RE 3711,Dessau Hbf (an 08:53),3
07:20,07:20,RE 73762,Brandenburg Hbf (an 08:23),3
07:35,07:35,RE 3107,Hennigsdorf(b Berlin) (an 08:23),3
07:37,07:37,RE 3106,Cottbus Hbf (an 08:56),1
07:37,07:37,RE 73806,Berlin-Wannsee (an 07:58),
07:40,07:40,RE 73757,Frankfurt(Oder) (an 08:43),1
07:49,07:49,RE 3708,Senftenberg (an 09:41),1
07:57,07:57,RE 73722,Magdeburg Hbf (an 09:50),4
08:02,08:02,RE 73717,Frankfurt(Oder) (an 09:18),1
08:12,08:12,RE 3713,Dessau Hbf (an 09:53),4
08:18,08:18,RE 73807,Berlin Ostbahnhof (an 08:24),1
08:35,08:35,RE 3109,Hennigsdorf(b Berlin) (an 09:23),4
08:37,08:37,RE 3108,Cottbus Hbf (an 09:55),1
08:37,08:37,RE 73808,Brandenburg Hbf (an 09:33),
08:40,08:40,RE 73759,Frankfurt(Oder) (an 09:43),1
08:49,08:49,RE 3710,Senftenberg (an 10:41),1
08:57,08:57,RE 73724,Magdeburg Hbf (an 10:50),3
09:02,09:02,RE 73719,Frankfurt(Oder) (an 10:18),1
09:12,09:12,RE 3715,Dessau Hbf (an 10:53),3
09:13,09:13,RB 18147,Berlin Ostbahnhof (an 09:21),
