Ankunft,Zugnr.,von (Abfahrt),Gleis
00:03,RE 3359,Schwedt(Oder) (ab 22:11),2
00:15,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:39),3
04:49,RE 3369,Eberswalde Hbf (ab 04:03),2
05:04,RB 56801,Berlin Südkreuz (ab 05:00),3
05:11,RE 3144,Rathenow (ab 04:09),2
05:14 (+3),RE 3302,Falkenberg(Elster) (ab 03:40),3
05:16,RE 4351,Neustrelitz Hbf (ab 03:49),2
05:34,RE 3341,Schwedt(Oder) (ab 04:04),1
05:39 (+1),RE 3504,Berlin Südkreuz (ab 05:34),3
05:45,RE 62000,Elstal (ab 05:07),1
05:47,RE 3167,Jüterbog (ab 05:02),3
05:49,RB 18501,Cottbus Hbf (ab 04:24),4
06:00,RB 18500,Berlin Hbf (ab 05:58),1
06:09,RE 3164,Stendal Hbf (ab 04:48),2
06:11,RE 62005,Elsterwerda (ab 04:29),4
06:15 (+1),RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),3
06:16,RB 62051,Wustermark (ab 05:39),1
06:17,RE 3503,Neubrandenburg (ab 04:27),2
06:39,RE 4352,Berlin Südkreuz (ab 06:34),3
06:42,RE 3301,Pasewalk (ab 04:44),2
06:46,RE 3147,Falkenberg(Elster) (ab 05:14),3
06:47,RE 62002,Elstal (ab 06:07),1
06:49,RB 18503,Cottbus Hbf (ab 05:23),4
07:03,RB 18502,Berlin Hbf (ab 07:00),1
07:09,RE 62007,Elsterwerda (ab 05:29),4
07:11,RE 3146,Rathenow (ab 06:09),2
07:14 (+1),RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),3
07:16,RB 62053,Wustermark (ab 06:39),1
07:16,RE 4353,Rostock Hbf (ab 04:34),2
07:34,RE 3343,Schwedt(Oder) (ab 06:04),1
07:39,RE 3506,Berlin Südkreuz (ab 07:34),3
07:45,RE 62004,Elstal (ab 07:07),1
07:48,RE 3169,Jüterbog (ab 07:02),3
07:49,RB 18505,Cottbus Hbf (ab 06:12),4
08:03,RB 18504,Berlin Hbf (ab 08:00),1
08:09,RE 3166,Stendal Hbf (ab 06:47),2
08:11,RE 62009,Baruth(Mark) (ab 07:20),4
08:15 (+2),RE 3344,Halle(Saale)Hbf (ab 05:46),3
08:16,RB 62055,Wustermark (ab 07:39),1
08:18,RE 3505,Stralsund Hbf (ab 05:02),2
08:39,RE 4354,Berlin Südkreuz (ab 08:34),3
08:41,RB 62056,Berlin Südkreuz (ab 08:38),4
08:42,RE 3303,Stralsund Hbf (ab 05:10),2
08:46,RE 3149,Falkenberg(Elster) (ab 07:18),3
08:47,RE 62006,Elstal (ab 08:07),1
