Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:17,00:17,RB 62086,Berlin-Spandau (an 00:27),
00:20 (+107),02:07,ICE 957,Leer(Ostfriesl) (an 23:14),2
00:22,00:22,RE 3360,Angermünde (an 01:26),
00:22 (+2),00:24,RE 3366,Bernau(b Berlin) (an 00:44),
00:40,00:40,RE 3363,Halle(Saale)Hbf (an 03:11),4
00:52,00:52,RB 21967,Naumburg(Saale)Hbf (an 12:50),5
00:53,00:53,RE 3165,Berlin-Spandau (an 01:03),
01:00 (+65),02:05,RJ 2579,Praha hl.n. (an 05:25),1
01:00 (+90),02:30,RJ 479,Praha hl.n. (an 05:25),4
01:57,01:57,RB 93188,Berlin-Spandau (an 02:08),
01:57,01:57,RE 62088,Berlin-Spandau (an 02:08),
02:09,02:09,RE 3362,Eberswalde Hbf (an 02:48),
02:57,02:57,RE 62090,Berlin-Spandau (an 03:08),
03:57,03:57,RB 10,Frankfurt(Main)Hbf (an 20:04),
03:57,03:57,RE 62092,Berlin-Spandau (an 04:08),
04:18,04:18,RE 3,Celle (an 22:46),
04:21,04:21,RE 62001,Wismar (an 07:27),7
04:28 (+1),04:29,ICE 646,Dortmund Hbf (an 09:24),4
04:45,04:45,EC 41,Warszawa Wschodnia (an 11:15),
04:45,04:45,RE 62040,Elsterwerda (an 06:29),
04:57 (+3),05:00,ICE 240,Amsterdam Centraal (an 11:57),6
05:09,05:09,RE 3144,Berlin-Lichterfelde Ost (an 05:21),
05:09 (+1),05:10,RJ 2578,Hamburg-Harburg (an 08:14),5
05:09 (+54),06:03,RJ 478,Hamburg-Harburg (an 08:14),5
05:22,05:22,RE 3302,Stralsund Hbf (an 08:45),6
05:25,05:25,RE 62003,Berlin-Spandau (an 05:35),
05:27,05:27,ICE 2843,Fulda (an 08:47),
05:27 (+1),05:28,ICE 2889,Nürnberg Hbf (an 14:25),4
05:27 (+1),05:28,ICE 593,München Hbf (an 13:15),4
05:29 (+7),05:36,ICE 608,Hamburg Hbf (an 07:25),6
05:32,05:32,RE 3341,Berlin-Lichterfelde Ost (an 05:50),
05:35 (+5),05:40,ICE 946,Düsseldorf Hbf (an 11:00),7
05:35 (+5),05:40,ICE 956,Köln Hbf (an 11:47),7
05:36 (+1),05:37,ICE 1501,München Hbf (an 11:22),4
05:43,05:43,RE 62000,Baruth(Mark) (an 06:36),2
05:54,05:54,RE 3167,Stendal Hbf (an 07:13),7
06:07,06:07,RB 18500,Lübbenau(Spreewald) (an 07:16),1
06:07,06:07,RE 3164,Berlin-Lichterfelde Ost (an 06:19),
06:07,06:07,RE 4,Aachen Hbf (an 23:37),
06:12 (+1),06:13,RJ 251,Villach Hbf (an 18:27),3
06:12 (+1),06:13,RJX 251,Villach Hbf (an 18:27),3
06:15,06:15,RE 3503,Sargans (an 22:24),
06:21,06:21,RE 62005,Wismar (an 09:37),7
06:21,06:21,RE 8,Kassel-Wilhelmshöhe (an 14:55),
06:23 (+1),06:24,RE 3342,Schwedt(Oder) (an 07:55),6
06:29,06:29,ICE 503,Leipzig Hbf (an 07:46),3
06:31 (+1),06:32,ICE 2557,Zürich HB (an 15:29),7
06:35,06:35,EC 43,Warszawa Wschodnia (an 13:15),
06:36,06:36,ICE 1003,München Hbf (an 12:23),4
06:40,06:40,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),2 A - D
06:44,06:44,RE 62002,Elsterwerda (an 08:31),
06:46,06:46,RE 4352,Rostock Hbf (an 09:23),5
06:47 (+1),06:48,ICE 644,Hannover Hbf (an 08:28),
06:54,06:54,RE 3147,Rathenow (an 07:52),7
07:04 (+1),07:05,ICE 148,Amsterdam Centraal (an 14:00),7
07:06 (+1),07:07,ICE 750,Frankfurt(Main)Hbf (an 10:56),4
07:07,07:07,RB 18502,Lübbenau(Spreewald) (an 08:14),1
07:09,07:09,RE 3146,Falkenberg(Elster) (an 08:44),2
07:09,07:09,RE 62154,Berlin Südkreuz (an 07:15),
07:14 (+17),07:31,RE 4353,Berlin Südkreuz (an 07:23),4
07:18 (+1),07:19,RE 62007,Wittenberge (an 08:56),5
07:22,07:22,RE 21833,Berlin Südkreuz (an 07:29),
07:22 (+1),07:23,RE 3304,Stralsund Hbf (an 10:44),6
07:28 (+24),07:52,ICE 2585,München Hbf (an 15:14),4
07:28,07:28,RJ 387,Praha hl.n. (an 11:25),
07:32,07:32,RE 3343,Luckenwalde (an 08:27),2
07:33 (+2),07:35,FLX 1320,Köln Hbf (an 13:41),7
07:35,07:35,EC 59,Przemyśl Główny (an 18:48),
07:36 (+1),07:37,ICE 1503,München Hbf (an 13:22),4
07:37 (+1),07:38,ICE 606,Hamburg Hbf (an 09:24),6
07:43 (+1),07:44,RE 62004,Baruth(Mark) (an 08:36),2
07:46 Ausfall,--:--,RE 3506,St. Gallen(CH) (an 23:34),6
07:46,07:46,RE 5,Salzburg Hbf (an 23:45),
07:47 (+3),07:50,ICE 944,Düsseldorf Hbf (an 13:00),7
07:47 (+3),07:50,ICE 954,Köln Hbf (an 13:42),7
07:52 (+3),07:55,RE 3169,Stendal Hbf (an 09:13),
07:53,07:53,ICE 904,Berlin Gesundbrunnen (an 07:58),7
07:57 (+2),07:59,FLX 1235,Stuttgart Hbf (an 13:45),4
08:00,08:00,ICE 1131,Saarbrücken Hbf (an 14:28),
08:00 (+6),08:06,ICE 2867,Nürnberg Hbf (an 17:25),7
08:07,08:07,RB 18504,Lübbenau(Spreewald) (an 09:15),
08:07,08:07,RE 3166,Jüterbog (an 08:54),2
08:10,08:10,ICE 698,Berlin Gesundbrunnen (an 08:14),8
08:15 (+7),08:22,IC 2474,Ostseebad Binz (an 12:12),4
08:16 Ausfall,--:--,RE 3505,Sargans (an 23:24),3
08:19 (+65),09:24,FLX 1332,Hamburg-Bergedorf (an 10:12),7
08:22,08:22,RB 21841,Berlin Südkreuz (an 08:29),
08:22 (+1),08:23,RE 62009,Wismar (an 11:37),8
08:23 (+1),08:24,RE 3344,Schwedt(Oder) (an 09:55),6
08:29 (+8),08:37,ICE 2887,Leipzig Hbf (an 09:46),3
08:29 (+8),08:37,ICE 505,Leipzig Hbf (an 09:46),3
08:31 (+21),08:52,ICE 2559,Zürich HB (an 17:27),8
08:34 (+5),08:39,ICE 2570,Hamburg Hbf (an 10:49),5
08:34 (+5),08:39,ICE 2822,Hamburg Hbf (an 10:49),5
08:35,08:35,EC 45,Warszawa Wschodnia (an 15:15),
08:36 Ausfall,--:--,ICE 1005,München Hbf (an 14:23),4
08:40 (+1),08:41,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),2 A - D
08:44 (+2),08:46,RE 62006,Elsterwerda (an 10:31),2 D - G
08:46 (+21),09:07,RE 4354,Rostock Hbf (an 11:23),5
08:47 (+23),09:10,ICE 642,Dortmund Hbf (an 13:26),7
08:54,08:54,RE 3149,Berlin-Spandau (an 09:04),
08:58 (+1),08:59,ICE 936,Ostseebad Binz (an 12:29),6
09:04 (+10),09:14,ICE 146,Amsterdam Centraal (an 15:59),6
09:04,09:04,RB 18506,Lübbenau(Spreewald) (an 10:14),1
09:04,09:04,RE 20,Cottbus Hbf (an 22:48),
09:05 (+1),09:06,ICE 837,Frankfurt(Main)Hbf (an 12:56),4
09:09 (+1),09:10,RE 3148,Falkenberg(Elster) (an 10:44),3
09:13 Ausfall,--:--,ICE 2891,Berlin Südkreuz (an 09:18),2
09:15 (+6),09:21,RE 4355,Berlin Südkreuz (an 09:24),3
09:20 (+8),09:28,RE 62011,Wittenberge (an 10:56),5
09:22,09:22,RB 21849,Berlin Südkreuz (an 09:29),
09:22 (+2),09:24,RE 3306,Stralsund Hbf (an 12:44),6
09:27 (+46),10:13,ICE 2587,München Hbf (an 17:14),4
09:28 (+2),09:30,EC 173,Praha hl.n. (an 13:25),3
09:28,09:28,RJ 173,Bad Schandau (an 11:35),
09:32,09:32,RE 3345,Luckenwalde (an 10:27),2
09:36 (+4),09:40,ICE 1505,München Hbf (an 15:22),4
09:36,09:36,ICE 2897,München Hbf (an 15:22),
09:37 (+2),09:39,ICE 604,Hamburg Hbf (an 11:24),6
09:41 (+16),09:57,ICE 676,Berlin Südkreuz (an 09:47),3
09:43 (+2),09:45,RE 62008,Baruth(Mark) (an 10:36),2
09:46,09:46,RE 3508,Grimmen (an 12:29),6
09:47 (+3),09:50,ICE 942,Düsseldorf Hbf (an 15:00),7
09:47 (+3),09:50,ICE 952,Köln Hbf (an 15:47),7
09:53,09:53,RB 63,Eberswalde Hbf (an 10:31),
09:54 (+2),09:56,RE 3171,Stendal Hbf (an 11:13),8
09:55,09:55,ICE 91,Leipzig Hbf (an 11:12),3
09:57 (+30),10:27,FLX 1237,Karlsruhe Hbf (an 15:26),3
10:07,10:07,RB 18508,Lübbenau(Spreewald) (an 11:15),1
10:07,10:07,RE 3168,Berlin Südkreuz (an 10:13),
10:14 (+14),10:28,RE 3507,Berlin Südkreuz (an 10:24),4
10:15 (+38),10:53,ICE 1913,Berlin Südkreuz (an 10:20),3
10:15 (+169),13:04,ICE 2823,Augsburg Hbf (an 22:19),3
10:15 (+32),10:47,ICE 853,Berlin Südkreuz (an 10:20),3
10:19 (+2),10:21,FLX 1234,Hamburg-Bergedorf (an 12:12),5
10:22,10:22,RB 21857,Berlin Südkreuz (an 10:29),
10:23 (+2),10:25,RE 3346,Schwedt(Oder) (an 11:55),6
10:25 (+2),10:27,RE 62013,Wismar (an 13:37),8
10:26 (+33),10:59,ICE 2804,Berlin Gesundbrunnen (an 10:31),6
10:29 (+9),10:38,ICE 2863,Leipzig Hbf (an 11:46),3
10:29 (+9),10:38,ICE 507,Leipzig Hbf (an 11:46),3
10:34 (+5),10:39,ICE 2596,Hamburg Hbf (an 12:46),5
10:35,10:35,EC 47,Warszawa Wschodnia (an 17:15),
10:37 (+12),10:49,ICE 1007,München Hbf (an 16:23),4
10:37 (+7),10:44,ICE 2523,Offenburg (an 16:29),7
10:37,10:37,RB 21859,Flughafen BER (an 11:00),1
10:40 (+1),10:41,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),2 A - D
10:44 (+1),10:45,RE 62010,Elsterwerda (an 12:31),2 D - G
10:46 (+10),10:56,RE 4356,Rostock Hbf (an 13:23),5
10:47 (+7),10:54,ICE 640,Dortmund Hbf (an 15:26),7
10:52,10:52,RB 21861,Flughafen BER (an 11:14),1
10:54 (+4),10:58,RE 3151,Rathenow (an 11:54),7
10:58 (+15),11:13,ICE 934,Ostseebad Binz (an 14:29),6
11:04 (+11),11:15,ICE 144,Amsterdam Centraal (an 17:57),7
11:04,11:04,RB 18510,Lübbenau(Spreewald) (an 12:15),1
11:05 (+1),11:06,ICE 839,Frankfurt(Main)Hbf (an 14:56),4
11:09 (+4),11:13,RE 3150,Falkenberg(Elster) (an 12:44),3
11:14 (+9),11:23,RE 4357,Berlin Südkreuz (an 11:23),4
11:20 (+1),11:21,RE 62015,Wittenberge (an 12:56),5
11:22,11:22,RB 21865,Berlin Südkreuz (an 11:29),
11:22 (+2),11:24,RE 3308,Stralsund Hbf (an 14:44),6
11:27 (+20),11:47,ICE 2589,München Hbf (an 19:11),3
11:28 (+2),11:30,EC 175,Budapest-Nyugati (an 22:28),3
11:28 (+2),11:30,RJ 175,Budapest-Nyugati (an 22:28),3
11:32,11:32,RE 3347,Luckenwalde (an 12:27),2
11:35,11:35,EC 57,Przemyśl Główny (an 22:48),
11:37 (+14),11:51,ICE 1507,München Hbf (an 17:22),4
11:37 (+1),11:38,ICE 602,Hamburg Hbf (an 13:24),6
11:37,11:37,RB 21867,Berlin Südkreuz (an 11:44),
11:41 (+1),11:42,RE 62012,Baruth(Mark) (an 12:35),2
11:46 (+2),11:48,RE 3510,Grimmen (an 14:29),6
11:47 (+2),11:49,ICE 940,Düsseldorf Hbf (an 16:59),7
11:47 (+2),11:49,ICE 950,Köln Hbf (an 17:46),7
11:52,11:52,RB 21869,Berlin Südkreuz (an 11:59),
11:55,11:55,RE 3173,Stendal Hbf (an 13:13),8
11:57 (+1),11:58,FLX 1239,Stuttgart Hbf (an 17:46),3
12:02 (+1),12:03,ICE 1135,Frankfurt(M) Flughafen Regionalbf (an 16:20),6
12:07,12:07,RB 18512,Lübbenau(Spreewald) (an 13:15),1
12:07 (+11),12:18,RE 3170,Jüterbog (an 12:54),2
12:14 (+18),12:32,RE 3509,Berlin Südkreuz (an 12:23),4
12:15 (+30),12:45,ICE 1925,Berlin Südkreuz (an 12:20),3
12:15 (+30),12:45,ICE 2819,Berlin Südkreuz (an 12:20),3
12:15 (+31),12:46,ICE 845,Berlin Südkreuz (an 12:20),3
12:15 (+31),12:46,ICE 855,Berlin Südkreuz (an 12:20),3
12:19 (+2),12:21,FLX 1236,Hamburg-Bergedorf (an 14:12),5
12:22,12:22,RB 21873,Berlin Südkreuz (an 12:29),
12:22 (+2),12:24,RE 62017,Wismar (an 15:37),8
