Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
05:15,05:15,RB 18303,Eberswalde Hbf (ab 04:35),22
05:45,05:45,RB 18302,Blankenfelde(Teltow-Fläming) (ab 05:07),16
05:51,05:51,RB 61103,Berlin Ostkreuz (ab 05:48),15
05:56,05:56,RB 61102,Templin Stadt (ab 04:33),20
06:15,06:15,RB 18305,Eberswalde Hbf (ab 05:35),22
06:22,06:22,RB 18202,Ludwigsfelde (ab 05:38),20
06:45,06:45,RB 18304,Blankenfelde(Teltow-Fläming) (ab 06:09),15
06:50 (+6),06:56,IC 2432,Cottbus Hbf (ab 05:27),
06:51,06:51,RB 61105,Berlin Ostkreuz (ab 06:48),15
06:56,06:56,RB 61104,Templin Stadt (ab 05:33),22
07:15,07:15,RB 18307,Eberswalde Hbf (ab 06:35),22
07:22,07:22,RB 18204,Ludwigsfelde (ab 06:38),21
07:45,07:45,RB 18306,Blankenfelde(Teltow-Fläming) (ab 07:09),16
07:51,07:51,RB 61107,Berlin Ostkreuz (ab 07:48),15
07:56,07:56,RB 61106,Templin Stadt (ab 06:33),20
08:45,08:45,RB 18308,Blankenfelde(Teltow-Fläming) (ab 08:09),16
08:51,08:51,RB 61109,Berlin Ostkreuz (ab 08:48),15
08:56,08:56,RB 61108,Templin Stadt (ab 07:33),20
09:15,09:15,RB 18311,Eberswalde Hbf (ab 08:35),22
09:51,09:51,RB 61111,Berlin Ostkreuz (ab 09:48),15
09:56,09:56,RB 61110,Templin Stadt (ab 08:33),20
10:45,10:45,RB 18312,Blankenfelde(Teltow-Fläming) (ab 10:09),16
10:51,10:51,RB 61113,Berlin Ostkreuz (ab 10:48),15
10:56,10:56,RB 61112,Templin Stadt (ab 09:33),20
11:45,11:45,RB 18314,Blankenfelde(Teltow-Fläming) (ab 11:09),16
11:51,11:51,RB 61115,Berlin Ostkreuz (ab 11:48),15
11:56,11:56,RB 61114,Templin Stadt (ab 10:33),20
12:51,12:51,RB 61117,Berlin Ostkreuz (ab 12:48),15
12:56,12:56,RB 61116,Templin Stadt (ab 11:33),20
13:56,13:56,RB 61118,Templin Stadt (ab 12:33),20
14:56,14:56,RB 61120,Templin Stadt (ab 13:33),20
15:28,15:28,RB 18220,Ludwigsfelde (ab 14:38),20
15:56,15:56,RB 61122,Templin Stadt (ab 14:33),20
16:56,16:56,RB 61124,Templin Stadt (ab 15:33),20
17:20,17:20,RB 18224,Ludwigsfelde (ab 16:37),20
17:56,17:56,RB 61126,Templin Stadt (ab 16:33),20
18:56,18:56,RB 61128,Templin Stadt (ab 17:33),20
19:56,19:56,RB 61130,Templin Stadt (ab 18:33),20
20:20,20:20,RB 18230,Ludwigsfelde (ab 19:38),20
20:56,20:56,RB 61132,Templin Stadt (ab 19:33),20
21:56,21:56,RB 61134,Templin Stadt (ab 20:33),17
