Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:02,00:02,RE 3138,Hennigsdorf(b Berlin) (ab 23:00),1
00:03 (+7),00:10,RB 21962,Flughafen BER (ab 23:42),7
00:09 (+1430),23:59,RE 73826,Berlin Ostkreuz (ab 00:06),6
00:09,00:09,RE 93249,Berlin-Wannsee (ab 23:39),
00:15,00:15,RB 93045,Senftenberg (ab 22:26),
00:23 (+3),00:26,ICE 2913,Hamburg-Altona (ab 21:26),
00:23 (+3),00:26,ICE 901,Hamburg-Altona (ab 21:26),1
00:36 (+44),01:20,ICE 947,Köln Hbf (ab 19:27),3
00:37 (+9),00:46,RE 3141,Cottbus Hbf (ab 23:03),6
00:41 Ausfall,--:--,RE 93296,Fürstenwalde(Spree) (ab 00:00),
01:02 (+1),01:03,RE 3140,Berlin-Charlottenburg (ab 00:42),
01:14,01:14,RB 93042,Berlin-Wannsee (ab 00:43),
01:40,01:40,ICE 1707,Hamburg-Altona (ab 22:34),
02:07 (+2),02:09,ICE 274,Basel SBB (ab 18:16),2
02:30 (+4),02:34,ICE 647,Köln Hbf (ab 21:26),2
04:21,04:21,RE 73751,Berlin Zoologischer Garten (ab 04:04),1
04:49,04:49,RE 73716,Frankfurt(Oder) (ab 03:38),7
04:56,04:56,RE 3702,Bad Belzig (ab 03:41),2
05:02,05:02,RE 3707,Lübbenau(Spreewald) (ab 03:53),7
05:46 (+1),05:47,ICE 1541,Köln Hbf (ab 23:27),2
05:55,05:55,RE 3704,Dessau Hbf (ab 04:05),1
06:02,06:02,RE 3709,Senftenberg (ab 04:11),7
06:05,06:05,EC 430,Przemysl Glowny (ab 18:49),7
06:23,06:23,RE 3105,Cottbus Hbf (ab 04:57),7
06:27,06:27,ES 453,Bruxelles Midi (ab 19:22),2
06:36,06:36,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),1
06:46 (+3),06:49,RE 73755,Brandenburg Hbf (ab 05:44),
06:47,06:47,RE 73720,Frankfurt(Oder) (ab 05:42),
06:56 (+4),07:00,RE 3706,Dessau Hbf (ab 05:05),2
07:02,07:02,ICE 1272,Frankfurt(Main)Hbf (ab 23:35),3
07:02,07:02,RE 3711,Senftenberg (ab 05:11),7
07:09,07:09,RE 73715,Magdeburg Hbf (ab 05:01),
07:09,07:09,RE 73762,Eisenhüttenstadt (ab 05:36),
07:15 (+6),07:21,IC 2432,Cottbus Hbf (ab 06:01),6
07:23,07:23,RE 3107,Cottbus Hbf (ab 06:07),7
07:24,07:24,RE 73805,Magdeburg Hbf (ab 05:31),
07:36,07:36,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),1
07:56,07:56,RE 3708,Dessau Hbf (ab 06:05),2
08:02,08:02,RE 3713,Senftenberg (ab 06:14),7
08:03 (+9),08:12,ICE 649,Hannover Hbf (ab 05:50),2
08:23,08:23,RE 3109,Cottbus Hbf (ab 07:03),7
08:28 (+10),08:38,ICE 2847,Hannover Hbf (ab 06:09),
08:28 (+10),08:38,ICE 851,Hannover Hbf (ab 06:09),2
08:36,08:36,RE 3108,Hennigsdorf(b Berlin) (ab 07:35),1
08:46,08:46,RE 73759,Brandenburg Hbf (ab 07:44),1
08:47,08:47,RE 73724,Frankfurt(Oder) (ab 07:41),7
08:56,08:56,RE 3710,Dessau Hbf (ab 07:05),2
09:02,09:02,RE 3715,Senftenberg (ab 07:14),7
09:03,09:03,ICE 841,Hannover Hbf (ab 06:50),2
09:09,09:09,RE 73719,Magdeburg Hbf (ab 07:12),1
09:10,09:10,RE 73766,Frankfurt(Oder) (ab 08:11),7
09:21,09:21,RB 18147,Berlin Zoologischer Garten (ab 09:04),3
09:23,09:23,RE 3111,Cottbus Hbf (ab 08:04),7
09:24,09:24,RE 73809,Brandenburg Hbf (ab 08:22),1
09:28 (+12),09:40,ICE 541,Köln Hbf (ab 04:25),2
09:36,09:36,RE 3110,Hennigsdorf(b Berlin) (ab 08:35),1
09:42 (+4),09:46,ICE 2838,Kassel-Wilhelmshöhe (ab 06:45),
09:42 (+4),09:46,ICE 676,Kassel-Wilhelmshöhe (ab 06:45),3
09:46,09:46,RE 73761,Brandenburg Hbf (ab 08:44),1
09:47,09:47,RE 73726,Frankfurt(Oder) (ab 08:38),7
09:56,09:56,RE 3712,Dessau Hbf (ab 08:05),2
10:02 (+6),10:08,ICE 2843,Münster(Westf)Hbf (ab 06:24),2
10:02 (+6),10:08,ICE 741,Münster(Westf)Hbf (ab 06:24),2
10:02,10:02,RE 3717,Senftenberg (ab 08:14),7
10:06,10:06,EC 248,Warszawa Wschodnia (ab 04:49),7
10:09,10:09,RE 73721,Magdeburg Hbf (ab 08:12),1
10:09,10:09,RE 73768,Frankfurt(Oder) (ab 09:08),7
10:21,10:21,RB 18149,Berlin Zoologischer Garten (ab 10:04),2
10:23,10:23,RE 3113,Cottbus Hbf (ab 09:03),7
10:29,10:29,ICE 843,Köln Hbf (ab 05:26),2
10:36,10:36,RE 3112,Hennigsdorf(b Berlin) (ab 09:35),1
10:46,10:46,RE 73763,Brandenburg Hbf (ab 09:44),1
10:47,10:47,RE 73728,Frankfurt(Oder) (ab 09:38),7
10:49 (+5),10:54,ICE 2828,Kassel-Wilhelmshöhe (ab 07:49),
10:49 (+5),10:54,ICE 996,Kassel-Wilhelmshöhe (ab 07:49),3
10:56 (+4),11:00,RE 3714,Dessau Hbf (ab 09:05),2
11:01 (+7),11:08,EC 54,Kraków Główny (ab 04:07),6
11:02,11:02,RE 3719,Senftenberg (ab 09:14),7
11:09 (+7),11:16,RE 73723,Magdeburg Hbf (ab 09:12),1
11:09,11:09,RE 73770,Frankfurt(Oder) (ab 10:07),
