Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:01,00:01,ICE 500,München Hbf (ab 18:46),7
00:34,00:34,ICE 1000,München Hbf (ab 19:18),7
00:47,00:47,RE 3363,Berlin Hbf (ab 00:40),4
00:50,00:50,ICE 592,München Hbf (ab 16:45),6
00:59,00:59,RB 21967,Berlin Hbf (ab 00:52),3
01:25,01:25,ICE 700,München Hbf (ab 19:09),6
01:40,01:40,ICE 1500,München Hbf (ab 20:21),
05:08 (+37),05:45,RE 3302,Teltow (ab 04:59),6
05:15,05:15,RE 3144,Berlin Hbf (ab 05:09),4
05:32,05:32,ICE 593,Berlin Gesundbrunnen (ab 05:16),5
05:39 (+27),06:06,RE 3341,Schwedt(Oder) (ab 04:04),4
05:40 (+1),05:41,ICE 1501,Berlin Gesundbrunnen (ab 05:26),5
05:42,05:42,RE 3167,Teltow (ab 05:34),
05:42,05:42,RE 4,Teltow (ab 05:34),
05:49,05:49,RE 62000,Elstal (ab 05:07),3
05:56,05:56,ICE 701,Berlin Hbf (ab 05:52),5
05:58,05:58,RE 21818,Flughafen BER (ab 05:46),8
06:03,06:03,ICE 9590,Berlin Gesundbrunnen (ab 05:47),5
06:05,06:05,RE 62005,Baruth(Mark) (ab 05:20),8
06:05,06:05,RE 8,Lübeck-Travemünde Strand (ab 07:34),
06:09,06:09,RE 3342,Jüterbog (ab 05:19),6
06:09,06:09,RE 3365,Jüterbog (ab 05:19),
06:13,06:13,RE 3164,Stendal Hbf (ab 04:48),5
06:14,06:14,RB 18500,Berlin Hbf (ab 06:07),3
06:21,06:21,RB 62051,Wustermark (ab 05:39),5
06:29,06:29,RB 21822,Flughafen BER (ab 06:16),8
06:33,06:33,ICE 2835,Berlin Gesundbrunnen (ab 06:16),5
06:33 (+1),06:34,ICE 503,Berlin Gesundbrunnen (ab 06:16),5
06:40 (+1),06:41,ICE 1003,Berlin Hbf (ab 06:36),5
06:41,06:41,RE 3147,Falkenberg(Elster) (ab 05:14),6
07:13,07:13,IC 60409,Zürich HB (ab 19:59),7
07:13,07:13,NJ 409,Zürich HB (ab 19:59),7
07:15,07:15,RE 3146,Rathenow (ab 06:09),4
07:22 (+9),07:31,ICE 2822,Leipzig Hbf (ab 06:12),6
07:22 (+9),07:31,ICE 606,Leipzig Hbf (ab 06:12),6
07:32 (+2),07:34,ICE 595,Berlin Hbf (ab 07:27),5
07:34 (+81),08:55,EN 40476,Budapest-Nyugati (ab 19:30),8
07:34 (+81),08:55,NJ 456,Graz Hbf (ab 19:21),8
07:35,07:35,RJ 387,Hamburg-Altona (ab 04:36),3
07:40 (+1),07:41,ICE 1503,Berlin Gesundbrunnen (ab 07:26),5
07:42,07:42,RE 3169,Jüterbog (ab 07:02),6
07:58,07:58,ICE 703,Berlin Gesundbrunnen (ab 07:41),5
08:09,08:09,RE 3344,Halle(Saale)Hbf (ab 05:46),6
08:26,08:26,DRF 1320,Dresden Hbf (ab 06:53),7
08:26,08:26,FLX 1320,Dresden Hbf (ab 06:53),7
08:33 (+3),08:36,ICE 505,Hamburg-Altona (ab 05:34),5
08:40 (+1),08:41,ICE 1005,Berlin Gesundbrunnen (ab 08:26),5
08:41 (+1),08:42,RE 3149,Falkenberg(Elster) (ab 07:18),6
08:47,08:47,RE 3303,Stralsund Hbf (ab 05:10),4
08:51,08:51,RE 62006,Elstal (ab 08:07),3
09:04,09:04,RE 62011,Elsterwerda (ab 07:29),8
09:08,09:08,RE 3306,Luckenwalde (ab 08:35),6
