Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:04,00:04,RE 3138,Cottbus Hbf (an 01:40),
00:05,00:05,FEX,Berlin Gesundbrunnen (an 00:01),
00:05,00:05,RB 21962,Berlin-Charlottenburg (an 00:26),7
00:11,00:11,RE 73749,Frankfurt(Oder)-Rosengarten (an 01:11),
00:11,00:11,RE 73826,Berlin Zoologischer Garten (an 00:28),6
00:11,00:11,RE 91450,Frankfurt(Oder) (an 01:18),
00:11,00:11,RE 93249,Frankfurt(Oder) (an 01:18),
00:17,00:17,RB 93045,Berlin-Wannsee (an 00:47),
00:17,00:17,RE 7,Kiel Hbf (an 22:50),
00:39,00:39,RE 3141,Berlin-Charlottenburg (an 01:00),6
00:53,00:53,RB 21968,Berlin Hbf (an 01:04),
01:04,01:04,RE 3140,Cottbus Hbf (an 02:40),
01:34,01:34,RE 73791,Frankfurt(Oder)-Rosengarten (an 02:33),
01:38,01:38,RE 73752,Berlin Hbf (an 01:48),
01:44,01:44,RB 21800,Berlin Hbf (an 01:54),
02:44,02:44,RB 21802,Berlin-Charlottenburg (an 03:04),7
03:08,03:08,RB 21803,Flughafen BER (an 03:33),6
04:04,04:04,RE 3705,Lübbenau(Spreewald) (an 04:57),
04:09 (+2),04:11,ICE 646,Köln Hbf (an 09:33),3
04:15 (+1),04:16,ICE 277,Chur (an 14:22),6
04:23,04:23,RE 2,Regensburg Hbf (an 22:38),
04:23,04:23,RE 3101,Berlin-Spandau (an 04:53),
04:23,04:23,RE 73751,Frankfurt(Oder) (an 05:29),1
04:28,04:28,RE 73756,Berlin-Wannsee (an 04:57),
04:33,04:33,RB 21806,Berlin Hbf (an 04:44),
04:41,04:41,RE 73801,Frankfurt(Oder) (an 05:36),
04:51,04:51,RE 73716,Magdeburg Hbf (an 06:50),7
04:58,04:58,RE 3702,Lübbenau(Spreewald) (an 06:03),
05:04,05:04,RE 3707,Berlin-Wannsee (an 05:34),
05:12,05:12,RE 73758,Potsdam Hbf (an 05:51),
05:15,05:15,ICE 946,Köln Hbf (an 10:35),6
05:25,05:25,RE 3103,Berlin-Spandau (an 05:54),
05:28,05:28,RE 73753,Frankfurt(Oder) (an 06:35),1
05:38,05:38,RE 3102,Cottbus Hbf (an 06:56),1
05:49,05:49,RE 73718,Magdeburg Hbf (an 07:50),7
05:57,05:57,RE 3704,Senftenberg (an 07:41),1
05:59,05:59,EC 41,Warszawa Wschodnia (an 11:15),
06:00,06:00,ICE 240,Amsterdam Centraal (an 11:59),6
06:04,06:04,RE 3709,Dessau Hbf (an 07:53),7
06:11,06:11,RE 73713,Frankfurt(Oder) (an 07:18),
06:12,06:12,RE 73760,Brandenburg Hbf (an 07:19),7
06:15,06:15,ICE 279,Interlaken Ost (an 15:59),6
06:25,06:25,RE 3105,Hennigsdorf(b Berlin) (an 07:23),7
06:27,06:27,ES 453,Decin hl.n. (an 09:20),
06:30,06:30,RE 73804,Brandenburg Hbf (an 07:33),1
06:32,06:32,ICE 644,Köln Hbf (an 11:33),6
06:38,06:38,RE 3104,Cottbus Hbf (an 07:57),1
06:48 (+36),07:24,RE 73755,Frankfurt(Oder) (an 07:47),1
06:49,06:49,RE 73720,Magdeburg Hbf (an 08:50),6
06:55 (+1),06:56,ICE 1548,Köln Hbf (an 12:16),3
06:58 (+7),07:05,RE 3706,Senftenberg (an 08:41),2
07:04,07:04,RE 3711,Dessau Hbf (an 08:53),7
07:06,07:06,ICE 795,Karlsruhe Hbf (an 13:17),6
07:11 (+23),07:34,RE 73715,Frankfurt(Oder) (an 08:18),1
