Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:10 (+55),01:05,ICE 947,Berlin Ostbahnhof (an 00:36),6
00:23,00:23,RB 10,Berlin Südkreuz (an 05:21),
00:23,00:23,RE 62038,Berlin Hbf (an 00:36),5
01:08,01:08,RE 3165,Schorndorf (an 16:39),3
01:14,01:14,ICE 1707,Berlin Ostbahnhof (an 01:40),6
01:41 (+1),01:42,ICE 274,Berlin Ostbahnhof (an 02:07),6
02:36,02:36,RB 62089,Berlin Hbf (an 02:47),5
04:29,04:29,RB 18241,Potsdam Hbf (an 05:23),4
04:35,04:35,RE 62040,Elsterwerda (an 06:32),5
04:39 (+3),04:42,ICE 646,Köln Hbf (an 09:33),4
04:46 (+3),04:49,ICE 277,Chur (an 14:22),3
04:48,04:48,ICE 1706,Hamburg Hbf (an 07:11),4
04:54,04:54,RE 3144,Berlin Südkreuz (an 05:15),6
05:06,05:06,RE 3145,Stendal Hbf (an 06:13),4
05:06,05:06,RE 4,Stendal Hbf (an 06:13),
05:07,05:07,RE 3102,Cottbus Hbf (an 06:56),5
05:22,05:22,RE 62000,Elsterwerda (an 07:15),5
05:28,05:28,RB 18240,Berlin Gesundbrunnen (an 05:40),
05:29,05:29,RB 18243,Potsdam Hbf (an 06:23),
05:46 (+1),05:47,ICE 946,Köln Hbf (an 10:35),3
05:54,05:54,RE 3164,Berlin Südkreuz (an 06:13),6
05:57,05:57,ICE 608,Hamburg Hbf (an 08:15),4
06:01,06:01,RB 62051,Rangsdorf (an 06:38),6
06:06,06:06,RE 3167,Schorndorf (an 17:09),4
06:07,06:07,RE 3104,Cottbus Hbf (an 07:57),6
06:22,06:22,RE 62002,Elsterwerda (an 08:31),5
06:27,06:27,ICE 240,Amsterdam Centraal (an 11:59),3
06:28,06:28,RB 18242,Berlin Gesundbrunnen (an 06:40),5
06:30,06:30,ICE 1272,Frankfurt(M) Flughafen Fernbahnhof (an 23:46),6
06:30,06:30,RB 18245,Potsdam Hbf (an 07:23),4
06:37,06:37,RE 62005,Elstal (an 06:49),3
06:46 (+1),06:47,ICE 279,Interlaken Ost (an 15:59),4
06:48,06:48,ICE 1604,Berlin Gesundbrunnen (an 10:31),
06:48,06:48,ICE 1704,Hamburg Hbf (an 09:18),3
06:54,06:54,RE 3146,Falkenberg(Elster) (an 08:44),6
06:56 (+2),06:58,RE 3105,Hennigsdorf(b Berlin) (an 07:23),3
07:01,07:01,RB 62053,Rangsdorf (an 07:38),6
07:03,07:03,RB 62052,Wustermark (an 07:18),3
07:06 (+2),07:08,RE 3147,Schorndorf (an 12:09),4
07:07 (+5),07:12,RE 3106,Cottbus Hbf (an 08:56),6
07:22,07:22,RE 62004,Elsterwerda (an 09:14),5
07:29,07:29,RB 18247,Potsdam Hbf (an 08:23),4
07:30 (+1),07:31,RB 18244,Berlin Gesundbrunnen (an 07:48),5
07:33,07:33,ICE 649,Berlin Ostbahnhof (an 08:03),6
07:41,07:41,RE 62007,Elstal (an 07:53),3
07:49,07:49,ICE 606,Hamburg-Altona (an 10:24),4
07:54,07:54,RE 3166,Jüterbog (an 08:54),6
07:56,07:56,RE 3107,Hennigsdorf(b Berlin) (an 08:23),3
07:59 (+1),08:00,ICE 851,Berlin Ostbahnhof (an 08:28),5
07:59 (+1),08:00,ICE 944,Köln Hbf (an 12:33),4
08:01,08:01,RB 62055,Berlin Südkreuz (an 08:21),6
08:06 (+2),08:08,RE 3169,Schorndorf (an 17:39),4
08:07 (+4),08:11,RE 3108,Cottbus Hbf (an 09:55),6
08:08 (+11),08:19,ICE 505,München Hbf (an 13:08),5
08:12,08:12,ICE 1131,Saarbrücken Hbf (an 14:17),4
08:22,08:22,RE 62006,Elsterwerda (an 10:31),5
08:25,08:25,ICE 148,Amsterdam Centraal (an 14:01),3
08:28,08:28,RB 18246,Berlin Gesundbrunnen (an 08:40),5
08:30,08:30,RB 18249,Potsdam Hbf (an 09:23),4
08:37,08:37,RE 62009,Elstal (an 08:49),3
08:40,08:40,ICE 1702,Hamburg Hbf (an 11:12),4
08:46 (+1),08:47,ICE 371,Basel SBB (an 15:48),4
08:50,08:50,DRF 1322,Köln Hbf (an 13:41),3
08:50 (+1),08:51,FLX 1322,Köln Hbf (an 13:41),3
08:54,08:54,RE 3148,Falkenberg(Elster) (an 10:44),6
08:56,08:56,RE 3109,Hennigsdorf(b Berlin) (an 09:23),3
08:59 (+14),09:13,ICE 541,Berlin Ostbahnhof (an 09:28),5
09:06 (+13),09:19,RE 3149,Schorndorf (an 12:39),4
09:07 (+6),09:13,RE 3110,Cottbus Hbf (an 10:55),6
09:17,09:17,ICE 1901,Berlin Hbf (an 09:34),6
09:17 (+1),09:18,ICE 676,Berlin Ostbahnhof (an 09:42),
09:22,09:22,RE 62008,Blankenfelde(Teltow-Fläming) (an 10:01),
09:28,09:28,RB 18248,Berlin Gesundbrunnen (an 09:40),5
09:29,09:29,RB 18251,Potsdam Hbf (an 10:23),4
09:32 (+2),09:34,ICE 741,Berlin Ostbahnhof (an 10:02),6
09:43,09:43,RE 62011,Elstal (an 09:55),3
09:49 (+1),09:50,ICE 604,Hamburg-Altona (an 12:24),4
09:54 (+5),09:59,RE 3168,Jüterbog (an 10:54),6
09:56 (+1),09:57,RE 3111,Hennigsdorf(b Berlin) (an 10:23),3
09:59 (+4),10:03,ICE 942,Köln Hbf (an 14:32),4
10:05 (+17),10:22,RE 3112,Cottbus Hbf (an 11:55),6
10:06 (+40),10:46,RE 3171,Stendal Hbf (an 11:30),4
10:08 (+26),10:34,ICE 507,München Hbf (an 15:08),5
