Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:06,00:06,RE 73749,Erkner (an 00:31),1
00:10,00:10,RB 21962,Berlin Hbf (an 00:16),
00:15,00:15,RE 73826,Berlin Hbf (an 00:21),
00:21,00:21,RE 3745,Bad Belzig (an 01:31),2
00:21,00:21,RE 7,Hamburg Hbf (an 23:24),
00:22,00:22,RE 73797,Berlin Ostbahnhof (an 00:25),1
00:43,00:43,RE 3141,Berlin-Charlottenburg (an 01:00),2
00:48,00:48,RE 73796,Brandenburg Hbf (an 01:54),
00:58,00:58,RB 21968,Berlin-Charlottenburg (an 01:13),2
01:00,01:00,RE 3140,Cottbus Hbf (an 02:40),1
01:29,01:29,RE 73791,Erkner (an 01:53),1
01:40,01:40,RB 62107,Berlin Ostbahnhof (an 01:44),1
01:43,01:43,RE 73752,Brandenburg Hbf (an 02:51),2
01:49,01:49,RB 21800,Berlin-Charlottenburg (an 02:04),2
01:50,01:50,RB 21969,Flughafen BER (an 02:15),1
02:23,02:23,RE 3701,Bad Belzig (an 03:33),2
02:23,02:23,RE 3703,Berlin-Wannsee (an 02:48),
02:44,02:44,RE 73793,Erkner (an 03:09),1
02:49,02:49,RB 21802,Berlin Hbf (an 02:54),
03:00,03:00,RE 73754,Magdeburg Hbf (an 05:08),2
03:05,03:05,RB 21803,Flughafen BER (an 03:33),1
03:35,03:35,RB 21805,Flughafen BER (an 04:03),1
04:12,04:12,RB 21809,Flughafen BER (an 04:45),1
04:30,04:30,RB 21811,Flughafen BER (an 05:00),
04:32,04:32,RE 1,Mannheim Hbf (an 20:20),
04:32,04:32,RE 73756,Brandenburg Hbf (an 05:33),2
04:38,04:38,RB 21806,Berlin Hbf (an 04:44),
04:46,04:46,RB 21813,Flughafen BER (an 05:14),1
04:56,04:56,RE 73716,Magdeburg Hbf (an 06:50),2
05:08,05:08,RE 3707,Dessau Hbf (an 06:53),2
05:16,05:16,RE 73758,Brandenburg Hbf (an 06:19),2
05:17,05:17,RB 21817,Flughafen BER (an 05:45),1
05:22,05:22,RE 73753,Erkner (an 05:48),1
05:29,05:29,RE 3103,Hennigsdorf(b Berlin) (an 06:23),2
05:33,05:33,RE 3102,Cottbus Hbf (an 06:56),1
05:52,05:52,RE 3704,Senftenberg (an 07:41),1
05:54,05:54,RE 73718,Magdeburg Hbf (an 07:50),2
06:16,06:16,RE 73760,Brandenburg Hbf (an 07:19),2
06:29,06:29,RE 3105,Hennigsdorf(b Berlin) (an 07:23),2
06:33,06:33,RE 3104,Cottbus Hbf (an 07:57),1
06:43,06:43,RE 73755,Erkner (an 07:10),1
06:53,06:53,RE 3706,Berlin Ostbahnhof (an 06:56),1
06:54,06:54,RE 73720,Magdeburg Hbf (an 08:50),2
06:54,06:54,RE 92078,Potsdam Hbf (an 07:29),
07:06,07:06,RE 73715,Erkner (an 07:31),1
07:08,07:08,RE 3711,Dessau Hbf (an 08:53),2
07:16,07:16,RE 73762,Brandenburg Hbf (an 08:23),2
07:16,07:16,RE 75851,Potsdam Hbf (an 07:51),
07:29,07:29,RE 3107,Hennigsdorf(b Berlin) (an 08:23),2
07:33,07:33,RE 3106,Cottbus Hbf (an 08:56),1
07:43,07:43,RE 73757,Erkner (an 08:11),1
07:53,07:53,RE 3708,Senftenberg (an 09:41),1
07:54,07:54,RE 33682,Magdeburg Hbf (an 09:50),
07:54,07:54,RE 73722,Magdeburg Hbf (an 09:50),2
08:06,08:06,RE 73717,Erkner (an 08:31),1
08:08,08:08,RE 3713,Dessau Hbf (an 09:53),2
08:16,08:16,RE 73764,Brandenburg Hbf (an 09:19),2
08:16,08:16,RE 75853,Berlin-Wannsee (an 08:41),
08:29,08:29,RE 3109,Hennigsdorf(b Berlin) (an 09:23),2
08:33,08:33,RE 3108,Cottbus Hbf (an 09:55),1
08:43,08:43,RE 73759,Erkner (an 09:14),1
08:53,08:53,RE 3710,Senftenberg (an 10:41),1
08:54,08:54,RE 33684,Magdeburg Hbf (an 10:50),
08:54,08:54,RE 73724,Magdeburg Hbf (an 10:50),2
09:06,09:06,RE 73719,Erkner (an 09:31),1
09:08,09:08,RE 3715,Dessau Hbf (an 10:53),2
09:16,09:16,RE 73766,Brandenburg Hbf (an 10:19),2
09:29,09:29,RE 3111,Hennigsdorf(b Berlin) (an 10:23),2
09:33,09:33,RE 3110,Cottbus Hbf (an 10:55),1
09:42,09:42,RE 73810,Brandenburg Hbf (an 10:36),
09:42,09:42,RE 73850,Brandenburg Hbf (an 10:36),
09:43,09:43,RE 73761,Erkner (an 10:10),1
09:53,09:53,RE 3712,Senftenberg (an 11:41),1
09:54,09:54,RE 33686,Magdeburg Hbf (an 11:50),
