Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:00 (+23),00:23,ICE 809,Hamburg-Altona (ab 21:36),4
00:05,00:05,RB 62086,Baruth(Mark) (ab 23:19),8
00:08 (+3),00:11,FLX 1351,Hamburg Hbf (ab 21:40),5
00:15 (+149),02:44,ICE 1500,München Hbf (ab 20:21),7
00:25 (+1),00:26,ICE 947,Köln Hbf (ab 19:29),5
00:45,00:45,ICE 276,Brig (ab 13:45),5
00:47,00:47,RE 3363,Berlin Hbf (ab 00:40),4
00:59,00:59,RB 21967,Eisenach Hbf (ab 11:13),
01:12,01:12,RJ 479,Hamburg-Altona (ab 22:35),3
02:18 (+10),02:28,ICE 647,Köln Hbf (ab 21:26),5
03:39,03:39,ICE 274,Basel SBB (ab 18:16),
04:55,04:55,RJ 478,Praha hl.n. (ab 00:33),7
05:04,05:04,RE 62003,Baruth(Mark) (ab 04:19),8
05:08,05:08,RE 3302,Jüterbog (ab 04:22),6
05:15,05:15,RE 3144,Rathenow (ab 04:09),4
05:15,05:15,RE 4,Teterow (ab 10:30),
05:29,05:29,RB 21814,Flughafen BER (ab 05:16),8
05:29,05:29,RE 3504,Flughafen BER (ab 05:16),8
05:32,05:32,ICE 2293,Berlin Gesundbrunnen (ab 05:17),
05:32,05:32,ICE 2593,Berlin Gesundbrunnen (ab 05:17),
05:39,05:39,RE 3341,Schwedt(Oder) (ab 04:04),4
05:40 (+5),05:45,ICE 1501,Berlin Gesundbrunnen (ab 05:26),5
05:42,05:42,RE 3167,Jüterbog (ab 05:02),7
05:43,05:43,RB 18501,Cottbus Hbf (ab 04:24),8
05:49,05:49,RE 62000,Wittenberge (ab 04:05),3
05:56,05:56,ICE 701,Berlin Hbf (ab 05:52),5
06:05,06:05,RE 62005,Elsterwerda (ab 04:29),8
06:09,06:09,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),6
06:24,06:24,ICE 904,München Hbf (ab 22:58),6
06:29,06:29,RB 21822,Flughafen BER (ab 06:16),8
06:29,06:29,RE 4352,Flughafen BER (ab 06:16),8
06:33,06:33,ICE 503,Berlin Gesundbrunnen (ab 06:16),5
06:40 (+10),06:50,ICE 1003,Berlin Gesundbrunnen (ab 06:26),5
06:41,06:41,RE 3147,Falkenberg(Elster) (ab 05:14),6
06:43,06:43,RB 18503,Cottbus Hbf (ab 05:23),8
06:47,06:47,RE 3301,Pasewalk (ab 04:44),4
06:51,06:51,RE 62002,Wittenberge (ab 05:05),3
07:04,07:04,RE 62007,Elsterwerda (ab 05:29),8
07:13 (+98),08:51,IC 60409,Zürich HB (ab 19:59),7
07:13 (+98),08:51,NJ 409,Zürich HB (ab 19:59),7
07:15,07:15,RE 3146,Stendal Hbf (ab 05:48),4
07:22,07:22,ICE 606,Erfurt Hbf (ab 05:25),6
07:32,07:32,ICE 2295,Berlin Hbf (ab 07:27),
07:32,07:32,ICE 2595,Berlin Hbf (ab 07:27),5
07:33,07:33,EN 40476,Budapest-Nyugati (ab 19:30),7
07:33,07:33,NJ 456,Graz Hbf (ab 19:21),7
07:35 (+19),07:54,RJ 387,København H (ab 22:14),3
07:39,07:39,RE 3343,Schwedt(Oder) (ab 06:04),4
07:40 (+46),08:26,ICE 1503,Berlin Gesundbrunnen (ab 07:26),5
07:42,07:42,RE 3169,Jüterbog (ab 07:02),6
07:43,07:43,RB 18505,Cottbus Hbf (ab 06:12),8
07:43 (+1),07:44,RE 18505,Cottbus Hbf (ab 06:12),8
07:49,07:49,RE 62004,Wismar (ab 04:26),3
07:51,07:51,ICE 649,Hannover Hbf (ab 05:50),4
08:05,08:05,RE 62009,Elsterwerda (ab 06:40),8
08:09 (+8),08:17,RE 3344,Lutherstadt Wittenberg Hbf (ab 06:53),6
08:13,08:13,RE 3166,Stendal Hbf (ab 06:47),5
08:20,08:20,RJ 870,Dresden Hbf (ab 06:42),8
08:21,08:21,ICE 851,Hannover Hbf (ab 06:09),5
08:23 Ausfall,--:--,ICE 806,Erfurt Hbf (ab 06:30),6
08:26,08:26,DRF 1320,Dresden Hbf (ab 06:53),7
08:26 (+14),08:40,FLX 1320,Dresden Hbf (ab 06:53),8
08:29,08:29,RE 4354,Flughafen BER (ab 08:16),8
08:33 (+8),08:41,ICE 2841,Berlin Gesundbrunnen (ab 05:26),5
08:33 (+8),08:41,ICE 505,Hamburg-Altona (ab 06:17),5
08:40 (+6),08:46,ICE 1005,Berlin Gesundbrunnen (ab 08:26),5
08:41,08:41,RE 3149,Falkenberg(Elster) (ab 07:18),6
08:46 (+23),09:09,ICE 936,Eisenach Hbf (ab 06:37),6
08:47,08:47,RE 3303,Stralsund Hbf (ab 05:10),4
08:51 (+1),08:52,RE 62006,Wittenberge (ab 07:05),3
08:54,08:54,ICE 698,München Hbf (ab 22:46),6
08:54,08:54,ICE 841,Hannover Hbf (ab 06:50),4
09:04 (+4),09:08,RE 62011,Elsterwerda (ab 07:29),8
09:10,09:10,ICE 837,Berlin Gesundbrunnen (ab 08:56),5
09:11 Ausfall,--:--,RE 3306,Luckenwalde (ab 08:35),6
09:14,09:14,RB 18506,Berlin Hbf (ab 09:04),3
09:15 (+10),09:25,ICE 1104,München Hbf (ab 05:17),7
09:15 (+4),09:19,RE 3148,Rathenow (ab 08:05),4
09:18 Ausfall,--:--,ICE 541,Köln Hbf (ab 04:16),5
09:22,09:22,ICE 604,Nürnberg Hbf (ab 05:37),6
09:35,09:35,RJ 173,Kiel Hbf (ab 06:16),3
09:39,09:39,RE 3345,Schwedt(Oder) (ab 08:04),4
09:40 (+5),09:45,ICE 1505,Berlin Gesundbrunnen (ab 09:26),5
09:42,09:42,RE 3171,Jüterbog (ab 09:02),6
09:43,09:43,RB 18509,Lübbenau(Spreewald) (ab 08:44),8
09:49,09:49,RE 62008,Wismar (ab 06:21),3
09:53,09:53,DRF 1234,Leipzig Hbf (ab 08:45),7
09:53 Ausfall,--:--,FLX 1234,Leipzig Hbf (ab 08:45),7
09:58 Ausfall,--:--,ICE 804,München Hbf (ab 05:05),6
09:58,09:58,RB 21850,Flughafen BER (ab 09:46),8
09:59 (+10),10:09,ICE 91,Hamburg-Altona (ab 07:34),5
10:02,10:02,FLX 1239,Hamburg Hbf (ab 07:39),5
10:05,10:05,RE 62013,Elsterwerda (ab 08:40),8
10:09,10:09,RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),6
10:13,10:13,RB 21852,Flughafen BER (ab 10:01),8
10:13,10:13,RE 3168,Stendal Hbf (ab 08:47),5
10:14,10:14,RB 18508,Berlin Hbf (ab 10:07),3
10:15 (+10),10:25,ICE 1604,München Hbf (ab 06:19),7
10:15 (+10),10:25,ICE 1714,Frankfurt(Main)Hbf (ab 17:03),
10:20,10:20,ICE 843,Köln Hbf (ab 05:26),5
10:20,10:20,RJ 384,Praha hl.n. (ab 06:31),8
10:29,10:29,RE 4356,Flughafen BER (ab 10:16),8
10:33 (+11),10:44,ICE 2847,Hamburg-Harburg (ab 22:04),5
10:33 (+16),10:49,ICE 507,Kiel Hbf (ab 07:16),5
10:41,10:41,ICE 1007,Berlin Hbf (ab 10:37),5
10:41 (+6),10:47,RE 3151,Falkenberg(Elster) (ab 09:18),6
10:43,10:43,RB 18511,Lübbenau(Spreewald) (ab 09:44),8
10:43,10:43,RE 18511,Lübbenau(Spreewald) (ab 09:44),
10:46 (+18),11:04,ICE 934,Frankfurt(Main)Hbf (ab 05:43),6
10:47,10:47,RE 3305,Stralsund Hbf (ab 07:10),4
10:51,10:51,RE 62010,Wittenberge (ab 09:05),3
10:59,10:59,RB 21861,Berlin Hbf (ab 10:52),
11:04 (+12),11:16,RE 62015,Elsterwerda (ab 09:29),8
11:08 (+2),11:10,RE 3308,Luckenwalde (ab 10:35),6
11:10,11:10,ICE 839,Stralsund Hbf (ab 07:58),5
11:13,11:13,RB 21860,Flughafen BER (ab 11:01),8
11:14,11:14,RB 18510,Berlin Hbf (ab 11:04),
11:15 (+10),11:25,ICE 1102,München Hbf (ab 07:17),7
11:15,11:15,RE 3150,Rathenow (ab 10:02),4
11:18 (+4),11:22,ICE 543,Köln Hbf (ab 06:25),5
11:22,11:22,ICE 602,München Hbf (ab 06:49),6
11:29,11:29,RB 21862,Flughafen BER (ab 11:16),8
11:29 (+9),11:38,RB 21865,Rostock Hbf (ab 08:34),
11:29,11:29,RE 3510,Flughafen BER (ab 11:16),8
11:35 (+18),11:53,RJ 175,Hamburg-Altona (ab 09:16),3
11:39 (+54),12:33,ICE 1162,Stuttgart Hbf (ab 07:03),7
11:39,11:39,RE 3347,Schwedt(Oder) (ab 10:04),4
11:41 (+3),11:44,ICE 1507,Berlin Hbf (ab 11:37),5
