Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:00 (+8),00:08,ICE 1919,Mistelbach (ab 21:41),
00:00 (+8),00:08,ICE 2919,Hamburg Hbf (ab 21:51),
00:00 (+8),00:08,ICE 809,Hamburg Hbf (ab 21:51),4
00:05,00:05,RB 62086,Baruth(Mark) (ab 23:19),8
00:10,00:10,RE 3360,Lutherstadt Wittenberg Hbf (ab 22:52),
00:10,00:10,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:52),7
00:15,00:15,ICE 1500,Nürnberg Hbf (ab 21:36),
00:22 (+7),00:29,ICE 592,München Hbf (ab 16:45),6
00:29 (+83),01:52,ICE 947,Düsseldorf Hbf (ab 18:59),5
00:47,00:47,RE 3,Bad Bevensen (ab 06:34),
00:59,00:59,RB 21967,Eisenach Hbf (ab 11:13),
01:05,01:05,RJ 2579,Berlin Hbf (ab 01:00),
01:05 (+10),01:15,RJ 479,Hamburg-Harburg (ab 22:40),3
01:59,01:59,RB 21969,Berlin Hbf (ab 01:52),
03:14,03:14,FEX,Ludwigsfelde (ab 23:32),
04:23 (+8),04:31,RJ 478,Praha hl.n. (ab 00:33),7
04:52,04:52,RE 62040,Nauen (ab 04:03),
05:04,05:04,RE 62003,Baruth(Mark) (ab 04:19),8
05:08,05:08,RE 3302,Jüterbog (ab 04:22),6
05:15,05:15,RE 3144,Rathenow (ab 04:09),
05:23,05:23,RE 4351,Neustrelitz Hbf (ab 03:49),
05:32,05:32,ICE 2823,Berlin Gesundbrunnen (ab 05:16),
05:32,05:32,ICE 593,Berlin Gesundbrunnen (ab 05:16),5
05:39,05:39,RE 3341,Schwedt(Oder) (ab 04:04),4
05:40,05:40,ICE 1501,Berlin Gesundbrunnen (ab 05:26),5
05:42,05:42,RE 3167,Jüterbog (ab 05:02),
05:43,05:43,RB 18501,Cottbus Hbf (ab 04:24),8
05:49,05:49,RE 62000,Wittenberge (ab 04:05),3
06:05,06:05,RE 62005,Elsterwerda (ab 04:29),8
06:09,06:09,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),6
06:14,06:14,RB 18500,Berlin Hbf (ab 06:07),3
06:23,06:23,RE 3503,St. Gallen(CH) (ab 21:25),4
06:24,06:24,ICE 904,München Hbf (ab 23:12),6
06:33,06:33,ICE 503,Berlin Gesundbrunnen (ab 06:16),5
06:40,06:40,ICE 1003,Berlin Gesundbrunnen (ab 06:26),5
06:43,06:43,RB 18503,Cottbus Hbf (ab 05:23),8
06:47,06:47,RE 3301,Pasewalk (ab 04:44),4
06:51,06:51,RE 62002,Wittenberge (ab 05:05),3
07:04,07:04,RE 62007,Elsterwerda (ab 05:29),8
07:08,07:08,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),6
07:10,07:10,ICE 750,Berlin Gesundbrunnen (ab 06:56),5
07:13,07:13,IC 60409,Zürich HB (ab 19:59),7
07:13,07:13,NJ 409,Zürich HB (ab 19:59),7
07:14,07:14,RB 18502,Berlin Hbf (ab 07:07),3
07:22 (+1),07:23,ICE 606,Erfurt Hbf (ab 05:25),6
07:23,07:23,RE 4353,Rostock Hbf (ab 04:34),4
07:33 (+106),09:19,EN 40476,Budapest-Nyugati (ab 19:30),7
07:33 (+19),07:52,ICE 2585,Hamburg Hbf (ab 05:30),5
07:33 (+104),09:17,nj 456,Graz Hbf (ab 19:21),7
07:33 (+106),09:19,NJ 456,Graz Hbf (ab 19:21),7
07:35,07:35,RJ 387,Berlin Hbf (ab 07:28),
07:39,07:39,RE 3343,Schwedt(Oder) (ab 06:04),4
07:40,07:40,ICE 1503,Berlin Gesundbrunnen (ab 07:26),5
