Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:04 (+13),RE 3138,Cottbus Hbf (an 01:40),6
00:11,RE 73826,Berlin Zoologischer Garten (an 00:28),7
00:16,RE 62036,Baruth(Mark) (an 00:35),6
00:39,RE 3141,Berlin-Charlottenburg (an 01:00),6
00:43,RB 94796,Berlin-Wannsee (an 01:15),
00:43,RE 1,Bremen Hbf (an 23:05),
01:04,RE 3140,Cottbus Hbf (an 03:00),6
01:16,RE 3742,Berlin Ostkreuz (an 01:20),6
01:38,RE 73752,Brandenburg Hbf (an 02:51),7
01:55,RB 21969,Naumburg(Saale)Hbf (an 14:13),3
04:04,RE 3705,Dessau Hbf (an 05:53),7
04:09 (+1),ICE 646,Köln Hbf (an 09:33),3
04:15 (+1),ICE 277,Chur (an 14:22),6
04:23,RE 2,Mainz Hbf (an 22:08),
04:23,RE 3101,Hennigsdorf(b Berlin) (an 05:23),7
04:23,RE 73751,Frankfurt(Oder) (an 05:29),
04:41,RE 73801,Frankfurt(Oder) (an 05:36),
04:51 (+2),RE 94716,Berlin-Wannsee (an 05:21),7
04:58 (+2),RE 3702,Senftenberg (an 06:41),6
04:58,RE 92402,Lübben(Spreewald) (an 05:56),
05:08 (+7),ICE 946,Köln Hbf (an 10:35),6
05:12,RE 1,Bruchsal (an 07:32),
05:12 (+2),RE 94758,Potsdam Hbf (an 05:51),
05:25,RE 3103,Hennigsdorf(b Berlin) (an 06:23),7
05:25,RE 95005,Berlin-Spandau (an 05:54),
05:28,RB 94753,Frankfurt(Oder) (an 06:35),
05:28,RE 94753,Frankfurt(Oder) (an 06:35),
05:38,RE 2,Bingen(Rhein) Hbf (an 22:11),
05:38,RE 3102,Cottbus Hbf (an 06:56),1
05:49,RE 93719,Berlin Zoologischer Garten (an 06:07),
05:49 (+2),RE 94718,Berlin-Wannsee (an 06:20),7
05:56,ICE 240,Amsterdam Centraal (an 11:59),
05:57 (+1),RE 3704,Senftenberg (an 07:41),1
05:57,RE 95111,Lübbenau(Spreewald) (an 07:03),
05:59 (+3),EC 41,Warszawa Wschodnia (an 11:15),3
06:11,RE 94713,Frankfurt(Oder) (an 07:18),1
06:12 (+2),RE 94760,Berlin-Wannsee (an 06:41),3
06:15 (+1),ICE 279,Interlaken Ost (an 15:59),6
06:21 (+1),ICE 644,Köln Hbf (an 11:32),7
06:25 (+7),RE 3105,Hennigsdorf(b Berlin) (an 07:23),6
06:38,RE 3104,Cottbus Hbf (an 07:57),1
06:42 Ausfall,ICE 1548,Köln Hbf (an 12:16),3
06:48,RE 94755,Frankfurt(Oder) (an 07:47),
06:49,RE 92078,Berlin-Wannsee (an 07:20),
