Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:08,00:08,RB 21962,Flughafen BER (ab 23:46),8
00:15,00:15,RB 62086,Baruth(Mark) (ab 23:19),7
00:19,00:19,RE 3360,Teltow (ab 00:00),
00:19,00:19,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:52),6
00:23 (+34),00:57,ICE 1500,München Hbf (ab 18:34),5
00:23,00:23,RB 21964,Ludwigsfelde (ab 23:32),8
00:30 (+83),01:53,ICE 592,München Hbf (ab 16:45),7
00:30,00:30,RE 3319,Stralsund Hbf (ab 21:10),4
00:36,00:36,RE 62038,Wismar (ab 21:21),2
00:36,00:36,RE 8,Nauen (ab 00:05),
00:46,00:46,RJ 2579,Hamburg-Harburg (ab 22:41),
00:53 (+31),01:24,RJ 479,Hamburg-Harburg (ab 22:41),4
00:58,00:58,ICE 947,Düsseldorf Hbf (ab 19:50),2
00:58,00:58,ICE 957,Düsseldorf Hbf (ab 19:50),2
01:33 (+35),02:08,RE 3361,Schwedt(Oder) (ab 00:04),
01:44,01:44,RB 21800,Flughafen BER (ab 01:22),
01:49,01:49,RB 62087,Nauen (ab 01:13),
02:00,02:00,RE 3362,Lutherstadt Wittenberg Hbf (ab 00:34),
02:43,02:43,FEX,Blankenfelde(Teltow-Fläming) (ab 23:09),
02:43,02:43,RB 21802,Flughafen BER (ab 02:22),
02:47,02:47,RB 62089,Nauen (ab 02:11),
03:44,03:44,RB 62091,Nauen (ab 03:08),
04:23,04:23,FEX,Eberswalde Hbf (ab 04:03),
04:25,04:25,ICE 646,Berlin Südkreuz (ab 04:18),
04:31,04:31,ICE 277,Berlin Südkreuz (ab 04:25),
04:40,04:40,RE 62040,Nauen (ab 04:03),
04:45,04:45,RE 3369,Eberswalde Hbf (ab 04:03),
05:04 (+7),05:11,RJ 478,Praha hl.n. (ab 00:33),5
05:21,05:21,ICE 593,Berlin Gesundbrunnen (ab 05:16),4
05:25,05:25,ICE 608,Berlin Südkreuz (ab 05:20),
05:29,05:29,RE 3341,Schwedt(Oder) (ab 04:04),
05:31,05:31,ICE 946,Berlin Südkreuz (ab 05:26),7
05:32,05:32,ICE 1501,Berlin Gesundbrunnen (ab 05:26),4
05:36,05:36,RE 62000,Wittenberge (ab 04:05),
05:43 Ausfall,--:--,RE 3504,Berlin Südkreuz (ab 05:34),6
05:48 (+65),06:53,ICE 1541,Köln Hbf (ab 23:27),3
05:48 (+70),06:58,ICE 2925,Hannover Hbf (ab 02:52),3
05:52,05:52,RE 3167,Jüterbog (ab 05:02),
05:53,05:53,RE 18501,Cottbus Hbf (ab 04:24),
