Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:00 (+3),00:03,ICE 809,Hamburg-Altona (ab 21:36),4
00:05,00:05,RB 62086,Baruth(Mark) (ab 23:19),
00:10,00:10,RE 3360,Lutherstadt Wittenberg Hbf (ab 22:52),
00:10,00:10,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:52),
00:13,00:13,RB 21964,Ludwigsfelde (ab 23:32),
00:16 (+11),00:27,ICE 1500,München Hbf (ab 20:21),7
00:20,00:20,ICE 1540,Berlin Hbf (ab 23:46),
00:29 (+6),00:35,ICE 947,Düsseldorf Hbf (ab 19:50),5
00:30 (+20),00:50,ICE 592,München Hbf (ab 16:45),6
00:47,00:47,RE 3363,Berlin Hbf (ab 00:40),
00:59,00:59,RB 21967,Berlin Hbf (ab 00:52),
01:59,01:59,RB 21969,Berlin Hbf (ab 01:52),
03:44 (+1),03:45,RB 21805,Berlin Hbf (ab 03:37),
04:29,04:29,RB 21809,Berlin Hbf (ab 04:22),
04:52,04:52,RE 62040,Nauen (ab 04:03),3
05:04,05:04,RE 62003,Baruth(Mark) (ab 04:19),8
05:08,05:08,RE 3302,Jüterbog (ab 04:22),6
05:23,05:23,RE 4351,Reuterstadt Stavenhagen (ab 20:05),4
05:32,05:32,ICE 2837,Hamburg Dammtor (ab 16:53),
05:32,05:32,ICE 593,Berlin Gesundbrunnen (ab 05:16),5
05:39,05:39,RE 3341,Schwedt(Oder) (ab 04:04),4
05:40 (+1),05:41,ICE 1501,Berlin Gesundbrunnen (ab 05:26),5
05:42 (+2),05:44,RE 3167,Jüterbog (ab 05:02),
05:43 (+1),05:44,RB 18501,Cottbus Hbf (ab 04:24),
05:47,05:47,ICE 1541,Köln Hbf (ab 22:46),
05:49 (+3),05:52,RE 62000,Wittenberge (ab 04:05),3
06:05,06:05,RE 62005,Elsterwerda (ab 04:29),8
06:09 (+1),06:10,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),
06:13,06:13,RE 3164,Stendal Hbf (ab 04:48),
06:14,06:14,RB 18500,Berlin Hbf (ab 06:07),
06:23,06:23,RE 3503,Neubrandenburg (ab 04:27),4
06:24,06:24,ICE 904,München Hbf (ab 23:08),6
06:29,06:29,RB 21825,Berlin Hbf (ab 06:22),
06:33 (+3),06:36,ICE 503,Berlin Gesundbrunnen (ab 06:16),5
06:40,06:40,ICE 1003,Berlin Gesundbrunnen (ab 06:26),5
06:41 (+2),06:43,RE 3147,Falkenberg(Elster) (ab 05:14),
06:43 (+7),06:50,RB 18503,Cottbus Hbf (ab 05:23),
06:47,06:47,RE 3301,Pasewalk (ab 04:44),4
06:51 (+10),07:01,RE 62002,Wittenberge (ab 05:05),
07:04,07:04,RE 62007,Elsterwerda (ab 05:29),8
07:08,07:08,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),6
07:13 (+179),10:12,IC 60409,Zürich HB (ab 19:59),7
07:13 (+179),10:12,NJ 409,Zürich HB (ab 19:59),7
07:14,07:14,RB 18502,Berlin Hbf (ab 07:07),
07:15,07:15,RE 3146,Stendal Hbf (ab 05:48),
07:22 (+6),07:28,ICE 606,Erfurt Hbf (ab 05:25),6
07:23,07:23,RE 4353,Rostock Hbf (ab 04:34),
07:29,07:29,RE 21833,Berlin Hbf (ab 07:22),
07:32,07:32,ICE 595,Berlin Hbf (ab 07:27),5
07:33 (+2),07:35,EN 40476,Budapest-Nyugati (ab 19:30),7
07:33 (+2),07:35,NJ 456,Graz Hbf (ab 19:21),7
07:35 (+15),07:50,EC 171,Hamburg-Altona (ab 05:17),3
07:35 (+15),07:50,RJ 171,Hamburg-Altona (ab 05:17),3
07:39,07:39,RE 3343,Schwedt(Oder) (ab 06:04),
07:40 (+2),07:42,ICE 1503,Berlin Gesundbrunnen (ab 07:26),5
07:42 (+4),07:46,RE 3169,Jüterbog (ab 07:02),6
07:43,07:43,RB 18505,Cottbus Hbf (ab 06:12),
07:49,07:49,RE 62004,Wismar (ab 04:26),3
07:51 (+8),07:59,ICE 649,Hannover Hbf (ab 05:50),
07:58 (+15),08:13,ICE 2858,Frankfurt(M) Flughafen Fernbf (ab 03:09),
08:05 (+18),08:23,ICE 698,München Hbf (ab 22:38),6
08:05,08:05,RE 62009,Elsterwerda (ab 06:40),8
08:13 (+6),08:19,RE 3166,Stendal Hbf (ab 06:47),
08:14,08:14,RB 18504,Berlin Hbf (ab 08:07),3
08:20 (+13),08:33,RJ 870,Dresden Hbf (ab 06:53),8
08:21 (+29),08:50,ICE 2823,Hannover Hbf (ab 06:09),
