Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:08 (+26),00:34,ICE 947,Köln Hbf (ab 19:27),5
00:21,00:21,RE 62038,Wismar (ab 21:21),5
00:21,00:21,RE 8,Neustadt(Dosse) (ab 05:24),
01:03,01:03,RE 3165,Berlin Hbf (ab 00:53),3
01:39 (+9),01:48,ICE 274,Basel SBB (ab 18:16),6
01:58 (+10),02:08,ICE 647,Köln Hbf (ab 21:26),
02:34,02:34,RB 62089,Nauen (ab 02:11),
03:08,03:08,RB 10,Berlin Hbf (ab 02:57),
03:08,03:08,RE 62090,Berlin Hbf (ab 02:57),
04:16,04:16,RB 18241,Berlin Gesundbrunnen (ab 04:02),4
04:27,04:27,RE 62040,Nauen (ab 04:03),6
04:33,04:33,RE 62001,Berlin Hbf (ab 04:22),3
04:38 (+4),04:42,ICE 2820,Berlin Südkreuz (ab 04:18),4
04:38 (+4),04:42,ICE 646,Berlin Südkreuz (ab 04:18),4
04:42 (+3),04:45,ICE 277,Berlin Südkreuz (ab 04:25),3
04:52,04:52,RE 3144,Rathenow (ab 04:09),6
04:53,04:53,RE 3101,Berlin Gesundbrunnen (ab 04:38),3
05:04,05:04,RE 3102,Nauen (ab 04:39),5
05:04,05:04,RE 3145,Berlin Hbf (ab 04:54),4
05:13,05:13,RE 3604,Berlin-Charlottenburg (ab 05:06),3
05:20,05:20,RE 62000,Wittenberge (ab 04:05),5
05:27,05:27,RB 18240,Potsdam Hbf (ab 04:36),
05:28,05:28,RB 18243,Berlin Gesundbrunnen (ab 05:14),
05:35 Ausfall,--:--,RB 18601,Nauen (ab 05:11),5
05:35,05:35,RE 62003,Baruth(Mark) (ab 04:19),4
05:40 (+5),05:45,ICE 2804,Berlin Südkreuz (ab 05:20),
05:40 (+5),05:45,ICE 608,Berlin Südkreuz (ab 05:20),
05:42 (+42),06:24,ICE 1272,Frankfurt(Main)Hbf (ab 23:35),6
05:42 (+1),05:43,RE 3601,Neuruppin West (ab 04:26),5
05:45 (+30),06:15,ICE 946,Berlin Südkreuz (ab 05:26),3
05:52,05:52,RE 3103,Königs Wusterhausen (ab 04:58),3
05:52,05:52,RE 3164,Stendal Hbf (ab 04:48),6
06:04,06:04,RE 3104,Nauen (ab 05:39),5
06:04,06:04,RE 3167,Jüterbog (ab 05:02),4
06:13,06:13,RE 3606,Berlin-Charlottenburg (ab 06:02),3
06:20,06:20,RE 62002,Wittenberge (ab 05:05),5
06:24 (+4),06:28,ICE 240,Berlin Südkreuz (ab 06:05),3
06:27,06:27,RB 18242,Potsdam Hbf (ab 05:36),5
06:28,06:28,RB 18245,Berlin-Charlottenburg (ab 06:22),4
06:35,06:35,RB 18603,Nauen (ab 06:11),
06:35,06:35,RE 62005,Elsterwerda (ab 04:29),3
06:43 (+6),06:49,ICE 279,Berlin Südkreuz (ab 06:20),4
06:43,06:43,RE 3603,Wittstock(Dosse) (ab 04:52),
06:43 (+75),07:58,RE 3605,Wittstock(Dosse) (ab 04:52),
06:52 (+1),06:53,RE 3146,Stendal Hbf (ab 05:48),6
06:52,06:52,RE 4,Berlin Jungfernheide (ab 05:00),
06:54 (+1),06:55,RE 3105,Cottbus Hbf (ab 04:57),3
07:04,07:04,RE 3106,Nauen (ab 06:39),5
07:04,07:04,RE 3147,Falkenberg(Elster) (ab 05:14),4
07:09,07:09,ICE 9590,Berlin Gesundbrunnen (ab 06:58),
07:10 Ausfall,--:--,RE 3608,Berlin-Charlottenburg (ab 07:03),3
07:20,07:20,RE 62004,Wismar (ab 04:16),5
07:27,07:27,RB 18244,Potsdam Hbf (ab 06:36),5
07:31 Ausfall,--:--,ICE 649,Hannover Hbf (ab 05:50),6
07:31,07:31,RE 62007,Elsterwerda (ab 05:29),3
07:35 (+3),07:38,RB 18605,Nauen (ab 07:11),5
07:42 (+26),08:08,RE 3607,Wittenberge (ab 05:05),5
07:52 (+1),07:53,RE 3166,Stendal Hbf (ab 06:47),6
07:54 (+15),08:09,RE 3107,Cottbus Hbf (ab 06:03),3
07:57 (+7),08:04,ICE 851,Hannover Hbf (ab 06:09),5
07:57 (+20),08:17,ICE 944,Berlin Hbf (ab 07:47),4
08:04,08:04,RE 3108,Nauen (ab 07:39),5
08:04 (+1),08:05,RE 3169,Jüterbog (ab 07:02),4
08:04,08:04,RE 92408,Nauen (ab 07:39),
08:10 (+1),08:11,ICE 2847,Hannover Hbf (ab 05:27),4
08:13 (+15),08:28,RE 3610,Berlin-Charlottenburg (ab 08:02),3
08:20 (+7),08:27,RE 62006,Wittenberge (ab 07:05),5
08:24 (+71),09:35,ICE 148,Berlin Südkreuz (ab 08:06),3
08:27,08:27,RB 18246,Potsdam Hbf (ab 07:36),5
