Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:01,RE 3359,Jüterbog (an 01:01),4
00:05 (+49),ICE 705,Berlin Südkreuz (an 00:12),3
00:16 (+3),RE 3359,Jüterbog (an 01:19),4
00:22,RE 3366,Schwedt(Oder) (an 02:22),6
00:25,RB 62086,Berlin-Spandau (an 00:35),7
00:29 (+109),ICE 947,Berlin Ostbahnhof (an 00:36),11
00:32,ICE 273,Zürich HB (an 10:00),
00:40,RE 3,Passau Hbf (an 23:37),
00:40,RE 3363,Halle(Saale)Hbf (an 03:12),
00:47,RB 56816,Berlin Südkreuz (an 00:53),
00:47,RE 56816,Berlin Südkreuz (an 00:53),1
00:47,RE 85,Hanau Hbf (an 09:01),
00:47,RE 93036,Berlin Südkreuz (an 00:53),
00:52,RE 2,Dresden Hbf (an 08:33),
00:52,RE 3140,Cottbus Hbf (an 02:40),
00:53,RE 3165,Berlin-Spandau (an 01:03),
01:21,ICE 1500,Berlin Gesundbrunnen (an 01:25),5
01:22,RE 94791,Berlin Ostbahnhof (an 01:33),
01:50,RE 73752,Berlin-Wannsee (an 03:10),
02:09,RE 3362,Eberswalde Hbf (an 02:48),6
02:30,RE 3703,Berlin-Wannsee (an 02:48),
03:03,RE 62090,Berlin-Spandau (an 03:14),
03:07,RE 1,Magdeburg Hbf (an 21:50),
03:57,RB 10,Koblenz Hbf (an 08:06),
03:57,RE 62092,Berlin-Spandau (an 04:09),
04:18,RE 3340,Stralsund Hbf (an 08:45),
04:25,RE 62047,Berlin-Spandau (an 04:35),
04:28 (+1),ICE 646,Köln Hbf (an 09:34),
04:39,ICE 1706,Hamburg Hbf (an 07:11),
04:47,RE 3369,Berlin Südkreuz (an 04:53),4
04:47,RE 62040,Elsterwerda (an 06:29),1
05:03,RE 94716,Berlin-Wannsee (an 05:21),
05:09,RE 4,Singen(Hohentwiel) (an 20:43),
05:10,RB 56801,Schwerin Hbf (an 07:48),6
05:10,RE 56801,Schwerin Hbf (an 07:48),6
05:16,RE 94753,Berlin Ostbahnhof (an 05:26),11
05:22 (+1),RE 3302,Stralsund Hbf (an 08:45),5
05:24,RE 94758,Potsdam Hbf (an 05:51),13
05:25,RE 62003,Berlin-Spandau (an 05:38),
05:25,RE 8,Hannover Hbf (an 23:38),
05:26,RE 2,Bingen(Rhein) Hbf (an 22:11),
05:26,RE 3102,Cottbus Hbf (an 06:56),11
05:27 (+3),ICE 946,Köln Hbf (an 10:35),14
05:32,RE 3341,Luckenwalde (an 06:27),2
05:36 (+1),ICE 1501,München Hbf (an 09:41),4
05:37 (+3),RE 3103,Berlin-Spandau (an 05:54),
05:42 (+3),ICE 2838,Kassel-Wilhelmshöhe (an 08:34),6
05:42 (+6),ICE 608,Hamburg Hbf (an 08:15),6
05:43 (+2),RE 62000,Berlin Südkreuz (an 05:49),
05:45,RE 3704,Lübbenau(Spreewald) (an 07:03),12
05:45,RE 95111,Lübbenau(Spreewald) (an 07:03),
05:46,RE 3504,Stralsund Hbf (an 08:51),5
05:47,RB 62050,Berlin-Spandau (an 05:59),7
05:52 (+1),ICE 279,Interlaken Ost (an 15:59),
05:54,RE 3167,Schorndorf (an 17:09),7
05:58,RB 18500,Lübbenau(Spreewald) (an 07:18),
05:59,ICE 240,Amsterdam Centraal (an 11:59),6
05:59 (+6),RE 94713,Erkner (an 06:31),11
06:01,RE 94718,Berlin-Wannsee (an 06:20),14
06:07,RE 3164,Berlin Südkreuz (an 06:13),2
06:14,RB 62051,Berlin Südkreuz (an 06:21),1
06:15,RE 3503,Sargans (an 22:24),4
06:18,ES 453,Praha hl.n. (an 10:51),11
06:23 (+1),RE 3342,Schwedt(Oder) (an 07:55),6
06:24 (+1),RE 94760,Potsdam Hbf (an 06:51),
06:25,RE 62005,Berlin-Spandau (an 06:35),7
06:26,RE 3104,Cottbus Hbf (an 07:57),12
06:29,ICE 2523,Leipzig Hbf (an 07:45),
06:33 (+1),ICE 644,Köln Hbf (an 11:32),14
06:33 (+2),ICE 904,Berlin Gesundbrunnen (an 06:37),5
06:36 (+1),ICE 1003,München Hbf (an 10:45),4
06:37 (+1),ICE 1704,Hamburg Hbf (an 09:18),7
06:37 (+1),RE 3105,Berlin-Spandau (an 06:54),14
06:37 (+2),RE 94755,Berlin Ostbahnhof (an 06:46),
06:40,RE 3,Erfurt Hbf (an 21:00),
06:40,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),2 A - D
06:43,IC 2432,Norddeich Mole (an 14:20),
06:44,RE 62002,Elsterwerda (an 08:31),2 D - G
06:46 (+6),RE 3706,Berlin Ostbahnhof (an 06:56),11
06:46 (+3),RE 4352,Rostock Hbf (an 09:21),5
06:48,RB 62052,Berlin-Spandau (an 06:59),7
06:51,ICE 1272,Frankfurt(M) Flughafen Fernbahnhof (an 23:19),12
06:54 (+1),RE 3147,Berlin-Spandau (an 07:04),7
06:57 (+154),FLX 1235,Stuttgart Hbf (an 13:46),1
06:57 Ausfall,ICE 1548,Köln Hbf (an 12:13),14
06:58 (+5),ICE 938,Ostseebad Binz (an 10:33),6
06:59,RE 94715,Erkner (an 07:31),
07:00,RB 18502,Lübbenau(Spreewald) (an 08:15),1
07:00,RE 20,Cottbus Hbf (an 22:48),
07:01,RE 92078,Berlin-Wannsee (an 07:20),
07:01,RE 94720,Berlin-Wannsee (an 07:20),
07:06 (+1),ICE 595,München Hbf (an 15:14),4
07:09,RE 3146,Berlin Südkreuz (an 07:15),2
07:14,RB 62053,Berlin Südkreuz (an 07:21),1
07:14,RE 4353,Berlin Südkreuz (an 07:23),4
07:14,RE 5,Biberach(Riß) (an 08:07),
07:15 (+16),RE 3711,Dessau Hbf (an 08:53),13
07:20 (+14),ICE 2595,Frankfurt(Main)Hbf (an 12:12),
07:22 (+1),RE 3304,Stralsund Hbf (an 10:44),6
07:24,RE 62007,Berlin-Spandau (an 07:39),7
07:24,RE 75851,Potsdam Hbf (an 07:51),
07:24 (+1),RE 94762,Potsdam Hbf (an 07:51),
07:26,RE 3106,Cottbus Hbf (an 08:56),12
07:28 (+1),RJ 171,Praha hl.n. (an 11:25),3
07:29 (+16),ICE 944,Köln Hbf (an 12:33),14
07:32,RE 3343,Luckenwalde (an 08:27),2
07:36 (+5),IC 2274,Rostock Hbf (an 09:37),5
07:36 (+11),ICE 1503,München Hbf (an 11:43),4
07:37 (+1),RE 3107,Hennigsdorf(b Berlin) (an 08:23),14
07:38 (+1),ICE 606,Hamburg-Altona (an 10:24),6
07:43,RE 62004,Baruth(Mark) (an 08:36),2
07:46 (+1),RE 3506,St. Gallen(CH) (an 23:34),6
07:46 (+1),RE 3708,Senftenberg (an 09:41),11
07:46,RE 94008,Lübbenau(Spreewald) (an 09:03),
07:48,RB 62054,Berlin-Spandau (an 07:59),7
07:52 (+1),ICE 371,Basel SBB (an 15:48),
07:54,RE 3169,Stendal Hbf (an 09:30),7
07:59,RE 93718,Berlin Ostbahnhof (an 08:09),
08:00 (+3),ICE 148,Amsterdam Centraal (an 14:01),7
08:00,RB 18504,Lübbenau(Spreewald) (an 09:15),2
08:01,RE 33682,Berlin-Wannsee (an 08:20),
08:01,RE 94722,Berlin-Wannsee (an 08:20),
08:07 (+1),FLX 1320,Köln Hbf (an 13:41),6
08:07,RE 3166,Berlin Südkreuz (an 08:13),2
08:14,RB 62055,Berlin Südkreuz (an 08:21),1
08:15,RE 3713,Dessau Hbf (an 09:53),13
08:15,RE 7,Berlin-Wannsee (an 22:35),
08:16 (+24),RE 3505,Sargans (an 23:24),3
08:17 (+4),IC 2474,Ostseebad Binz (an 11:59),4
08:18 (+1),ICE 642,Köln Hbf (an 13:34),14
08:21,ICE 851,Berlin Ostbahnhof (an 08:28),11
08:23 (+27),FLX 1337,Basel Bad Bf (an 17:11),1
