Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:00 (+168),02:48,ICE 276,Berlin Südkreuz (an 00:06),3
00:22,00:22,RE 3360,Eberswalde Hbf (an 01:04),
00:22,00:22,RE 3366,Eberswalde Hbf (an 01:04),6
00:29 (+3),00:32,ICE 1500,Berlin Gesundbrunnen (an 00:33),5
00:32 (+197),03:49,ICE 947,Berlin Südkreuz (an 00:37),2
00:32 (+197),03:49,ICE 957,Berlin Südkreuz (an 00:37),2
00:40,00:40,RE 3363,Berlin Südkreuz (an 00:47),
00:52,00:52,RB 21967,Naumburg(Saale)Hbf (an 12:50),
00:53,00:53,RE 3165,Schorndorf (an 16:39),3
01:30 (+9),01:39,RJ 479,Praha hl.n. (an 05:25),4
01:34 (+82),02:56,ICE 657,Berlin Südkreuz (an 01:40),3
02:57,02:57,RB 10,Frankfurt(Main)Hbf (an 20:04),
02:57,02:57,RE 62090,Falkensee (an 03:20),7
03:57,03:57,RB 10,Frankfurt(Main)Hbf (an 19:04),
04:18,04:18,RE 3,Dortmund Hbf (an 23:56),
04:18,04:18,RE 3340,Schwedt(Oder) (an 05:50),5
04:22,04:22,RE 62001,Wismar (an 07:27),7
04:22,04:22,RE 8,Hannover Hbf (an 23:38),
04:28 (+2),04:30,ICE 646,Düsseldorf Hbf (an 09:20),4
04:34,04:34,ICE 277,Chur (an 14:22),7
04:45,04:45,EC 41,Warszawa Wschodnia (an 11:15),
04:46,04:46,RE 4350,Rostock Hbf (an 07:23),6
04:46,04:46,RE 5,Kassel-Wilhelmshöhe (an 20:18),
04:54,04:54,RE 3145,Berlin-Spandau (an 05:04),
04:54,04:54,RE 4,Karlsruhe Hbf (an 21:53),
05:02 (+2),05:04,ICE 656,Köln Hbf (an 10:06),6
05:09,05:09,RE 3144,Falkenberg(Elster) (an 06:44),2
05:09,05:09,RJ 478,Hamburg-Altona (an 07:26),5
05:22,05:22,RE 3302,Stralsund Hbf (an 08:45),5
05:25,05:25,RE 62003,Wittenberge (an 06:56),7
05:27,05:27,ICE 279,Interlaken Ost (an 15:59),7
05:27,05:27,ICE 593,München Hbf (an 13:15),4
05:29 (+2),05:31,ICE 2814,Ludwigslust (an 06:37),
05:29 (+2),05:31,ICE 608,Hamburg-Altona (an 07:41),6
05:32,05:32,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),2
05:35 (+3),05:38,ICE 2946,Düsseldorf Hbf (an 10:08),
05:35 (+4),05:39,ICE 946,Düsseldorf Hbf (an 10:08),7
05:35 (+4),05:39,ICE 956,Köln Hbf (an 10:12),7
05:36,05:36,ICE 1501,München Hbf (an 09:41),4
05:43,05:43,RE 62000,Elsterwerda (an 07:15),2
05:46,05:46,RE 3504,Stralsund Hbf (an 08:51),6
05:52 (+1),05:53,ICE 701,Graz Hbf (an 13:15),3
05:54,05:54,RE 3167,Schorndorf (an 17:09),7
06:07,06:07,RB 18500,Lübbenau(Spreewald) (an 07:16),1
06:07,06:07,RE 20,Cottbus Hbf (an 22:48),
06:07,06:07,RE 3164,Berlin Südkreuz (an 06:13),
06:09,06:09,ICE 808,Hamburg-Altona (an 08:24),7
06:12,06:12,RJ 251,Villach Hbf (an 18:27),3
06:12,06:12,RJX 251,Villach Hbf (an 18:27),3
06:14 (+1),06:15,ICE 240,Amsterdam Centraal (an 11:59),6
06:21,06:21,RE 62005,Wismar (an 09:37),7
06:22,06:22,RB 21825,Berlin Südkreuz (an 06:29),
06:23,06:23,RE 3342,Angermünde (an 07:23),
06:29,06:29,ICE 503,München Hbf (an 11:07),3
06:35,06:35,EC 43,Warszawa Wschodnia (an 13:15),
06:36 (+2),06:38,ICE 1003,München Hbf (an 10:45),4
06:40,06:40,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),2 A - D
06:44,06:44,RE 62002,Elsterwerda (an 08:31),2 D - G
06:46,06:46,RE 4352,Rostock Hbf (an 09:23),5
06:47 (+1),06:48,ICE 644,Düsseldorf Hbf (an 11:11),6
06:54,06:54,RE 3147,Berlin-Spandau (an 07:04),
07:04,07:04,ICE 654,Köln Hbf (an 12:17),7
07:06,07:06,ICE 9590,Paris Est (an 14:51),4
07:07,07:07,RB 18502,Lübbenau(Spreewald) (an 08:14),1
07:18,07:18,RE 62007,Wittenberge (an 08:56),5
07:22,07:22,RE 3304,Stralsund Hbf (an 10:44),
07:27 (+16),07:43,ICE 371,Basel SBB (an 15:48),8
07:27 (+2),07:29,ICE 595,München Hbf (an 15:14),4
07:28 (+28),07:56,RJ 387,Praha hl.n. (an 11:25),3
07:35,07:35,EC 59,Przemyśl Główny (an 18:48),
