Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:06 (+21),RE 73749,Eisenhüttenstadt (an 01:41),1
00:10,RB 21962,Berlin Hbf (an 00:16),
00:15,RE 73826,Berlin Zoologischer Garten (an 00:28),
00:21,RE 3745,Bad Belzig (an 01:31),2
00:21,RE 7,Flensburg (an 23:45),
00:43,RE 3141,Berlin-Charlottenburg (an 01:00),2
00:48,RE 73796,Magdeburg Hbf (an 02:48),
00:58 (+1),RB 21968,Berlin-Charlottenburg (an 01:13),2
01:00,RE 3140,Cottbus Hbf (an 02:40),1
01:11,RE 3742,Berlin Ostkreuz (an 01:20),1
01:43,RB 94752,Berlin Hbf (an 01:48),
01:43,RE 73752,Berlin Hbf (an 01:48),
01:49,RE 21800,Berlin Hbf (an 01:54),
01:50,RB 21969,Flughafen BER (an 02:15),1
02:23,RE 3701,Berlin Hbf (an 02:29),
02:23,RE 3703,Berlin Hbf (an 02:29),
02:49,RE 21802,Berlin Hbf (an 02:54),
03:00,RE 73754,Magdeburg Hbf (an 05:08),
04:08,RE 3705,Bad Belzig (an 05:17),
04:17,RE 73751,Frankfurt(Oder) (an 05:29),
04:27,RE 2,Düsseldorf Flughafen (an 07:45),
04:27,RE 3101,Berlin-Spandau (an 04:53),
04:32,RE 73756,Brandenburg Hbf (an 05:33),
04:37,RE 73801,Frankfurt(Oder) (an 05:36),
04:56,RE 73716,Magdeburg Hbf (an 06:50),
05:08,RE 3707,Dessau Hbf (an 06:53),2
05:08,RE 93007,Berlin-Wannsee (an 05:34),
05:16,RE 73758,Brandenburg Hbf (an 06:19),
05:29,RE 3103,Hennigsdorf(b Berlin) (an 06:23),2
05:29,RE 92303,Berlin-Spandau (an 05:54),
05:33,RE 3102,Cottbus Hbf (an 06:56),1
05:52,RE 3704,Senftenberg (an 07:41),1
05:54 (+1),RE 73718,Magdeburg Hbf (an 07:50),2
06:06,RE 94713,Frankfurt(Oder) (an 07:18),
06:08,RE 3709,Bad Belzig (an 07:17),
06:16,RE 73760,Brandenburg Hbf (an 07:19),2
06:29,RE 3105,Hennigsdorf(b Berlin) (an 07:23),2
06:33,RE 3104,Cottbus Hbf (an 07:57),1
06:43,RE 73755,Frankfurt(Oder) (an 07:47),1
06:53,RE 3706,Schönwalde(Spreewald) (an 07:49),1
06:54 (+1),RE 73720,Magdeburg Hbf (an 08:50),2
07:06 (+1),RE 73715,Frankfurt(Oder) (an 08:20),1
07:08 (+2),RE 3711,Dessau Hbf (an 08:53),2
07:16,RE 73762,Brandenburg Hbf (an 08:23),2
07:29,RE 3107,Berlin-Spandau (an 07:54),
07:29,RE 91000,Berlin-Spandau (an 07:54),
07:33,RE 3106,Cottbus Hbf (an 08:56),1
07:43,RE 73757,Frankfurt(Oder) (an 08:43),1
07:44,RB 18146,Berlin-Wannsee (an 08:10),
07:53,RE 3708,Senftenberg (an 09:41),1
07:54 (+5),RE 73722,Magdeburg Hbf (an 09:50),2
08:06 (+2),RE 73717,Frankfurt(Oder) (an 09:18),1
08:08,RE 3713,Dessau Hbf (an 09:53),2
08:16,RE 73764,Brandenburg Hbf (an 09:19),2
08:29,RE 3109,Hennigsdorf(b Berlin) (an 09:23),2
08:33,RE 3108,Cottbus Hbf (an 09:55),1
08:43,RE 73759,Frankfurt(Oder) (an 09:43),1
08:44,RB 18148,Berlin-Wannsee (an 09:10),
08:53,RE 3710,Senftenberg (an 10:41),1
08:54 (+1),RE 73724,Magdeburg Hbf (an 10:50),2
09:06,RE 73719,Frankfurt(Oder) (an 10:18),1
09:08 (+1),RE 3715,Dessau Hbf (an 10:53),2
09:16 (+1),RE 73766,Brandenburg Hbf (an 10:19),2
09:29,RE 3111,Hennigsdorf(b Berlin) (an 10:23),2
09:29,RE 91003,Berlin Hbf (an 09:35),
09:33,RE 3110,Cottbus Hbf (an 10:55),1
09:43 (+1),RE 73761,Frankfurt(Oder) (an 10:43),1
09:44,RB 18150,Berlin-Wannsee (an 10:10),
09:53,RE 3712,Senftenberg (an 11:41),1
09:54 (+3),RE 73726,Magdeburg Hbf (an 11:50),2
10:06 (+10),RE 73721,Frankfurt(Oder) (an 11:18),1
10:08 (+2),RE 3717,Dessau Hbf (an 11:53),2
10:16,RE 73768,Brandenburg Hbf (an 11:19),2
10:29,RE 3113,Hennigsdorf(b Berlin) (an 11:23),2
10:29,RE 92313,Berlin Hbf (an 10:35),
10:33,RE 3112,Cottbus Hbf (an 11:55),1
10:43,RE 73763,Frankfurt(Oder) (an 11:43),1
10:53 (+4),RE 3714,Senftenberg (an 12:41),1
10:54 (+2),RE 73728,Magdeburg Hbf (an 12:50),2
11:06 (+6),RE 73723,Frankfurt(Oder) (an 12:18),1
11:08 (+3),RE 3719,Dessau Hbf (an 12:53),2
11:16,RE 73770,Brandenburg Hbf (an 12:19),2
11:29,RE 3115,Hennigsdorf(b Berlin) (an 12:23),2
11:29,RE 92315,Berlin-Spandau (an 11:54),
11:33,RE 3114,Cottbus Hbf (an 12:55),1
11:43 (+3),RE 73765,Frankfurt(Oder) (an 12:43),1
