Ankunft,Zugnr.,von (Abfahrt),Gleis
18:38 (+1),RE 3730,Dessau Hbf (ab 17:05),2
18:40 (+40),IC 2431,Emden  Außenhafen (ab 12:01),3
18:42,RE 3129,Cottbus Hbf (ab 17:03),4
18:56 (+31),ICE 1549,Köln Hbf (ab 13:34),2
19:07,RE 94744,Frankfurt(Oder) (ab 17:38),
19:18,RE 3130,Hennigsdorf(b Berlin) (ab 18:35),2
19:20 (+54),RE 3735,Senftenberg (ab 17:14),3
19:38 (+15),RE 3732,Dessau Hbf (ab 18:05),2
19:42,RE 3131,Cottbus Hbf (ab 18:03),4
19:46,RB 73822,Berlin Ostbahnhof (ab 19:30),2
20:00 (+1),ICE 540,Berlin Ostbahnhof (ab 19:42),4
20:07,RE 94746,Frankfurt(Oder) (ab 18:38),
20:18,RE 3132,Hennigsdorf(b Berlin) (ab 19:35),2
20:20 (+13),RE 3737,Senftenberg (ab 18:14),3
20:33 (+5),ICE 679,Berlin Ostbahnhof (ab 20:14),3
20:33 (+1),ICE 794,Karlsruhe Hbf (ab 14:40),2
20:38 (+1),RE 3734,Dessau Hbf (ab 19:05),2
20:42,RE 3133,Cottbus Hbf (ab 19:03),3
20:58 (+2),ICE 1055,Köln Hbf (ab 15:36),1
21:07,RE 73825,Berlin-Charlottenburg (ab 21:04),2
21:07,RE 94748,Frankfurt(Oder) (ab 19:42),
21:14 (+24),ICE 643,Köln Hbf (ab 16:26),2
21:20 (+10),RE 3134,Hennigsdorf(b Berlin) (ab 20:36),2
21:20 (+2),RE 3739,Senftenberg (ab 19:14),3
21:33 (+1),ICE 278,Basel SBB (ab 14:16),2
21:38 (+5),RE 3736,Dessau Hbf (ab 20:05),2
21:42 (+7),ICE 840,Berlin Ostbahnhof (ab 21:23),3
21:42,RE 3135,Cottbus Hbf (ab 20:03),4
22:22 (+1),RE 3741,Senftenberg (ab 20:14),4
22:25 (+65),ICE 945,Köln Hbf (ab 17:24),2
22:26 (+31),EC 40,Warszawa Wschodnia (ab 16:49),4
22:33 (+13),ICE 792,Frankfurt(M) Flughafen Fernbahnhof (ab 18:09),2
22:38 (+4),RE 3738,Dessau Hbf (ab 21:05),2
22:42 (+14),RE 3137,Cottbus Hbf (ab 21:03),4
22:46,RE 3136,Hennigsdorf(b Berlin) (ab 22:02),2
23:01,RB 94792,Erkner (ab 22:19),
23:20,RE 3743,Berlin Ostbahnhof (ab 23:04),3
23:24 (+21),ICE 645,Köln Hbf (ab 18:25),2
23:27 (+14),ICE 276,Brig (ab 13:45),2
23:33 (+1),ICE 273,Berlin Ostbahnhof (ab 23:15),3
23:38,RE 3740,Dessau Hbf (ab 22:05),2
23:42 (+2),RE 3139,Cottbus Hbf (ab 22:00),4
23:45,RE 3138,Hennigsdorf(b Berlin) (ab 23:00),2
23:46,ICE 1540,Berlin Ostbahnhof (ab 23:20),3
23:50,RB 21958,Flughafen BER (ab 23:10),4
