Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:24,00:24,RE 3319,Berlin Hbf (an 00:30),6
00:29,00:29,RE 3366,Blönsdorf (an 23:02),
00:41,00:41,RB 56816,Berlin Südkreuz (an 00:53),
00:41,00:41,RE 56816,Berlin Südkreuz (an 00:53),6
02:15 (+1),02:16,RE 3362,Eberswalde Hbf (an 02:48),9
04:14,04:14,RB 18241,Berlin-Spandau (an 04:28),
04:23,04:23,RE 1,Pforzheim Hbf (an 23:47),
04:25,04:25,RE 3340,Eberswalde Hbf (an 04:57),
04:41,04:41,RE 3369,Berlin Südkreuz (an 04:53),
04:54,04:54,RE 4350,Rostock Hbf (an 07:21),
04:54,04:54,RE 5,Köln Messe/Deutz (an 23:33),
04:58,04:58,RE 3702,Lübbenau(Spreewald) (an 06:10),
05:14,05:14,RB 18243,Berlin-Spandau (an 05:28),
05:16,05:16,RB 56801,Schwerin Hbf (an 07:48),9
05:16,05:16,RE 56801,Schwerin Hbf (an 07:48),9
05:24,05:24,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),6
05:26 (+1),05:27,ICE 1501,München Hbf (an 09:41),7
05:32,05:32,RE 3302,Stralsund Hbf (an 08:45),9
05:54,05:54,RE 3504,Stralsund Hbf (an 08:51),10
06:06,06:06,RE 3503,Sargans (an 22:24),6
06:11,06:11,RE 3376,Angermünde (an 07:01),
06:18,06:18,ICE 2523,Leipzig Hbf (an 07:45),
06:24,06:24,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),6
06:32,06:32,RE 3342,Angermünde (an 07:23),10
06:54,06:54,RE 4352,Rostock Hbf (an 09:21),10
07:04,07:04,ICE 938,Ostseebad Binz (an 10:33),
07:06,07:06,RE 4353,Berlin Südkreuz (an 07:23),6
07:11,07:11,IC 2432,Norddeich Mole (an 14:20),
07:14,07:14,RB 18247,Berlin-Spandau (an 07:28),
07:16,07:16,RB 56803,Schwerin Hbf (an 09:48),10
07:16,07:16,RE 56803,Schwerin Hbf (an 09:48),
07:24,07:24,RE 3343,Berlin Südkreuz (an 07:39),6
