Ankunft,Zugnr.,von (Abfahrt),Gleis
00:15 (+4),RE 3366,Britz (ab 01:10),3
04:49,RE 3369,Eberswalde Hbf (ab 04:03),2
05:04,RB 56801,Berlin Südkreuz (ab 05:00),3
05:09,RE 62003,Baruth(Mark) (ab 04:19),4
05:11,RE 3144,Rathenow (ab 04:09),2
05:14,RE 3302,Falkenberg(Elster) (ab 03:40),3
05:16,RE 4351,Neustrelitz Hbf (ab 03:49),2
05:34 Ausfall,RE 3341,Schwedt(Oder) (ab 04:04),1
05:39,RE 3504,Berlin Südkreuz (ab 05:34),3
05:47,RE 3167,Jüterbog (ab 05:02),3
05:49,RB 18501,Cottbus Hbf (ab 04:24),4
06:09,RE 3164,Stendal Hbf (ab 04:48),2
06:15,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),3
06:16,RB 62051,Wustermark (ab 05:39),1
06:17 Ausfall,RE 3503,Neubrandenburg (ab 04:27),2
06:42,RE 3301,Pasewalk (ab 04:44),2
06:46,RE 3147,Falkenberg(Elster) (ab 05:14),3
06:47,RE 62002,Elstal (ab 06:07),1
06:49,RB 18503,Cottbus Hbf (ab 05:23),4
07:09,RE 62007,Elsterwerda (ab 05:29),4
07:11,RE 3146,Stendal Hbf (ab 05:48),2
07:14,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),3
07:16 (+1),RE 4353,Rostock Hbf (ab 04:34),2
07:34,RE 3343,Schwedt(Oder) (ab 06:04),1
07:39,RE 3506,Berlin Südkreuz (ab 07:34),3
07:48,RE 3169,Jüterbog (ab 07:02),3
07:49,RB 18505,Cottbus Hbf (ab 06:12),4
08:03,RB 18504,Berlin Hbf (ab 08:00),1
08:09,RE 3166,Stendal Hbf (ab 06:47),2
08:15 (+1),RE 3344,Halle(Saale)Hbf (ab 05:46),3
08:42,RE 3303,Stralsund Hbf (ab 05:10),2
08:46,RE 3149,Falkenberg(Elster) (ab 07:18),3
08:47,RE 62006,Elstal (ab 08:07),1
09:03,RB 18506,Berlin Hbf (ab 09:00),1
09:09,RE 62011,Elsterwerda (ab 07:29),4
09:11,RE 3148,Rathenow (ab 08:05),2
09:14,RE 3306,Luckenwalde (ab 08:35),3
09:16 (+5),RE 4355,Rostock Hbf (ab 06:37),2
09:34,RE 3345,Schwedt(Oder) (ab 08:04),1
09:39,RE 3508,Berlin Südkreuz (ab 09:34),3
09:47,RE 3171,Jüterbog (ab 09:02),3
09:49,RB 18509,Lübbenau(Spreewald) (ab 08:45),4
10:09,RE 3168,Stendal Hbf (ab 08:47),2
10:16 (+2),RE 3507,Luzern (ab 21:09),2
10:42 (+2),RE 3305,Stralsund Hbf (ab 07:10),2
10:46,RE 3151,Falkenberg(Elster) (ab 09:18),3
10:47,RE 62010,Elstal (ab 10:05),1
11:03,RB 18510,Berlin Hbf (ab 11:00),1
11:09,RE 62015,Elsterwerda (ab 09:29),4
11:11,RE 3150,Rathenow (ab 10:02),2
11:14 (+8),RE 3308,Luckenwalde (ab 10:35),3
11:39,RE 3510,Berlin Südkreuz (ab 11:34),3
11:49,RB 18513,Lübbenau(Spreewald) (ab 10:44),4
11:49,RE 3173,Jüterbog (ab 11:02),3
12:03,RB 18512,Berlin Hbf (ab 12:00),1
12:06,RB 21866,Flughafen BER (ab 11:46),4
12:09,RE 3170,Stendal Hbf (ab 10:32),2
12:11,RE 62017,Baruth(Mark) (ab 11:21),4
12:15 (+1),RE 3348,Lutherstadt Wittenberg Hbf (ab 10:45),3
12:16,RB 62063,Wustermark (ab 11:39),1
12:16 (+5),RE 3509,Stralsund Hbf (ab 09:02),2
12:39,RE 4358,Berlin Südkreuz (ab 12:34),3
12:42 (+1),RE 3307,Stralsund Hbf (ab 09:10),2
12:46 (+3),RE 3153,Falkenberg(Elster) (ab 11:18),3
12:47 (+1),RE 62014,Elstal (ab 12:05),1
12:48 (+2),RB 18515,Lübbenau(Spreewald) (ab 11:44),4
12:54,RB 21877,Berlin Hbf (ab 12:52),1
13:03,RB 18514,Berlin Hbf (ab 13:00),1
13:04,RB 21874,Flughafen BER (ab 12:46),4
13:09,RE 62019,Elsterwerda (ab 11:29),4
13:11 (+2),RE 3152,Rathenow (ab 12:02),2
13:14 (+2),RE 3310,Luckenwalde (ab 12:35),3
13:16 (+1),RB 62065,Wustermark (ab 12:39),1
13:16 (+2),RE 4359,Rostock Hbf (ab 10:37),2
13:19 (+1),RB 21876,Flughafen BER (ab 13:01),4
13:34,RE 3349,Schwedt(Oder) (ab 12:04),1
13:35,RB 21878,Flughafen BER (ab 13:16),4
13:39,RE 3512,Berlin Südkreuz (ab 13:34),3
13:41,RB 62066,Berlin Südkreuz (ab 13:38),4
13:45,RE 62016,Elstal (ab 13:07),1
13:47,RE 3175,Jüterbog (ab 13:02),3
13:49,RB 18517,Lübbenau(Spreewald) (ab 12:44),4
13:55,RB 21885,Berlin Hbf (ab 13:52),1
14:03,RB 18516,Berlin Hbf (ab 14:00),1
14:04,RB 21882,Flughafen BER (ab 13:46),4
14:09,RE 3172,Stendal Hbf (ab 12:31),2
14:11,RE 62021,Baruth(Mark) (ab 13:20),4
14:15 (+1),RE 3350,Lutherstadt Wittenberg Hbf (ab 12:52),3
14:16,RB 62067,Wustermark (ab 13:39),1
14:16 (+2),RE 3511,Stralsund Hbf (ab 11:02),2
14:19,RB 21884,Flughafen BER (ab 14:01),4
14:25,RB 21889,Berlin Hbf (ab 14:22),1
14:35,RB 21886,Flughafen BER (ab 14:16),4
14:39,RE 4360,Berlin Südkreuz (ab 14:34),3
14:41,RB 62068,Berlin Südkreuz (ab 14:38),4
14:42 (+1),RE 3309,Stralsund Hbf (ab 11:10),2
14:46,RE 3155,Falkenberg(Elster) (ab 13:18),3
14:47,RB 62018,Elstal (ab 14:05),1
14:48,RB 18519,Lübbenau(Spreewald) (ab 13:44),4
15:03,RB 18518,Berlin Hbf (ab 15:00),1
15:04,RB 21890,Flughafen BER (ab 14:46),4
15:09,RE 62023,Elsterwerda (ab 13:29),4
15:11 (+1),RE 3154,Rathenow (ab 14:02),2
15:14 (+3),RE 3312,Luckenwalde (ab 14:35),3
15:16,RB 62069,Wustermark (ab 14:39),1
15:16 (+5),RE 4361,Rostock Hbf (ab 12:37),2
15:34 (+2),RE 3351,Schwedt(Oder) (ab 14:04),1
15:39,RE 3514,Berlin Südkreuz (ab 15:34),3
15:41,RB 62070,Rangsdorf (ab 15:21),4
