Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:06 (+11),00:17,RE 73749,Eisenhüttenstadt (an 01:41),1
00:10 (+3),00:13,RB 21962,Berlin-Charlottenburg (an 00:26),2
00:15 (+3),00:18,RE 73826,Berlin Zoologischer Garten (an 00:28),2
00:21,00:21,RE 3745,Bad Belzig (an 01:31),2
00:21,00:21,RE 93459,Den Haag Centraal (an 21:47),
00:43 (+27),01:10,RE 3141,Berlin-Charlottenburg (an 01:00),2
00:48,00:48,RE 73796,Magdeburg Hbf (an 02:48),2
00:58,00:58,RB 19944,Berlin Hbf (an 01:04),
01:00,01:00,RE 3140,Cottbus Hbf (an 02:40),1
01:11,01:11,RE 3742,Berlin Ostkreuz (an 01:20),1
01:43,01:43,RE 73752,Brandenburg Hbf (an 02:51),2
02:23,02:23,RE 3703,Berlin Hbf (an 02:29),
02:44,02:44,RE 73793,Frankfurt(Oder) (an 03:55),1
03:00,03:00,RE 73754,Magdeburg Hbf (an 05:08),2
04:17,04:17,RE 73751,Frankfurt(Oder) (an 05:29),1
04:32,04:32,RE 1,Vaihingen(Enz) (an 23:50),
04:32,04:32,RE 73756,Brandenburg Hbf (an 05:33),2
04:37,04:37,RE 73801,Frankfurt(Oder) (an 05:36),1
04:38,04:38,RB 21806,Berlin Hbf (an 04:44),
04:46,04:46,RB 21813,Flughafen BER (an 05:14),1
05:08,05:08,RE 3707,Dessau Hbf (an 06:53),2
05:16,05:16,RE 73758,Brandenburg Hbf (an 06:19),2
05:22,05:22,RE 73753,Frankfurt(Oder) (an 06:35),1
05:29,05:29,RE 3103,Hennigsdorf(b Berlin) (an 06:23),2
05:52,05:52,RE 3704,Senftenberg (an 07:41),1
05:54,05:54,RE 73718,Magdeburg Hbf (an 07:50),2
06:16,06:16,RE 73760,Berlin Hbf (an 06:22),
06:29,06:29,RE 3105,Berlin-Spandau (an 06:54),
06:33,06:33,RE 3104,Cottbus Hbf (an 07:57),1
06:54,06:54,RE 73720,Magdeburg Hbf (an 08:50),2
07:06 (+4),07:10,RE 73715,Frankfurt(Oder) (an 08:18),1
07:08,07:08,RE 3711,Dessau Hbf (an 08:53),2
07:16,07:16,RE 73762,Brandenburg Hbf (an 08:23),2
07:16,07:16,RE 94762,Berlin Hbf (an 07:22),
07:29 (+7),07:36,RE 3107,Hennigsdorf(b Berlin) (an 08:23),2
07:33 (+3),07:36,RE 3106,Cottbus Hbf (an 08:56),1
07:43,07:43,RE 73757,Frankfurt(Oder) (an 08:43),1
07:53,07:53,RE 3708,Senftenberg (an 09:41),1
07:54,07:54,RE 73722,Magdeburg Hbf (an 09:50),2
08:06,08:06,RE 73717,Frankfurt(Oder) (an 09:18),1
08:08,08:08,RE 3713,Berlin-Wannsee (an 08:34),
08:16,08:16,RE 73764,Brandenburg Hbf (an 09:19),2
08:29,08:29,RE 3109,Hennigsdorf(b Berlin) (an 09:23),2
08:33,08:33,RE 3108,Cottbus Hbf (an 09:55),1
08:43,08:43,RE 73759,Frankfurt(Oder) (an 09:43),1
08:53,08:53,RE 3710,Senftenberg (an 10:41),1
08:54,08:54,RE 73724,Magdeburg Hbf (an 10:50),2
09:06,09:06,RE 73719,Frankfurt(Oder) (an 10:18),1
09:08,09:08,RE 3715,Dessau Hbf (an 10:53),2
09:16,09:16,RE 73766,Berlin-Charlottenburg (an 09:32),
09:29,09:29,RE 3111,Hennigsdorf(b Berlin) (an 10:23),2
09:33,09:33,RE 3110,Cottbus Hbf (an 10:55),1
09:43,09:43,RE 73761,Frankfurt(Oder) (an 10:43),1
09:53,09:53,RE 3712,Senftenberg (an 11:41),1
09:54,09:54,RE 73726,Magdeburg Hbf (an 11:50),2
10:06,10:06,RE 73721,Frankfurt(Oder) (an 11:18),1
10:08,10:08,RE 3717,Dessau Hbf (an 11:53),2
10:16,10:16,RE 73768,Brandenburg Hbf (an 11:19),2
10:29,10:29,RE 3113,Hennigsdorf(b Berlin) (an 11:23),2
10:33,10:33,RE 3112,Cottbus Hbf (an 11:55),1
10:43,10:43,RE 73763,Frankfurt(Oder) (an 11:43),1
10:53,10:53,RE 3714,Senftenberg (an 12:41),1
10:54,10:54,RE 73728,Magdeburg Hbf (an 12:50),2
11:06,11:06,RE 73723,Frankfurt(Oder) (an 12:18),1
11:08,11:08,RE 3719,Dessau Hbf (an 12:53),2
11:16,11:16,RE 73770,Potsdam Hbf (an 11:51),
11:29,11:29,RE 3115,Hennigsdorf(b Berlin) (an 12:23),2
11:33,11:33,RE 3114,Cottbus Hbf (an 12:55),1
11:54,11:54,RE 73730,Magdeburg Hbf (an 13:50),2
12:06,12:06,RE 73725,Frankfurt(Oder) (an 13:18),1
12:08,12:08,RE 3721,Dessau Hbf (an 13:53),2
12:16,12:16,RE 73772,Potsdam Hbf (an 12:51),
12:29,12:29,RE 3117,Berlin-Spandau (an 12:54),
12:43,12:43,RE 73767,Frankfurt(Oder) (an 13:43),1
12:54,12:54,RE 73732,Brandenburg Hbf (an 13:57),
13:08,13:08,RE 3723,Berlin-Wannsee (an 13:34),
13:16,13:16,RE 73774,Brandenburg Hbf (an 14:19),
13:29,13:29,RE 3119,Berlin-Spandau (an 13:54),
13:43,13:43,RE 73769,Frankfurt(Oder) (an 14:43),1
13:54,13:54,RE 73734,Magdeburg Hbf (an 15:50),
14:06,14:06,RE 73729,Frankfurt(Oder) (an 15:18),1
14:08,14:08,RE 3725,Berlin Hbf (an 14:13),
14:16,14:16,RE 73776,Brandenburg Hbf (an 15:19),
14:29,14:29,RE 3121,Berlin-Spandau (an 14:54),
