Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:03 (+10),00:13,RE 3521,Stralsund Hbf (ab 21:06),
00:22,00:22,RE 3319,Pasewalk (ab 22:44),
00:25 Ausfall,--:--,RE 3745,Senftenberg (ab 22:26),
00:26,00:26,RE 3366,Teltow (ab 00:00),
00:39,00:39,RE 56316,Schwerin Hbf (ab 22:14),
00:44,00:44,ICE 1000,München Hbf (ab 19:18),8
01:00 (+41),01:41,RE 3742,Dessau Hbf (ab 23:23),
01:18,01:18,ICE 1500,München Hbf (ab 20:21),
02:13 (+11),02:24,RE 3362,Teltow (ab 01:42),9
05:14,05:14,RE 85,Oranienburg (ab 21:39),
06:03,06:03,RE 3503,Neubrandenburg (ab 04:27),6
06:36,06:36,RE 3105,Cottbus Hbf (ab 04:57),7
06:37,06:37,EC 430,Przemysl Glowny (ab 18:54),8
06:37,06:37,ICE 904,München Hbf (ab 23:12),10
06:51,06:51,RE 4352,Flughafen BER (ab 06:16),10
07:38,07:38,RE 3107,Cottbus Hbf (ab 06:03),7
07:51,07:51,RE 3506,Flughafen BER (ab 07:16),10
08:03,08:03,RE 3505,Stralsund Hbf (ab 05:02),6
08:16,08:16,IC 2173,Sigmundsherberg (ab 15:09),
08:22,08:22,RE 3303,Stralsund Hbf (ab 05:10),
08:24 (+13),08:37,ICE 2860,München Hbf (ab 22:46),8
08:24 (+13),08:37,ICE 698,München Hbf (ab 22:46),8
08:27,08:27,RE 3344,Halle(Saale)Hbf (ab 05:46),
08:36,08:36,RE 3109,Cottbus Hbf (ab 07:04),7
08:51,08:51,RE 4354,Flughafen BER (ab 08:16),10
09:02 (+1),09:03,ICE 936,Eisenach Hbf (ab 06:37),8
09:03 (+1),09:04,RE 4355,Rostock Hbf (ab 06:34),6
09:21 (+6),09:27,RE 3345,Schwedt(Oder) (ab 08:04),6
09:28 (+1),09:29,RE 3306,Luckenwalde (ab 08:38),9
09:31 (+7),09:38,ICE 1104,München Hbf (ab 05:17),8
09:36 Ausfall,--:--,RE 3111,Cottbus Hbf (ab 08:04),7
09:43,09:43,IC 2272,Delft Campus (ab 21:49),
09:51,09:51,RE 3508,Flughafen BER (ab 09:16),9
10:02 (+1),10:03,RE 3507,Stralsund Hbf (ab 07:02),6
10:22,10:22,RE 3305,Stralsund Hbf (ab 07:10),6
10:28,10:28,RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),9
10:31 (+3),10:34,ICE 1604,München Hbf (ab 06:19),8
