Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
05:03,05:03,RE 3302,Berlin Hbf (an 05:18),4
05:22,05:22,RE 3144,Falkenberg(Elster) (an 06:44),3
05:37,05:37,RE 3167,Stendal Hbf (an 07:13),4
05:51,05:51,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),3
06:05,06:05,RE 3342,Berlin Hbf (an 06:18),4
06:20,06:20,RE 3164,Jüterbog (an 06:54),3
06:37,06:37,RE 3147,Rathenow (an 07:52),4
06:54,06:54,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),3
07:03,07:03,RE 3304,Berlin Hbf (an 07:18),4
07:37,07:37,RE 3169,Berlin-Spandau (an 08:04),
08:37,08:37,RE 3149,Berlin-Spandau (an 09:04),
08:54,08:54,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),
09:37,09:37,RE 3171,Stendal Hbf (an 11:30),4
09:51,09:51,RE 3345,Luckenwalde (an 10:27),3
10:05,10:05,RE 3346,Berlin Hbf (an 10:19),4
10:37,10:37,RE 3151,Rathenow (an 11:54),4
10:54,10:54,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),
11:22,11:22,RE 3150,Falkenberg(Elster) (an 12:44),3
12:06,12:06,RE 3348,Berlin Hbf (an 12:19),
12:37,12:37,RE 3153,Berlin-Spandau (an 13:04),
12:54,12:54,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),3
12:54,12:54,RE 3536,Lutherstadt Wittenberg Hbf (an 14:07),
13:03,13:03,RE 3310,Berlin Hbf (an 13:18),
13:37,13:37,RE 3175,Stendal Hbf (an 15:30),4
14:05,14:05,RE 3350,Berlin Hbf (an 14:19),
14:37,14:37,RE 3155,Berlin-Spandau (an 15:04),
14:54,14:54,RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),
15:03,15:03,RE 3312,Berlin Hbf (an 15:18),
15:37,15:37,RE 3177,Stendal Hbf (an 17:30),4
15:51,15:51,RE 3351,Lutherstadt Wittenberg Hbf (an 17:06),
16:05,16:05,RE 3352,Berlin Hbf (an 16:19),
16:19,16:19,RE 3174,Jüterbog (an 16:55),3
16:37,16:37,RE 3157,Rathenow (an 17:54),4
16:54,16:54,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),
17:03,17:03,RE 3314,Berlin Hbf (an 17:18),
17:22,17:22,RE 3156,Falkenberg(Elster) (an 18:49),3
17:37,17:37,RE 26117,Stendal Hbf (an 19:30),
17:37,17:37,RE 3179,Stendal Hbf (an 19:30),4
17:51,17:51,RE 3353,Lutherstadt Wittenberg Hbf (an 19:06),
18:05,18:05,RE 3354,Berlin Hbf (an 18:19),
18:20,18:20,RE 3176,Jüterbog (an 18:54),3
18:37,18:37,RE 3159,Rathenow (an 19:49),4
18:54,18:54,RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),
19:03,19:03,RE 3316,Berlin Hbf (an 19:19),
19:22,19:22,RE 3158,Falkenberg(Elster) (an 20:44),3
19:37,19:37,RE 3181,Stendal Hbf (an 21:13),4
20:05,20:05,RE 3356,Berlin Hbf (an 20:19),
20:20,20:20,RE 3178,Jüterbog (an 20:54),3
20:37,20:37,RE 3161,Rathenow (an 21:48),4
20:53,20:53,RE 3,Stralsund Hbf (an 22:49),
20:53,20:53,RE 3315,Lutherstadt Wittenberg Hbf (an 22:07),
21:22,21:22,RE 3160,Jüterbog (an 21:56),3
21:38,21:38,RE 3183,Stendal Hbf (an 23:13),
22:48,22:48,RE 3185,Stendal Hbf (an 00:18),4
22:54,22:54,RE 3317,Bernau(b Berlin) (an 22:07),3
23:49,23:49,RE 3359,Bernau(b Berlin) (an 23:12),3
