Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:16,ICE 901,Berlin Ostbahnhof (an 00:23),12
00:22 (+2),RE 3360,Schwedt(Oder) (an 01:55),6
00:22 (+2),RE 3366,Angermünde (an 01:26),6
00:29,ICE 947,Berlin Ostbahnhof (an 00:36),11
00:29,RE 7,Erfurt Hbf (an 17:06),
00:39 (+16),ICE 2934,Berlin Gesundbrunnen (an 00:43),5
00:39 (+16),ICE 700,Berlin Gesundbrunnen (an 00:43),5
00:40,RE 3363,Halle(Saale)Hbf (an 03:12),4
00:47,RB 56816,Berlin Südkreuz (an 00:53),
00:52,RE 3140,Cottbus Hbf (an 02:40),
00:55,RB 94796,Potsdam Hbf (an 01:22),
01:04,RE 3742,Berlin Ostbahnhof (an 01:14),11
01:22,RE 94791,Frankfurt(Oder) (an 02:38),
01:32 (+50),ICE 1707,Berlin Ostbahnhof (an 01:40),12
01:50,RB 94752,Potsdam Hbf (an 02:18),
02:22 (+12),ICE 647,Berlin Ostbahnhof (an 02:30),
02:37,RB 94793,Frankfurt(Oder) (an 03:55),
03:07,RE 73754,Magdeburg Hbf (an 05:08),14
03:55,FEX,Berlin Ostbahnhof (an 23:31),
04:11,RE 73751,Frankfurt(Oder) (an 05:29),11
04:18,RE 3340,Stralsund Hbf (an 08:45),5
04:23,ICE 646,Köln Hbf (an 09:33),14
04:25,RE 62047,Berlin-Spandau (an 04:35),
04:30,RE 73801,Frankfurt(Oder) (an 05:36),11
04:35,RE 2,Singen(Hohentwiel) (an 07:50),
04:39,ICE 1706,Hamburg Hbf (an 07:11),8
04:39,ICE 2820,Hamburg Hbf (an 07:11),8
04:39,RE 73756,Brandenburg Hbf (an 05:33),14
04:47,RE 3369,Berlin Südkreuz (an 04:53),4
04:47,RE 62040,Elsterwerda (an 06:29),
05:03,RE 73716,Magdeburg Hbf (an 06:50),13
05:09,RE 3144,Berlin Südkreuz (an 05:15),
05:09,RE 4,Bützow (an 08:15),
05:10 (+1),RB 56801,Schwerin Hbf (an 07:48),6
05:14,RE 4351,Berlin Südkreuz (an 05:23),
05:14,RE 5,Berlin Gesundbrunnen (an 07:03),
05:16 (+4),RE 73753,Frankfurt(Oder) (an 06:35),11
05:22 (+1),RE 3302,Stralsund Hbf (an 08:45),5
05:24 (+1),RE 73758,Potsdam Hbf (an 05:51),13
05:25,RE 62003,Berlin-Spandau (an 05:38),
05:26,RE 2,Singen(Hohentwiel) (an 07:50),
05:26,RE 3102,Lübbenau(Spreewald) (an 06:32),
05:27 (+1),ICE 593,München Hbf (an 13:15),4
05:28 (+28),ICE 946,Köln Hbf (an 10:35),14
05:32,RE 3341,Luckenwalde (an 06:27),2
05:36 (+1),ICE 1501,München Hbf (an 09:41),4
05:37,RE 3103,Berlin-Spandau (an 05:54),
05:42 (+1),ICE 2818,Fulda (an 11:02),6
05:42,ICE 608,Hamburg Hbf (an 08:15),6
05:43,RE 62000,Berlin Südkreuz (an 05:49),2
05:45,RE 3704,Lübbenau(Spreewald) (an 07:03),12
05:46,RE 3504,Stralsund Hbf (an 08:51),5
05:47,RB 62050,Berlin-Spandau (an 05:59),7
05:51 (+2),EC 41,Warszawa Wschodnia (an 11:15),11
05:52,ICE 701,Graz Hbf (an 13:15),3
05:54,RE 3167,Stendal Hbf (an 07:13),7
05:58,RB 18500,Lübben(Spreewald) (an 07:08),
05:58,RE 20,Cottbus Hbf (an 22:48),
05:59 (+3),RE 73713,Frankfurt(Oder) (an 07:18),
06:01 (+1),RE 73718,Magdeburg Hbf (an 07:50),
