Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:02,00:02,RE 73749,Berlin Ostbahnhof (an 00:09),
00:55,00:55,RE 3140,Cottbus Hbf (an 02:40),
01:07,01:07,RE 3742,Berlin Ostbahnhof (an 01:14),
01:46,01:46,RE 92753,Berlin-Wannsee (an 02:10),
02:27,02:27,RE 3703,Berlin-Wannsee (an 02:48),
02:41,02:41,RE 3143,Berlin Ostbahnhof (an 02:48),
04:35,04:35,RE 1,Göttingen (an 15:51),
04:59,04:59,RE 73716,Magdeburg Hbf (an 06:50),3
05:12,05:12,RE 3707,Dessau Hbf (an 06:53),3
05:13,05:13,FEX,Berlin Ostbahnhof (an 02:42),
05:13,05:13,RB 21817,Flughafen BER (an 05:45),1
05:19,05:19,RE 73753,Erkner (an 05:48),1
05:20,05:20,RE 73758,Brandenburg Hbf (an 06:19),3
05:29,05:29,RE 3102,Cottbus Hbf (an 06:56),1
05:33,05:33,RE 92303,Berlin-Spandau (an 05:54),
05:48,05:48,RE 3704,Senftenberg (an 07:41),1
05:48,05:48,RE 95111,Lübbenau(Spreewald) (an 07:03),
05:57,05:57,RE 73718,Magdeburg Hbf (an 07:50),3
06:02,06:02,RE 73713,Berlin Ostbahnhof (an 06:09),
06:20,06:20,RE 73760,Brandenburg Hbf (an 07:19),3
06:29,06:29,RE 3104,Cottbus Hbf (an 07:57),
06:33,06:33,RE 3105,Hennigsdorf(b Berlin) (an 07:23),3
06:40,06:40,RE 73755,Erkner (an 07:10),1
06:49,06:49,RE 3706,Berlin Ostbahnhof (an 06:56),1
06:57,06:57,RE 73720,Magdeburg Hbf (an 08:50),3
06:57,06:57,RE 92078,Berlin-Wannsee (an 07:20),
07:02,07:02,RE 73715,Erkner (an 07:31),1
07:12,07:12,RE 3711,Dessau Hbf (an 08:53),3
07:20,07:20,RE 73762,Brandenburg Hbf (an 08:23),3
07:20,07:20,RE 75851,Berlin-Wannsee (an 07:41),
07:33,07:33,RE 3107,Hennigsdorf(b Berlin) (an 08:23),3
07:40,07:40,RE 73757,Erkner (an 08:11),1
07:49,07:49,RE 3708,Senftenberg (an 09:41),1
07:49,07:49,RE 94008,Lübbenau(Spreewald) (an 09:03),
07:57,07:57,RE 33682,Magdeburg Hbf (an 09:50),
07:57,07:57,RE 73722,Magdeburg Hbf (an 09:50),4
08:02,08:02,RE 73717,Berlin Ostbahnhof (an 08:09),
08:12,08:12,RE 3713,Berlin-Wannsee (an 08:34),
08:20,08:20,RE 73764,Brandenburg Hbf (an 09:19),4
08:20,08:20,RE 75853,Berlin-Wannsee (an 08:41),
08:29,08:29,RE 3108,Cottbus Hbf (an 09:55),1
08:33,08:33,RE 3109,Berlin-Spandau (an 08:54),
08:40,08:40,RE 73759,Erkner (an 09:14),1
08:49,08:49,RE 3710,Senftenberg (an 10:41),1
08:57,08:57,RE 33684,Brandenburg Hbf (an 09:57),
08:57,08:57,RE 73724,Magdeburg Hbf (an 10:50),4
09:02,09:02,RE 73719,Erkner (an 09:31),1
09:12,09:12,RE 3715,Dessau Hbf (an 10:53),3
09:20 (+27),09:47,RE 73766,Brandenburg Hbf (an 10:19),3
09:20,09:20,RE 75855,Brandenburg Hbf (an 10:19),
09:29,09:29,RE 3110,Cottbus Hbf (an 10:55),1
09:33,09:33,RE 3111,Hennigsdorf(b Berlin) (an 10:23),3
09:40 (+3),09:43,RE 73761,Erkner (an 10:10),1
09:46,09:46,RE 73850,Brandenburg Hbf (an 10:37),
09:49 (+24),10:13,RE 3712,Senftenberg (an 11:41),1
09:49,09:49,RE 94012,Lübbenau(Spreewald) (an 11:03),
09:57,09:57,RE 33686,Brandenburg Hbf (an 10:57),
09:57,09:57,RE 73726,Magdeburg Hbf (an 11:50),4
10:02,10:02,RE 73721,Erkner (an 10:31),1
10:12 (+16),10:28,RE 3717,Dessau Hbf (an 11:53),4
10:20,10:20,RE 73768,Brandenburg Hbf (an 11:19),3
