Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:00,RB 21962,Berlin Hbf (an 00:16),
00:06,RE 73826,Berlin Zoologischer Garten (an 00:28),
00:10 (+2),RE 3138,Cottbus Hbf (an 01:40),1
00:12,RE 3745,Bad Belzig (an 01:31),2
00:12,RE 7,Flensburg (an 23:45),
00:16 (+18),RE 73749,Eisenhüttenstadt (an 01:41),1
00:33,RE 3141,Berlin-Charlottenburg (an 01:00),2
00:38,RE 73796,Magdeburg Hbf (an 02:48),
00:48 (+1),RB 21968,Berlin-Charlottenburg (an 01:13),2
01:09,RE 3140,Cottbus Hbf (an 02:40),1
01:33,RB 94752,Berlin Hbf (an 01:48),
01:33,RE 73752,Berlin Hbf (an 01:48),
01:38,RE 94791,Frankfurt(Oder) (an 02:38),
01:39,RE 21800,Berlin Hbf (an 01:54),
01:59,RB 21969,Flughafen BER (an 02:15),1
02:13,RE 3701,Berlin Hbf (an 02:29),
02:13,RE 3703,Berlin Hbf (an 02:29),
02:39,RE 21802,Berlin Hbf (an 02:54),
02:51,RE 73754,Magdeburg Hbf (an 05:08),
02:53,RB 94793,Frankfurt(Oder) (an 03:55),
03:54,RE 3700,Senftenberg (an 05:39),13
03:59,RE 3705,Bad Belzig (an 05:17),
04:16,RE 2,Düsseldorf Flughafen (an 07:45),
04:16,RE 3101,Berlin-Spandau (an 04:53),
04:22,RB 18301,Dabendorf (an 05:06),
04:23,RE 73756,Brandenburg Hbf (an 05:33),
04:27,RE 73751,Frankfurt(Oder) (an 05:29),
04:41,RB 18300,Eberswalde Hbf (an 05:27),14
04:46,RE 73716,Magdeburg Hbf (an 06:50),
04:46,RE 73801,Frankfurt(Oder) (an 05:36),
04:48,RB 61101,Oranienburg (an 05:21),
04:59,RE 3707,Dessau Hbf (an 06:53),2
04:59,RE 93007,Berlin-Wannsee (an 05:34),
05:02,RE 3702,Schönwalde(Spreewald) (an 05:49),
05:02,RE 92402,Lübben(Spreewald) (an 05:56),
05:07,RE 73758,Brandenburg Hbf (an 06:19),
05:20,RE 3103,Hennigsdorf(b Berlin) (an 06:23),2
05:20,RE 92303,Berlin-Spandau (an 05:54),
05:32,RB 94753,Frankfurt(Oder) (an 06:35),
05:32,RE 73753,Frankfurt(Oder) (an 06:35),
05:41,RB 18302,Eberswalde Hbf (an 06:27),
05:41,RB 24,Köln Hbf (an 08:12),
05:42,RE 3102,Cottbus Hbf (an 06:56),1
05:44 (+1),RE 73718,Magdeburg Hbf (an 07:50),2
05:48,RB 61103,Templin Stadt (an 07:18),7
05:59,RE 3709,Bad Belzig (an 07:17),
06:01,RE 3704,Senftenberg (an 07:41),1
06:05,EC 41,Kutno (an 09:57),
06:07,RE 73760,Brandenburg Hbf (an 07:19),2
06:16,RE 73713,Frankfurt(Oder) (an 07:18),
06:16,RE 94713,Frankfurt(Oder) (an 07:18),
06:20,RE 3105,Hennigsdorf(b Berlin) (an 07:23),2
06:22,RB 18305,Blankenfelde(Teltow-Fläming) (an 06:51),13
06:41,RB 18304,Eberswalde Hbf (an 07:27),
06:42,RE 3104,Cottbus Hbf (an 07:57),1
06:44 (+1),RE 73720,Magdeburg Hbf (an 08:50),2
06:48,RB 61105,Templin Stadt (an 08:18),8
06:53,RE 73755,Frankfurt(Oder) (an 07:47),1
06:59 (+1),RE 3711,Dessau Hbf (an 08:53),2
07:02,RE 3706,Schönwalde(Spreewald) (an 07:49),
07:07,RE 73762,Brandenburg Hbf (an 08:23),2
07:16 (+1),RE 73715,Frankfurt(Oder) (an 08:20),1
07:20,RE 3107,Berlin-Spandau (an 07:54),
