Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:06,00:06,RE 73749,Erkner (an 00:31),1
00:10,00:10,RB 21962,Berlin-Charlottenburg (an 00:26),2
00:15,00:15,RE 73826,Berlin Zoologischer Garten (an 00:28),2
00:21,00:21,RE 7,Hamburg Hbf (an 23:24),
00:43,00:43,RE 3141,Berlin-Charlottenburg (an 01:00),2
00:48,00:48,RE 73796,Berlin-Wannsee (an 01:14),
00:58,00:58,RB 21968,Berlin-Charlottenburg (an 01:13),2
01:00,01:00,RE 3140,Cottbus Hbf (an 02:40),1
01:11,01:11,RE 3742,Berlin Ostkreuz (an 01:20),1
01:29,01:29,RE 73791,Erkner (an 01:53),1
01:43,01:43,RE 73752,Brandenburg Hbf (an 02:51),
01:49,01:49,RB 21800,Berlin Hbf (an 01:54),
01:50,01:50,RB 21969,Flughafen BER (an 02:15),1
02:23,02:23,RE 3701,Berlin Hbf (an 02:29),
02:23,02:23,RE 3703,Berlin-Wannsee (an 02:48),
02:49,02:49,RB 21802,Berlin Hbf (an 02:54),
03:00,03:00,RE 73754,Magdeburg Hbf (an 05:08),
03:05,03:05,RB 21803,Flughafen BER (an 03:33),1
03:35,03:35,RB 21805,Flughafen BER (an 04:03),1
04:12,04:12,RB 21809,Flughafen BER (an 04:45),
04:30,04:30,RB 21811,Flughafen BER (an 05:00),
04:32,04:32,RE 1,Gotha (an 23:53),
04:37,04:37,RE 73801,Frankfurt(Oder) (an 05:36),
04:46,04:46,RB 21813,Flughafen BER (an 05:14),1
04:56,04:56,RE 73716,Magdeburg Hbf (an 06:50),2
05:08,05:08,RE 3707,Berlin-Wannsee (an 05:34),
05:16,05:16,RE 73758,Brandenburg Hbf (an 06:19),
05:17,05:17,FEX,Karlsruhe Hbf (an 10:36),
05:17,05:17,RB 21817,Flughafen BER (an 05:45),1
05:22,05:22,RE 73753,Frankfurt(Oder) (an 06:35),1
05:29,05:29,RE 3103,Hennigsdorf(b Berlin) (an 06:23),2
05:33,05:33,RE 3102,Cottbus Hbf (an 06:56),1
05:54,05:54,RE 73718,Brandenburg Hbf (an 06:57),
06:16,06:16,RE 73760,Brandenburg Hbf (an 07:19),
06:29,06:29,RE 3105,Hennigsdorf(b Berlin) (an 07:23),2
06:43,06:43,RE 73755,Frankfurt(Oder) (an 07:47),1
06:54,06:54,RE 73720,Magdeburg Hbf (an 08:50),
07:06,07:06,RE 73715,Frankfurt(Oder) (an 08:18),1
07:08,07:08,RE 3711,Dessau Hbf (an 08:53),2
07:16,07:16,RE 73762,Brandenburg Hbf (an 08:23),2
07:16,07:16,RE 94762,Brandenburg Hbf (an 08:23),
07:29,07:29,RE 3107,Berlin-Spandau (an 07:54),
07:33,07:33,RE 3106,Cottbus Hbf (an 08:56),1
07:43,07:43,RE 73757,Frankfurt(Oder) (an 08:43),1
07:53,07:53,RE 3708,Senftenberg (an 09:41),1
07:54,07:54,RE 73722,Magdeburg Hbf (an 09:50),2
07:54,07:54,RE 94722,Brandenburg Hbf (an 08:57),
08:06,08:06,RE 73717,Frankfurt(Oder) (an 09:18),1
08:08,08:08,RE 3713,Berlin Zoologischer Garten (an 08:20),
08:16,08:16,RE 73764,Brandenburg Hbf (an 09:19),
08:16,08:16,RE 94764,Brandenburg Hbf (an 09:19),
08:29,08:29,RE 3109,Hennigsdorf(b Berlin) (an 09:23),2
08:33,08:33,RE 3108,Cottbus Hbf (an 09:55),1
08:43,08:43,RE 73759,Frankfurt(Oder) (an 09:43),1
08:53,08:53,RE 3710,Senftenberg (an 10:41),1
08:54,08:54,RE 73724,Magdeburg Hbf (an 10:50),2
09:06,09:06,RE 73719,Frankfurt(Oder) (an 10:18),1
09:08,09:08,RE 3715,Dessau Hbf (an 10:53),2
09:16,09:16,RE 73766,Brandenburg Hbf (an 10:19),2
09:29,09:29,RE 3111,Hennigsdorf(b Berlin) (an 10:23),2
09:33,09:33,RE 3110,Cottbus Hbf (an 10:55),1
09:42,09:42,RE 73810,Brandenburg Hbf (an 10:36),
09:42,09:42,RE 73850,Potsdam Hbf (an 10:13),
09:43,09:43,RE 73761,Frankfurt(Oder) (an 10:43),1
09:53,09:53,RE 3712,Senftenberg (an 11:41),1
09:54,09:54,RE 73726,Magdeburg Hbf (an 11:50),2
10:08,10:08,RE 3717,Dessau Hbf (an 11:53),2
10:16,10:16,RE 73768,Brandenburg Hbf (an 11:19),
10:29,10:29,RE 3113,Hennigsdorf(b Berlin) (an 11:23),2
10:33,10:33,RE 3112,Cottbus Hbf (an 11:55),1
10:43,10:43,RE 73763,Frankfurt(Oder) (an 11:43),1
10:43,10:43,RE 73852,Brandenburg Hbf (an 11:36),
10:53,10:53,RE 3714,Senftenberg (an 12:41),1
10:54,10:54,RE 73728,Magdeburg Hbf (an 12:50),2
11:06,11:06,RE 73723,Frankfurt(Oder) (an 12:18),1
11:08,11:08,RE 3719,Dessau Hbf (an 12:53),2
11:16,11:16,RE 73770,Brandenburg Hbf (an 12:19),2
11:29,11:29,RE 3115,Hennigsdorf(b Berlin) (an 12:23),2
11:33,11:33,RE 3114,Cottbus Hbf (an 12:55),1
11:43,11:43,RE 73854,Brandenburg Hbf (an 12:36),
11:53,11:53,RE 3716,Senftenberg (an 13:41),1
11:54,11:54,RE 73730,Magdeburg Hbf (an 13:50),2
12:08,12:08,RE 3721,Dessau Hbf (an 13:53),2
12:16,12:16,RE 73772,Brandenburg Hbf (an 13:19),2
12:29,12:29,RE 3117,Hennigsdorf(b Berlin) (an 13:23),2
12:33,12:33,RE 3116,Cottbus Hbf (an 13:55),1
12:43,12:43,RB 73856,Berlin Hbf (an 12:48),
12:43,12:43,RE 73856,Brandenburg Hbf (an 13:36),
12:53,12:53,RE 3718,Senftenberg (an 14:41),1
12:54,12:54,RE 73732,Magdeburg Hbf (an 14:50),
13:06,13:06,RE 73727,Frankfurt(Oder) (an 14:18),1
13:08,13:08,RE 3723,Dessau Hbf (an 14:53),2
13:16,13:16,RE 73774,Brandenburg Hbf (an 14:19),
13:29,13:29,RE 3119,Hennigsdorf(b Berlin) (an 14:23),2
13:33,13:33,RE 3118,Cottbus Hbf (an 14:55),1
13:43,13:43,RE 73858,Brandenburg Hbf (an 14:36),
13:54,13:54,RE 73734,Magdeburg Hbf (an 15:50),2
14:06,14:06,RE 73729,Frankfurt(Oder) (an 15:18),1
14:08,14:08,RE 3725,Dessau Hbf (an 15:53),2
14:16,14:16,RE 73776,Brandenburg Hbf (an 15:19),2
14:29,14:29,RE 3121,Hennigsdorf(b Berlin) (an 15:23),2
14:33,14:33,RE 3120,Cottbus Hbf (an 15:55),1
14:43,14:43,RB 73866,Brandenburg Hbf (an 15:37),2
14:43,14:43,RE 73771,Frankfurt(Oder) (an 15:43),1
14:43,14:43,RE 73866,Brandenburg Hbf (an 15:37),
14:54,14:54,RE 73736,Magdeburg Hbf (an 16:50),2
15:06,15:06,RE 73731,Frankfurt(Oder) (an 16:18),1
