Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:03,00:03,RE 3521,Stralsund Hbf (ab 21:06),
00:22 (+160),03:02,RE 3319,Stralsund Hbf (ab 21:10),6
00:26,00:26,RE 3360,Lutherstadt Wittenberg Hbf (ab 22:52),
00:26 (+18),00:44,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:52),10
00:33 (+49),01:22,ICE 1500,München Hbf (ab 20:21),8
00:44 (+16),01:00,RE 3141,Bad Kleinen (ab 16:04),
01:03,01:03,RB 93442,Michendorf (ab 00:29),
01:26,01:26,RE 3361,Schwedt(Oder) (ab 00:04),
02:13,02:13,RE 3362,Lutherstadt Wittenberg Hbf (ab 00:34),
04:37,04:37,RB 21813,Eberswalde Hbf (ab 04:03),6
04:37,04:37,RE 3369,Eberswalde Hbf (ab 04:03),
04:51,04:51,RE 4350,Berlin Hbf (ab 04:46),9
05:03,05:03,RB 21817,Neustrelitz Hbf (ab 03:49),6
05:03,05:03,RE 4351,Neustrelitz Hbf (ab 03:49),6
05:19 (+2),05:21,RE 3102,Nauen (ab 04:39),10
05:22,05:22,RE 3341,Schwedt(Oder) (ab 04:04),6
05:27 (+46),06:13,RE 18750,Berlin Südkreuz (ab 05:10),9
05:27 Ausfall,--:--,RE 3302,Falkenberg(Elster) (ab 03:40),9
05:33 (+2),05:35,RE 3103,Cottbus Hbf (ab 04:00),7
05:33,05:33,RE 92303,Cottbus Hbf (ab 04:00),
05:46,05:46,RE 3377,Angermünde (ab 04:55),9
05:51,05:51,RE 3504,Flughafen BER (ab 05:16),
06:03,06:03,RE 3503,Neubrandenburg (ab 04:27),6
06:18 (+1),06:19,RE 3104,Nauen (ab 05:39),
06:22 (+1),06:23,RE 3301,Pasewalk (ab 04:44),6
06:28,06:28,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),9
06:35,06:35,NEB 61080,Klosterfelde (ab 06:02),
06:35,06:35,RB 61080,Klosterfelde (ab 06:02),
06:36,06:36,RE 3105,Cottbus Hbf (ab 04:57),7
06:37 (+3),06:40,ICE 904,Donauwörth (ab 00:11),
06:51,06:51,RE 4352,Flughafen BER (ab 06:16),
06:57,06:57,RE 3331,Angermünde (ab 06:01),
06:58,06:58,ICE 1272,Frankfurt(Main)Hbf (ab 23:35),8
07:03 (+6),07:09,RE 4353,Rostock Hbf (ab 04:34),6
07:18 (+2),07:20,RE 3106,Nauen (ab 06:39),
07:21,07:21,RE 3343,Schwedt(Oder) (ab 06:04),6
07:28,07:28,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),9
07:38,07:38,RE 3107,Cottbus Hbf (ab 06:03),
07:44,07:44,NEB 61082,Wandlitzsee (ab 07:18),
07:44,07:44,RB 61082,Wandlitzsee (ab 07:18),
07:51,07:51,RE 3506,Flughafen BER (ab 07:16),10
07:58,07:58,RE 3335,Angermünde (ab 07:10),
08:03 (+10),08:13,RE 3505,Stralsund Hbf (ab 05:02),6
08:14 Ausfall,--:--,ICE 698,München Hbf (ab 22:46),8
08:19,08:19,IC 2474,Magdeburg Hbf (ab 06:40),
08:22 (+1),08:23,RE 3303,Stralsund Hbf (ab 05:10),6
08:23,08:23,RE 3108,Nauen (ab 07:39),10
08:27 (+1),08:28,RE 3344,Halle(Saale)Hbf (ab 05:46),9
08:36 (+1),08:37,RE 3109,Cottbus Hbf (ab 07:04),7
08:51,08:51,RE 4354,Flughafen BER (ab 08:16),10
08:56 (+113),10:49,EN 345,Stockholm Central (ab 17:28),10
09:02 (+7),09:09,ICE 936,Eisenach Hbf (ab 06:37),8
09:03 (+16),09:19,RE 4355,Rostock Hbf (ab 06:34),6
09:19 (+2),09:21,RE 3110,Nauen (ab 08:39),8
09:21,09:21,RE 3345,Schwedt(Oder) (ab 08:04),6
09:28 (+1),09:29,RE 3306,Luckenwalde (ab 08:35),9
09:31 (+36),10:07,ICE 1104,München Hbf (ab 05:17),8
09:36 (+24),10:00,RE 3111,Cottbus Hbf (ab 08:04),7
09:51,09:51,RE 3508,Flughafen BER (ab 09:16),9
10:02 (+14),10:16,RB 21857,Stralsund Hbf (ab 07:02),6
10:02 (+14),10:16,RE 3507,Stralsund Hbf (ab 07:02),6
10:10 (+31),10:41,ES 475,Paris Est (ab 15:59),5
