Ankunft,Zugnr.,von (Abfahrt),Gleis
00:10,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:39),7
00:13,RB 21964,Ludwigsfelde (ab 23:32),8
00:22 (+2),ICE 2826,München Hbf (ab 16:45),6
00:22 (+2),ICE 592,München Hbf (ab 16:45),6
00:28 (+12),ICE 700,München Hbf (ab 19:09),6
00:29,RB 21966,Flughafen BER (ab 00:16),8
00:49 Ausfall,ICE 705,Hamburg-Altona (ab 20:36),5
00:50,ICE 1500,München Hbf (ab 20:21),7
00:53,RB 56816,Oranienburg (ab 00:15),
00:59 (+1),RB 21967,Berlin Hbf (ab 00:52),3
01:51,RE 3,Wallersdorf (ab 06:54),
04:02,FEX,Berlin Potsdamer Platz (ab 21:26),
04:53 (+46),RE 3369,Eberswalde Hbf (ab 04:03),
04:53,RE 62040,Wustermark (ab 04:16),
05:04,RE 62003,Baruth(Mark) (ab 04:19),
05:08,RE 3,Dessau Hbf (ab 02:28),
05:08,RE 3302,Falkenberg(Elster) (ab 03:40),6
05:14,FEX,Berlin Ostkreuz (ab 00:00),
05:15,RE 3144,Rathenow (ab 04:09),
05:23,RE 4351,Neustrelitz Hbf (ab 03:49),4
05:23,RE 5,Sachsenhausen(Nordb) (ab 00:18),
05:32,ICE 593,Berlin Gesundbrunnen (ab 05:16),5
05:39,RE 3341,Schwedt(Oder) (ab 04:04),
05:40 (+3),ICE 1501,Berlin Gesundbrunnen (ab 05:26),5
05:42,RE 3167,Jüterbog (ab 05:02),7
05:43,RB 18501,Cottbus Hbf (ab 04:24),
05:43,RE 18501,Cottbus Hbf (ab 04:24),
05:49,RE 62000,Elstal (ab 05:07),3
05:56,ICE 701,Berlin Hbf (ab 05:52),5
06:00,ICE 1541,Köln Hbf (ab 23:27),4
06:05,RE 62005,Elsterwerda (ab 04:29),8
06:06,RB 18500,Berlin Hbf (ab 05:58),
06:09,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),6
06:13,RE 3164,Stendal Hbf (ab 04:48),
06:13,RE 4,Rathenow (ab 05:09),
06:16,RJ 171,Berlin Hbf (ab 07:28),3
06:21,RB 62051,Wustermark (ab 05:39),5
06:23,RE 3503,Neubrandenburg (ab 04:27),4
06:24,ICE 904,München Hbf (ab 23:12),6
06:33 (+2),ICE 503,Berlin Gesundbrunnen (ab 06:16),5
06:40,ICE 1003,Berlin Hbf (ab 06:36),5
06:41,RE 3147,Falkenberg(Elster) (ab 05:14),
06:43 (+8),RB 18503,Cottbus Hbf (ab 05:23),8
06:43,RE 18503,Cottbus Hbf (ab 05:23),
06:47,RE 3301,Pasewalk (ab 04:44),4
06:51,RE 62002,Elstal (ab 06:07),3
07:04,RE 62007,Elsterwerda (ab 05:29),8
07:08,RB 18502,Berlin Hbf (ab 07:00),
07:08,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),6
07:15 (+1),RE 3146,Stendal Hbf (ab 05:48),4
07:21,RB 62053,Wustermark (ab 06:39),5
07:22,ICE 606,Erfurt Hbf (ab 05:25),6
07:23 (+33),RE 4353,Rostock Hbf (ab 04:34),4
07:24,IC 2274,Dresden Hbf (ab 05:35),
07:29,RE 21830,Flughafen BER (ab 07:16),8
07:32,ICE 2835,Hannover Hbf (ab 13:27),5
07:32,ICE 595,Berlin Hbf (ab 07:27),5
07:34 (+3),EN 40476,Budapest-Nyugati (ab 19:30),8
07:34 (+3),NJ 456,Graz Hbf (ab 19:41),8
07:34,nj 456,Graz Hbf (ab 19:41),8
07:39,RE 3343,Schwedt(Oder) (ab 06:04),4
07:40,ICE 1503,Berlin Gesundbrunnen (ab 07:26),5
07:42,RE 3169,Jüterbog (ab 07:02),6
07:43 (+2),RB 18505,Cottbus Hbf (ab 06:12),
07:43,RE 18505,Cottbus Hbf (ab 06:12),8
07:49 (+1),RE 62004,Elstal (ab 07:07),3
07:58,ICE 698,München Hbf (ab 22:46),6
07:58,ICE 703,Berlin Gesundbrunnen (ab 07:41),5
08:05,RE 62009,Elsterwerda (ab 06:40),8
08:08,RB 18504,Berlin Hbf (ab 08:00),3
08:09 (+1),RE 3344,Halle(Saale)Hbf (ab 05:46),6
08:13,RE 21836,Flughafen BER (ab 08:01),8
08:13,RE 3166,Stendal Hbf (ab 06:47),5
08:20,RJ 870,Dresden Hbf (ab 06:53),8
08:21,RB 62055,Wustermark (ab 07:39),5
08:24,RE 3505,Stralsund Hbf (ab 05:02),4
08:29,RE 21838,Flughafen BER (ab 08:16),8
08:33 (+1),ICE 505,Hamburg-Altona (ab 05:34),5
08:34,IC 2173,Rostock Hbf (ab 06:20),3
08:40 (+1),ICE 1005,Berlin Gesundbrunnen (ab 08:26),5
08:41,RE 3149,Falkenberg(Elster) (ab 07:18),6
08:43,RB 18507,Lübbenau(Spreewald) (ab 07:44),8
08:43,RE 18507,Lübbenau(Spreewald) (ab 07:44),8
08:46,ICE 936,Eisenach Hbf (ab 06:37),6
08:47,RE 3303,Stralsund Hbf (ab 05:10),4
08:51,RE 62006,Elstal (ab 08:07),3
09:04,RE 62011,Elsterwerda (ab 07:29),8
09:08,RB 18506,Berlin Hbf (ab 09:00),3
09:08 (+5),RE 3306,Luckenwalde (ab 08:35),6
09:15 (+8),ICE 1104,München Hbf (ab 05:17),7
09:15,RE 3148,Rathenow (ab 08:05),4
09:21,RB 62057,Wustermark (ab 08:39),5
09:22 (+25),ICE 2816,München Hbf (ab 19:13),
09:22,ICE 604,Nürnberg Hbf (ab 05:37),6
09:23,RE 4355,Rostock Hbf (ab 06:37),4
09:24 (+1),IC 2272,Dresden Hbf (ab 07:35),7
09:33,ICE 597,Berlin Hbf (ab 09:27),5
09:39,RE 3345,Schwedt(Oder) (ab 08:04),4
09:40,ICE 1505,Berlin Gesundbrunnen (ab 09:26),5
09:42,RE 3171,Jüterbog (ab 09:02),6
09:43,RB 18509,Lübbenau(Spreewald) (ab 08:45),8
09:49,RE 62008,Elstal (ab 09:07),3
09:53,DRF 1234,Leipzig Hbf (ab 08:45),6
09:53 (+1),FLX 1234,Leipzig Hbf (ab 08:45),6
09:58 (+2),ICE 804,München Hbf (ab 05:05),6
09:58 (+1),ICE 91,Berlin Hbf (ab 09:54),5
10:02 (+1),FLX 1337,Berlin Hbf (ab 09:57),4
10:05,RE 62013,Elsterwerda (ab 08:40),8
10:08 (+3),RB 18508,Berlin Hbf (ab 10:00),3
10:09 (+3),ICE 1041,Oldenburg(Oldb)Hbf (ab 06:40),4
10:09 (+2),RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),6
10:13 (+5),RE 3168,Stendal Hbf (ab 08:47),5
10:14,RB 21852,Flughafen BER (ab 10:01),8
10:15,ICE 1604,München Hbf (ab 06:19),7
10:20 (+17),RJ 384,Praha hl.n. (ab 06:31),8
10:22,ICE 2810,Frankfurt(Main)Hbf (ab 06:15),7
10:22,ICE 696,Frankfurt(Main)Hbf (ab 06:15),7
10:22,RB 62059,Wustermark (ab 09:39),6
10:24,RE 3507,Stralsund Hbf (ab 07:02),5
10:29,RB 21857,Berlin Hbf (ab 10:22),
10:33 (+2),ICE 507,Hamburg-Altona (ab 07:34),4
10:34,IC 2175,Rostock Hbf (ab 08:20),3
10:40,ICE 1007,Berlin Gesundbrunnen (ab 10:28),5
10:41,RE 3151,Falkenberg(Elster) (ab 09:18),6
10:43,RB 18511,Lübbenau(Spreewald) (ab 09:44),8
10:43,RE 18511,Lübbenau(Spreewald) (ab 09:44),
10:44,RB 21859,Berlin Hbf (ab 10:37),
10:46 (+40),ICE 934,Darmstadt Hbf (ab 06:37),6
10:47,RE 3305,Stralsund Hbf (ab 07:10),4
10:51 (+1),RE 62010,Elstal (ab 10:05),3
10:59,RB 21861,Berlin Hbf (ab 10:52),
11:04,RE 62015,Elsterwerda (ab 09:29),8
11:08,RB 18510,Berlin Hbf (ab 11:00),3
11:08 (+11),RE 3308,Luckenwalde (ab 10:35),6
11:10,ICE 839,Stralsund Hbf (ab 08:07),5
11:15,ICE 1102,München Hbf (ab 07:17),7
11:15,RE 3150,Rathenow (ab 10:02),4
11:21,RB 62061,Wustermark (ab 10:39),5
11:22 (+2),ICE 602,München Hbf (ab 06:49),6
11:23,RE 4357,Rostock Hbf (ab 08:37),4
11:24 (+2),IC 2270,Dresden Hbf (ab 09:35),7
11:29,RB 21862,Flughafen BER (ab 11:16),8
11:29,RB 21865,Berlin Hbf (ab 11:22),3
11:32,ICE 599,Berlin Gesundbrunnen (ab 11:17),5
11:39,RE 3347,Schwedt(Oder) (ab 10:04),4
11:40 (+5),ICE 1507,Berlin Gesundbrunnen (ab 11:26),5
11:43,RB 18513,Lübbenau(Spreewald) (ab 10:44),8
11:43,RE 18513,Lübbenau(Spreewald) (ab 10:44),8
11:43 (+2),RE 3173,Jüterbog (ab 11:02),6
11:44,RB 21867,Berlin Hbf (ab 11:37),3
11:49,ICE 1162,Stuttgart Hbf (ab 07:04),7
11:49 (+1),RE 62012,Elstal (ab 11:07),3
11:56 (+2),ICE 707,Berlin Hbf (ab 11:51),4
11:58,ICE 802,München Hbf (ab 07:12),6
11:59,RB 21869,Berlin Hbf (ab 11:52),
12:00,RB 21866,Flughafen BER (ab 11:46),8
12:02 (+1),FLX 1239,Hamburg Hbf (ab 09:18),5
12:05 (+3),RE 62017,Baruth(Mark) (ab 11:21),8
12:08,RB 18512,Berlin Hbf (ab 12:00),
12:09 (+18),ICE 1138,Frankfurt(M) Flughafen Regionalbf (ab 07:41),4
12:10,RE 3348,Lutherstadt Wittenberg Hbf (ab 10:45),6
12:13 (+15),RE 3170,Stendal Hbf (ab 10:32),5
12:15,ICE 1602,München Hbf (ab 08:21),6
12:19,DRF 1324,Leipzig Hbf (ab 11:04),7
