Ankunft,Zugnr.,von (Abfahrt),Gleis
00:15,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:39),3
00:18 (+3),RE 3359,Schwedt(Oder) (ab 22:11),
00:19,RB 21964,Ludwigsfelde (ab 23:32),4
01:57,RE 3362,Lutherstadt Wittenberg Hbf (ab 00:34),3
04:49,RE 3369,Eberswalde Hbf (ab 04:03),2
05:04,RB 56801,Berlin Südkreuz (ab 05:00),3
05:14 (+1),RE 3302,Falkenberg(Elster) (ab 03:40),3
05:34,RE 3341,Schwedt(Oder) (ab 04:04),1
05:47,RE 3167,Jüterbog (ab 05:02),3
06:15 (+2),RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),3
06:17,RE 3503,St. Gallen(CH) (ab 21:25),2
06:39 (+2),RE 4352,Berlin Südkreuz (ab 06:34),3
06:42,RE 3301,Angermünde (ab 05:32),2
07:03,RB 18502,Berlin Hbf (ab 07:00),1
07:14,RE 3304,Luckenwalde (ab 06:35),3
07:34,RE 3343,Pinnow(Uckermark) (ab 06:18),1
07:39,RE 3506,Berlin Südkreuz (ab 07:34),3
07:45,RE 62004,Elstal (ab 07:07),1
07:49,RB 18505,Cottbus Hbf (ab 06:12),4
08:03,RB 18504,Berlin Hbf (ab 08:00),1
08:11,RE 62009,Baruth(Mark) (ab 07:20),4
08:15 (+2),RE 3344,Halle(Saale)Hbf (ab 05:46),3
08:18 (+2),RE 3505,St. Gallen(CH) (ab 22:25),2
08:39 Ausfall,RE 4354,Berlin Südkreuz (ab 08:34),3
08:42,RE 3303,Stralsund Hbf (ab 05:10),2
08:47,RE 62006,Elstal (ab 08:07),1
08:48,RB 18507,Lübbenau(Spreewald) (ab 07:44),4
09:03,RB 18506,Berlin Hbf (ab 09:00),1
09:09,RE 62011,Elsterwerda (ab 07:29),4
09:14 (+4),RE 3306,Luckenwalde (ab 08:35),3
09:16 Ausfall,RE 4355,Rostock Hbf (ab 06:37),2
09:34,RE 3345,Schwedt(Oder) (ab 08:04),1
09:39 Ausfall,RE 3508,Berlin Südkreuz (ab 09:34),3
09:45,RE 62008,Elstal (ab 09:07),1
09:47,RE 3171,Jüterbog (ab 09:02),3
09:49,RB 18509,Lübbenau(Spreewald) (ab 08:45),4
10:03,RB 18508,Berlin Hbf (ab 10:00),1
10:04,RB 21850,Flughafen BER (ab 09:46),4
10:09,RE 3168,Stendal Hbf (ab 08:47),2
10:11,RE 62013,Baruth(Mark) (ab 09:20),4
10:15 (+1),RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),3
10:16,RB 62059,Wustermark (ab 09:39),1
10:16 Ausfall,RE 3507,Stralsund Hbf (ab 07:02),2
10:35,RB 21854,Flughafen BER (ab 10:16),4
10:39 Ausfall,RE 4356,Berlin Südkreuz (ab 10:34),3
10:42 (+1),RE 3305,Stralsund Hbf (ab 07:10),2
10:46,RE 3151,Falkenberg(Elster) (ab 09:18),3
10:47,RE 62010,Elstal (ab 10:05),1
10:49,RB 18511,Lübbenau(Spreewald) (ab 09:44),4
11:03,RB 18510,Berlin Hbf (ab 11:00),1
11:04,RB 21858,Flughafen BER (ab 10:46),4
11:09,RE 62015,Elsterwerda (ab 09:29),4
11:11,RE 3150,Rathenow (ab 10:02),2
11:14,RE 3308,Luckenwalde (ab 10:35),3
11:16,RB 62061,Wustermark (ab 10:39),1
11:16 (+8),RE 4357,Rostock Hbf (ab 08:37),2
11:25,RB 21865,Berlin Hbf (ab 11:22),1
11:34,RE 3347,Schwedt(Oder) (ab 10:04),1
11:35,RB 21862,Flughafen BER (ab 11:16),4
11:39,RE 3510,Berlin Südkreuz (ab 11:34),3
11:40,RB 21867,Berlin Hbf (ab 11:37),1
11:45,RE 62012,Elstal (ab 11:07),1
11:49,RB 18513,Lübbenau(Spreewald) (ab 10:44),4
11:49,RE 3173,Jüterbog (ab 11:02),3
12:03,RB 18512,Berlin Hbf (ab 12:00),1
12:06,RB 21866,Flughafen BER (ab 11:46),4
12:09,RE 3170,Stendal Hbf (ab 10:32),2
12:11,RE 62017,Baruth(Mark) (ab 11:21),4
12:15 (+1),RE 3348,Lutherstadt Wittenberg Hbf (ab 10:45),3
12:16,RB 62063,Wustermark (ab 11:39),1
12:16 (+11),RE 3509,Stralsund Hbf (ab 09:02),2
12:25,RB 21873,Berlin Hbf (ab 12:22),1
12:35,RB 21870,Flughafen BER (ab 12:16),4
12:39,RE 4358,Berlin Südkreuz (ab 12:34),3
12:40,RB 21875,Berlin Hbf (ab 12:37),1
12:42 (+2),RE 3307,Stralsund Hbf (ab 09:10),2
12:46,RE 3153,Falkenberg(Elster) (ab 11:18),3
12:47,RE 62014,Elstal (ab 12:05),1
12:48,RB 18515,Lübbenau(Spreewald) (ab 11:44),4
12:54,RB 21877,Berlin Hbf (ab 12:52),1
13:03,RB 18514,Berlin Hbf (ab 13:00),1
13:04,RB 21874,Flughafen BER (ab 12:46),4
13:09,RE 62019,Elsterwerda (ab 11:29),4
13:11,RE 3152,Rathenow (ab 12:02),2
13:14,RE 3310,Luckenwalde (ab 12:35),3
13:16,RB 62065,Wustermark (ab 12:39),1
13:16 (+13),RE 4359,Rostock Hbf (ab 10:37),2
