Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:13 (+26),00:39,ICE 901,Berlin Ostbahnhof (an 00:38),3
00:46,00:46,RE 3140,Cottbus Hbf (an 02:40),
01:16,01:16,RE 93291,Berlin Ostbahnhof (an 01:33),
01:25 (+14),01:39,ICE 1707,Berlin Ostbahnhof (an 01:40),
01:52 (+30),02:22,ICE 274,Berlin Ostbahnhof (an 02:08),3
04:04,04:04,RE 73751,Frankfurt(Oder) (an 05:29),
04:24,04:24,RE 73801,Frankfurt(Oder) (an 05:36),
04:29 (+1),04:30,ICE 646,Köln Hbf (an 09:33),4
04:35,04:35,ICE 277,Chur (an 14:22),4
04:39,04:39,RE 3702,Senftenberg (an 06:41),
04:39,04:39,RE 81702,Lübbenau(Spreewald) (an 06:03),
04:42,04:42,RE 2,Regensburg Hbf (an 22:38),
04:45,04:45,RE 1,Gotha (an 21:29),
05:04,05:04,RB 21817,Flughafen BER (an 05:45),2
05:09,05:09,RE 73716,Magdeburg Hbf (an 06:50),3
05:09,05:09,RE 73753,Frankfurt(Oder) (an 06:35),
05:19,05:19,RE 3102,Cottbus Hbf (an 06:56),1
05:21,05:21,RE 3707,Wilhelmshorst (an 05:47),
05:34 (+1),05:35,ICE 946,Köln Hbf (an 10:35),3
05:39,05:39,RE 3704,Senftenberg (an 07:41),2
05:44,05:44,RE 3103,Berlin-Spandau (an 05:54),
05:52,05:52,RE 73713,Frankfurt(Oder) (an 07:18),
06:00 (+148),08:28,ICE 1541,Berlin Ostbahnhof (an 06:19),1
06:08,06:08,RE 73718,Magdeburg Hbf (an 07:50),4
06:09,06:09,RB 73803,Berlin Ostbahnhof (an 06:24),2
06:09,06:09,RE 73803,Berlin Ostbahnhof (an 06:24),
06:19,06:19,RE 3104,Cottbus Hbf (an 07:57),1
06:21,06:21,RE 3709,Dessau Hbf (an 07:53),3
06:30,06:30,RE 73755,Frankfurt(Oder) (an 07:47),2
06:30,06:30,RE 73760,Brandenburg Hbf (an 07:19),4
06:36,06:36,ICE 279,Chur (an 16:22),3
06:39,06:39,RE 3706,Senftenberg (an 08:41),2
06:44 (+15),06:59,ICE 1272,Frankfurt(M) Flughafen Fernbahnhof (an 23:46),1
06:44,06:44,RE 3105,Hennigsdorf(b Berlin) (an 07:23),4
06:47,06:47,RE 73804,Brandenburg Hbf (an 07:33),
06:52,06:52,RE 73715,Frankfurt(Oder) (an 08:18),2
07:08,07:08,RE 73720,Magdeburg Hbf (an 08:50),4
07:09,07:09,RE 73805,Berlin Ostbahnhof (an 07:24),2
07:19,07:19,RE 3106,Cottbus Hbf (an 08:56),1
07:21,07:21,RE 3711,Dessau Hbf (an 08:53),4
07:30,07:30,RE 73757,Frankfurt(Oder) (an 08:43),2
07:30,07:30,RE 73762,Brandenburg Hbf (an 08:23),
07:39,07:39,IC 2432,Hannover Hbf (an 10:25),3
07:39 (+15),07:54,RE 3708,Senftenberg (an 09:41),2
07:44,07:44,RE 3107,Hennigsdorf(b Berlin) (an 08:23),4
07:47 (+2),07:49,ICE 649,Berlin Ostbahnhof (an 08:03),2
07:47 (+11),07:58,RE 73806,Brandenburg Hbf (an 08:33),3
07:52 (+13),08:05,RE 73717,Frankfurt(Oder) (an 09:18),2
08:04,08:04,RB 18145,Berlin Ostbahnhof (an 08:21),1
08:08 (+20),08:28,RE 73722,Magdeburg Hbf (an 09:50),3
