Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:03,00:03,RE 94749,Mürzzuschlag (an 17:17),
00:24,00:24,RE 3319,Berlin Hbf (an 00:30),6
00:29,00:29,RE 3366,Blönsdorf (an 23:02),
00:41 (+3),00:44,RB 56816,Berlin Südkreuz (an 00:53),
00:41,00:41,RE 56816,Berlin Südkreuz (an 00:53),6
01:01,01:01,RE 3742,Wiesenburg(Mark) (an 23:50),
04:14,04:14,RB 18241,Berlin-Spandau (an 04:28),
04:23,04:23,RE 1,Saarbrücken Hbf (an 13:15),
04:23,04:23,RE 73801,Frankfurt(Oder) (an 05:32),
04:25,04:25,RE 3340,Schwedt(Oder) (an 05:50),9
04:41,04:41,RE 3,Dresden-Neustadt (an 22:17),
04:41,04:41,RE 3369,Berlin Südkreuz (an 04:53),6
04:44 (+4),04:48,RE 3702,Calau(Nl) (an 06:15),
04:54 (+1),04:55,RE 4350,Rostock Hbf (an 07:21),
04:54,04:54,RE 5,Bonn Hbf (an 07:02),
05:14,05:14,RB 18243,Berlin-Spandau (an 05:28),
05:16,05:16,RB 56801,Schwerin Hbf (an 07:48),9
05:16,05:16,RE 56801,Schwerin Hbf (an 07:48),
05:24,05:24,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),6
05:26 (+1),05:27,ICE 1501,München Hbf (an 09:41),7
05:32,05:32,RE 3302,Stralsund Hbf (an 08:45),9
05:54,05:54,RE 3504,Stralsund Hbf (an 08:51),10
06:06,06:06,RE 3503,Berlin Südkreuz (an 06:23),6
06:11,06:11,RE 3376,Angermünde (an 07:01),
06:14,06:14,RB 18245,Berlin-Spandau (an 06:28),
06:18,06:18,ICE 2523,Leipzig Hbf (an 07:45),
06:24,06:24,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),6
06:32,06:32,RE 3342,Angermünde (an 07:23),10
06:54,06:54,RE 4352,Rostock Hbf (an 09:21),10
07:06 (+2),07:08,RE 4353,Berlin Südkreuz (an 07:23),6
07:11 (+1),07:12,IC 2432,Norddeich Mole (an 14:20),
07:14,07:14,RB 18247,Berlin-Spandau (an 07:28),
07:16,07:16,RB 56803,Schwerin Hbf (an 09:48),10
07:16,07:16,RE 56803,Schwerin Hbf (an 09:48),
07:23,07:23,RE 3608,Perleberg (an 09:51),
07:24,07:24,RE 3343,Luckenwalde (an 08:27),6
07:26 (+1),07:27,ICE 1503,München Hbf (an 11:43),7
07:33,07:33,RB 18236,Berlin Ostkreuz (an 23:19),9
07:33,07:33,RE 3304,Stralsund Hbf (an 10:44),9
07:41,07:41,ICE 2571,Baden-Baden (an 14:17),
07:44,07:44,IC 2274,Rostock Hbf (an 09:37),8
07:54,07:54,RE 3506,Stralsund Hbf (an 10:51),10
08:06 (+2),08:08,RE 3505,Berlin Südkreuz (an 08:24),6
08:17,08:17,IC 2173,Wien Franz-Josefs-Bahnhof (an 16:27),6
08:24,08:24,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),6
08:26 (+3),08:29,ICE 1005,München Hbf (an 12:46),7
08:32,08:32,RE 3344,Angermünde (an 09:23),
08:54,08:54,RE 4354,Rostock Hbf (an 11:21),10
09:03 (+4),09:07,ICE 936,Ostseebad Binz (an 12:29),8
09:06 (+1),09:07,RE 4355,Berlin Südkreuz (an 09:23),6
09:14,09:14,RB 18251,Berlin-Spandau (an 09:27),
09:16,09:16,RB 56805,Schwerin Hbf (an 11:48),
09:16,09:16,RE 56805,Schwerin Hbf (an 11:48),
09:18,09:18,RE 3715,Dessau Hbf (an 10:53),
09:24,09:24,RE 3345,Berlin Südkreuz (an 09:39),6
09:26 (+1),09:27,ICE 1505,München Hbf (an 13:43),7
09:26,09:26,ICE 2847,München Hbf (an 13:43),7
09:32,09:32,RE 3306,Stralsund Hbf (an 12:44),9
09:45,09:45,IC 2592,Rostock Hbf (an 11:37),
09:54,09:54,RE 3508,Stralsund Hbf (an 12:51),9
10:06 (+1),10:07,RE 3507,Berlin Südkreuz (an 10:24),6
10:15,10:15,RB 18253,Wustermark (an 10:45),5
