Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
04:54,04:54,RB 18300,Wünsdorf-Waldstadt (ab 03:43),3
05:06,05:06,RB 18303,Eberswalde Hbf (ab 04:35),4
07:06,07:06,RB 18307,Eberswalde Hbf (ab 06:35),4
09:30,09:30,RB 18211,Oranienburg (ab 09:09),4
10:30,10:30,RB 18213,Oranienburg (ab 10:09),4
10:54,10:54,RB 18312,Blankenfelde(Teltow-Fläming) (ab 10:09),3
11:06,11:06,RB 18315,Eberswalde Hbf (ab 10:35),4
11:30,11:30,RB 18215,Oranienburg (ab 11:09),4
11:54,11:54,RB 18314,Blankenfelde(Teltow-Fläming) (ab 11:09),3
12:06,12:06,RB 18317,Eberswalde Hbf (ab 11:35),4
12:30,12:30,RB 18217,Oranienburg (ab 12:09),4
12:54,12:54,RB 18316,Blankenfelde(Teltow-Fläming) (ab 12:09),3
13:06,13:06,RB 18319,Eberswalde Hbf (ab 12:35),4
13:54,13:54,RB 18318,Blankenfelde(Teltow-Fläming) (ab 13:09),3
14:06,14:06,RB 18321,Eberswalde Hbf (ab 13:35),4
14:30,14:30,RB 18221,Oranienburg (ab 14:09),4
14:54,14:54,RB 18320,Blankenfelde(Teltow-Fläming) (ab 14:09),3
15:06,15:06,RB 18323,Eberswalde Hbf (ab 14:35),4
15:30,15:30,RB 18223,Oranienburg (ab 15:09),4
15:54,15:54,RB 18322,Blankenfelde(Teltow-Fläming) (ab 15:09),3
16:01,16:01,RB 61123,Berlin Ostkreuz (ab 15:48),3
16:06,16:06,RB 18325,Eberswalde Hbf (ab 15:35),4
16:30,16:30,RB 18225,Oranienburg (ab 16:09),4
16:31,16:31,RB 18222,Ludwigsfelde (ab 15:38),3
16:48,16:48,RB 61124,Templin Stadt (ab 15:33),4
16:54 (+2),16:56,RB 18324,Blankenfelde(Teltow-Fläming) (ab 16:09),3
17:01,17:01,RB 61125,Berlin Ostkreuz (ab 16:48),3
17:06,17:06,RB 18327,Eberswalde Hbf (ab 16:35),4
17:30,17:30,RB 18227,Oranienburg (ab 17:09),4
17:31,17:31,RB 18224,Ludwigsfelde (ab 16:38),3
17:48,17:48,RB 61126,Templin Stadt (ab 16:33),4
17:54,17:54,RB 18326,Blankenfelde(Teltow-Fläming) (ab 17:09),3
18:06,18:06,RB 18329,Eberswalde Hbf (ab 17:35),4
18:30,18:30,RB 18229,Oranienburg (ab 18:09),4
18:54,18:54,RB 18328,Blankenfelde(Teltow-Fläming) (ab 18:09),3
19:06,19:06,RB 18331,Eberswalde Hbf (ab 18:35),4
19:30,19:30,RB 18231,Oranienburg (ab 19:09),4
19:54,19:54,RB 18330,Blankenfelde(Teltow-Fläming) (ab 19:09),3
20:06 (+7),20:13,RB 18333,Eberswalde Hbf (ab 19:35),4
20:30,20:30,RB 18233,Oranienburg (ab 20:09),4
20:31,20:31,RB 18230,Ludwigsfelde (ab 19:38),3
20:54,20:54,RB 18332,Blankenfelde(Teltow-Fläming) (ab 20:09),3
21:30,21:30,RB 18235,Oranienburg (ab 21:09),4
21:31,21:31,RB 18232,Ludwigsfelde (ab 20:38),3
22:30,22:30,RB 18237,Oranienburg (ab 22:09),4
22:31,22:31,RB 18234,Ludwigsfelde (ab 21:38),3
22:54,22:54,RB 18336,Blankenfelde(Teltow-Fläming) (ab 22:09),3
23:31,23:31,RB 18236,Ludwigsfelde (ab 22:38),3
