Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:02,00:02,RE 2,Marktredwitz (ab 05:04),
00:02 (+8),00:10,RE 3139,Cottbus Hbf (ab 21:58),14
00:07,00:07,FEX,Berlin Alexanderplatz (ab 00:01),
00:07,00:07,RB 21958,Flughafen BER (ab 23:33),14
00:08,00:08,RB 90185,Stendal Hbf (ab 22:50),
00:08,00:08,RE 3182,Stendal Hbf (ab 22:50),3
00:13 (+35),00:48,ICE 901,Hamburg-Altona (ab 21:26),12
00:15,00:15,RB 62086,Baruth(Mark) (ab 23:19),
00:16,00:16,RB 21962,Flughafen BER (ab 23:42),14
00:19,00:19,RE 3366,Teltow (ab 00:00),
00:21,00:21,RE 1,Bad Kleinen (ab 00:06),
00:21,00:21,RE 73826,Berlin Ostkreuz (ab 00:06),
00:23,00:23,RB 21964,Ludwigsfelde (ab 23:32),
00:26,00:26,ICE 947,Köln Hbf (ab 19:27),11
00:27,00:27,RE 3745,Senftenberg (ab 22:26),14
00:27,00:27,RE 7,Berlin Ostkreuz (ab 00:12),
00:30,00:30,RE 3319,Stralsund Hbf (ab 21:10),
00:36,00:36,RE 62038,Wustermark (ab 00:02),
00:39,00:39,RB 21966,Flughafen BER (ab 00:16),
00:41 (+20),01:01,ICE 276,Brig (ab 13:45),
00:45,00:45,RB 56816,Oranienburg (ab 00:15),
00:45,00:45,RE 56816,Schwerin Hbf (ab 22:14),
00:51,00:51,RE 3140,Berlin-Charlottenburg (ab 00:42),
00:51,00:51,RE 93240,Berlin-Charlottenburg (ab 00:42),
00:53,00:53,RB 94796,Fürstenwalde(Spree) (ab 00:00),
00:53,00:53,RE 91367,Fürstenwalde(Spree) (ab 00:00),
01:02,01:02,RE 3141,Königs Wusterhausen (ab 00:25),13
01:02,01:02,RE 3742,Dessau Hbf (ab 23:23),11
01:04,01:04,RB 21968,Flughafen BER (ab 00:30),
01:20,01:20,RE 93994,Potsdam Hbf (ab 00:53),
01:20,01:20,RE 94791,Potsdam Hbf (ab 00:53),
01:22,01:22,ICE 1500,München Hbf (ab 20:21),5
01:29 (+30),01:59,ICE 1707,Hamburg-Altona (ab 22:34),12
01:36,01:36,RE 93742,Medewitz(Mark) (ab 00:20),
01:48,01:48,RE 73752,Frankfurt(Oder) (ab 00:29),14
02:46,02:46,ICE 647,Köln Hbf (ab 21:26),12
02:47,02:47,RB 62089,Wustermark (ab 02:16),7
02:49,02:49,RE 90173,Wustermark (ab 02:16),
02:54 (+4),02:58,RB 21802,Flughafen BER (ab 02:22),14
04:13,04:13,RE 3705,Berlin Ostkreuz (ab 03:59),14
04:20,04:20,ICE 646,Berlin Ostbahnhof (ab 04:09),14
04:28,04:28,RE 73801,Berlin-Charlottenburg (ab 04:20),11
04:35,04:35,ICE 1706,Berlin Südkreuz (ab 04:29),
04:38,04:38,RE 21813,Berlin-Charlottenburg (ab 04:29),12
04:44,04:44,RE 21806,Flughafen BER (ab 04:10),14
04:44 (+1),04:45,RE 3702,Bad Belzig (ab 03:41),11
04:44,04:44,RE 92402,Bad Belzig (ab 03:41),
04:45,04:45,RB 62094,Berlin Südkreuz (ab 04:38),8
04:45,04:45,RE 3369,Eberswalde Hbf (ab 04:03),4
04:45 (+1),04:46,RE 62040,Berlin-Staaken (ab 04:06),1
04:53,04:53,RB 21808,Flughafen BER (ab 04:31),3
05:01,05:01,RE 94716,Frankfurt(Oder) (ab 03:38),
05:06,05:06,RE 3144,Rathenow (ab 04:09),2
05:07 (+1),05:08,RB 56801,Berlin Südkreuz (ab 05:00),6
05:07,05:07,RE 56801,Berlin Südkreuz (ab 05:00),6
05:08,05:08,RE 21810,Flughafen BER (ab 04:46),8
05:09,05:09,RE 21817,Berlin-Charlottenburg (ab 05:00),12
05:11,05:11,RE 4351,Neustrelitz Hbf (ab 03:49),4
05:13,05:13,RE 3707,Lübbenau(Spreewald) (ab 03:53),13
05:13,05:13,RE 62003,Baruth(Mark) (ab 04:19),7
05:18 (+3),05:21,RE 3302,Jüterbog (ab 04:22),5
05:22,05:22,RE 93759,Frankfurt(Oder) (ab 04:15),
05:22,05:22,RE 94758,Frankfurt(Oder) (ab 04:15),
05:23,05:23,RE 21812,Flughafen BER (ab 05:01),8
05:24 (+15),05:39,ICE 946,Berlin Ostbahnhof (ab 05:08),14
05:24,05:24,RE 3102,Hennigsdorf(b Berlin) (ab 04:33),11
05:29 (+3),05:32,RE 3341,Schwedt(Oder) (ab 04:04),2
05:32 (+1),05:33,ICE 1501,Berlin Gesundbrunnen (ab 05:26),4
05:35,05:35,RE 3103,Cottbus Hbf (ab 04:00),
05:35,05:35,RE 62000,Elstal (ab 05:07),
05:36,05:36,ICE 2818,Berlin Südkreuz (ab 05:31),
05:36,05:36,ICE 608,Berlin Südkreuz (ab 05:31),6
05:43,05:43,RE 3504,Berlin Südkreuz (ab 05:34),
05:43,05:43,RE 3704,Dessau Hbf (ab 04:05),12
