Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:05,00:05,RE 3,Biberach(Riß) (an 23:17),
05:03,05:03,RE 3302,Züssow (an 08:02),
05:37,05:37,RE 3167,Stendal Hbf (an 07:13),4
06:05,06:05,RE 3342,Angermünde (an 07:23),
06:37,06:37,RE 3147,Berlin-Spandau (an 07:04),
07:03 (+1),07:04,RE 3304,Greifswald (an 10:18),4
07:37,07:37,RE 3169,Stendal Hbf (an 09:13),4
07:51,07:51,RE 3343,Luckenwalde (an 08:27),3
08:05 (+44),08:49,RE 3344,Schwedt(Oder) (an 09:55),4
08:37,08:37,RE 3149,Rathenow (an 09:54),4
09:03 (+2),09:05,RE 3306,Züssow (an 12:00),4
09:22,09:22,RE 3148,Falkenberg(Elster) (an 10:44),3
09:37,09:37,RE 3171,Schorndorf (an 18:09),4
09:51,09:51,RE 3345,Luckenwalde (an 10:27),3
10:05 (+1),10:06,RE 3346,Schwedt(Oder) (an 11:55),4
10:37,10:37,RE 3151,Berlin-Spandau (an 11:04),
10:54 (+9),11:03,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),3
11:03 (+4),11:07,RE 3308,Züssow (an 14:01),4
11:51,11:51,RE 3347,Luckenwalde (an 12:27),3
12:06,12:06,RE 3348,Angermünde (an 13:23),
12:20,12:20,RE 3170,Jüterbog (an 12:54),3
12:37,12:37,RE 3153,Berlin-Spandau (an 13:04),
12:54 (+1),12:55,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),3
13:03,13:03,RE 3310,Pasewalk (an 15:15),
13:37,13:37,RE 3175,Stendal Hbf (an 15:13),
14:05,14:05,RE 3350,Schwedt(Oder) (an 15:55),4
14:37,14:37,RE 3155,Berlin-Spandau (an 15:04),
14:54 (+8),15:02,re 3309,Lutherstadt Wittenberg Hbf (an 16:07),3
15:03 (+1),15:04,RE 3312,Pasewalk (an 17:15),4
15:37,15:37,RE 3177,Stendal Hbf (an 17:13),
16:05 (+4),16:09,RE 3352,Schwedt(Oder) (an 17:55),4
16:37,16:37,RE 3157,Berlin-Spandau (an 17:04),
16:54 (+6),17:00,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),3
17:03 (+9),17:12,RE 3314,Pasewalk (an 19:15),4
17:37,17:37,RE 26117,Stendal Hbf (an 19:13),
17:37,17:37,RE 3179,Berlin Hbf (an 17:52),
18:05 (+5),18:10,RE 3354,Schwedt(Oder) (an 19:55),4
18:37,18:37,RE 3159,Berlin-Spandau (an 19:04),
18:54 (+1),18:55,RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),3
19:03 (+2),19:05,RE 3316,Pasewalk (an 21:19),4
19:37,19:37,RE 3181,Stendal Hbf (an 21:06),
20:05,20:05,RE 3356,Angermünde (an 21:23),
20:37,20:37,RE 3161,Berlin-Spandau (an 21:04),
20:53 (+11),21:04,RE 3315,Lutherstadt Wittenberg Hbf (an 22:07),3
21:03 (+5),21:08,RE 3318,Pasewalk (an 23:19),4
21:38,21:38,RE 3183,Stendal Hbf (an 23:13),
22:48,22:48,RE 3185,Stendal Hbf (an 00:18),4
23:49 (+2),23:51,RE 3359,Jüterbog (an 00:35),3
