Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:25,RE 93045,Berlin-Wannsee (an 00:47),
00:55,RE 3140,Kunersdorf (an 02:31),
00:55,RE 93240,Cottbus Hbf (an 02:40),
01:26,RE 1,Verden(Aller) (an 23:41),
01:46,RE 73752,Berlin Zoologischer Garten (an 01:56),3
04:12,RE 3705,Lübben(Spreewald) (an 04:50),
04:14,RE 73751,Frankfurt(Oder) (an 05:29),
04:31,RE 2,Frankfurt(Main)Hbf (an 14:51),
04:31,RE 3101,Hennigsdorf(b Berlin) (an 05:23),4
04:33,RE 73801,Frankfurt(Oder) (an 05:36),
04:49,RE 3702,Lübbenau(Spreewald) (an 06:03),
04:49,RE 91399,Lübbenau(Spreewald) (an 06:03),
04:49,RE 91510,Lübbenau(Spreewald) (an 06:03),
04:59,RE 94716,Berlin Zoologischer Garten (an 05:08),3
05:12,RE 92707,Berlin-Wannsee (an 05:34),
05:32,RE 3102,Kunersdorf (an 06:47),
05:33,RE 3103,Hennigsdorf(b Berlin) (an 06:23),3
05:48,RB 91518,Lübbenau(Spreewald) (an 07:03),
05:57,RE 93719,Berlin Zoologischer Garten (an 06:07),
05:57,RE 94718,Berlin Zoologischer Garten (an 06:07),3
06:02,RE 94713,Frankfurt(Oder) (an 07:18),1
06:12,RB 93009,Dessau Hbf (an 07:53),3
06:12,RE 93009,Berlin-Wannsee (an 06:34),
06:29,RE 3104,Cottbus Hbf (an 07:57),1
06:33,RE 3105,Hennigsdorf(b Berlin) (an 07:23),4
06:49,RE 3706,Senftenberg (an 08:41),1
06:57,RE 94720,Berlin Zoologischer Garten (an 07:07),3
07:02,RE 94715,Frankfurt(Oder) (an 08:20),1
07:12,RE 3711,Dessau Hbf (an 08:53),3
07:29,RE 3106,Cottbus Hbf (an 08:56),1
07:33,RE 3107,Hennigsdorf(b Berlin) (an 08:23),3
07:48,RB 18146,Berlin-Wannsee (an 08:10),3
07:49 (+1),RE 3708,Senftenberg (an 09:41),1
08:02,RE 94717,Frankfurt(Oder) (an 09:18),1
08:12 (+1),RE 3713,Dessau Hbf (an 09:53),4
08:12,RE 7,Hagen Hbf (an 05:37),
08:13,RB 18145,Berlin Ostbahnhof (an 08:21),1
08:29,RE 3108,Cottbus Hbf (an 09:55),1
08:33,RE 3109,Hennigsdorf(b Berlin) (an 09:23),4
08:48,RB 18148,Berlin-Wannsee (an 09:10),3
08:49 (+12),RE 3710,Senftenberg (an 10:41),1
08:57,RE 94724,Berlin Zoologischer Garten (an 09:07),
09:02,RE 94719,Frankfurt(Oder) (an 10:18),1
09:12,RE 3715,Dessau Hbf (an 10:53),3
09:13,RB 18147,Berlin Ostbahnhof (an 09:21),2
09:29,RE 3110,Cottbus Hbf (an 10:55),1
09:33,RE 3111,Hennigsdorf(b Berlin) (an 10:23),3
09:48,RB 18150,Berlin-Wannsee (an 10:10),3
09:49 (+2),RE 3712,Senftenberg (an 11:41),1
09:57,RE 94726,Berlin Zoologischer Garten (an 10:07),
10:02,RE 94721,Frankfurt(Oder) (an 11:18),1
10:12 (+17),RE 3717,Dessau Hbf (an 11:53),4
10:13,RB 18149,Berlin Ostbahnhof (an 10:21),2
10:29,RE 3112,Cottbus Hbf (an 11:55),1
10:35,RE 3113,Hennigsdorf(b Berlin) (an 11:23),4
10:49,RE 3714,Senftenberg (an 12:41),1
10:57,RE 94728,Berlin Zoologischer Garten (an 11:07),3
11:02,RE 94723,Frankfurt(Oder) (an 12:18),
11:12 (+1),RE 3719,Dessau Hbf (an 12:53),3
11:29,RE 3114,Cottbus Hbf (an 12:55),1
11:33,RE 3115,Hennigsdorf(b Berlin) (an 12:23),3
