Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:06,00:06,RE 73794,Brandenburg Hbf (an 00:54),
00:34,00:34,RE 3745,Potsdam Hbf (an 00:52),
03:17,03:17,RE 73754,Magdeburg Hbf (an 05:08),
04:49,04:49,RE 73756,Brandenburg Hbf (an 05:33),4
05:13,05:13,RE 73716,Magdeburg Hbf (an 06:55),1
05:33,05:33,RE 73758,Brandenburg Hbf (an 06:19),4
06:12,06:12,RE 73718,Magdeburg Hbf (an 07:55),4
06:34,06:34,RE 73760,Brandenburg Hbf (an 07:19),1
07:10,07:10,RE 73720,Magdeburg Hbf (an 08:55),4
07:20,07:20,RE 3711,Dessau Hbf (an 08:53),2
07:22,07:22,RB 18247,Wustermark (an 07:46),3
07:26,07:26,ICE 2295,Kassel-Wilhelmshöhe (an 10:11),
07:26,07:26,ICE 795,Kassel-Wilhelmshöhe (an 10:11),4
07:34,07:34,RE 73762,Brandenburg Hbf (an 08:23),1
07:39,07:39,IC 2432,Hannover Hbf (an 10:25),4
08:10,08:10,RB 18606,Nauen (an 08:49),3
08:12,08:12,RE 73722,Magdeburg Hbf (an 09:55),4
08:20,08:20,RE 3713,Potsdam Hbf (an 08:38),
08:34,08:34,RE 73764,Brandenburg Hbf (an 09:19),
09:03,09:03,RE 3612,Falkensee (an 09:21),
09:09,09:09,RB 18608,Nauen (an 09:49),3
09:12,09:12,RE 73724,Magdeburg Hbf (an 10:55),4
09:20,09:20,RE 3715,Potsdam Hbf (an 09:38),
10:02,10:02,RE 3614,Falkensee (an 10:21),
10:09,10:09,RB 18610,Falkensee (an 10:32),
10:12,10:12,RE 73726,Magdeburg Hbf (an 11:55),4
11:03,11:03,RE 3616,Kremmen (an 12:07),3
11:10,11:10,RB 18612,Nauen (an 11:49),1
11:12,11:12,RE 73728,Magdeburg Hbf (an 12:55),4
11:22,11:22,RB 18255,Wustermark (an 11:46),1
11:28,11:28,ICE 799,Kassel-Wilhelmshöhe (an 14:11),3
12:02,12:02,RE 3618,Kremmen (an 13:07),2
12:10,12:10,RB 18614,Nauen (an 12:49),3
12:12,12:12,RE 73730,Magdeburg Hbf (an 13:55),4
12:20,12:20,RE 3721,Potsdam Hbf (an 12:38),
12:22,12:22,RB 18257,Wustermark (an 12:46),3
12:34,12:34,RE 73772,Potsdam Hbf (an 12:51),
13:03,13:03,RE 3620,Kremmen (an 14:07),3
13:10,13:10,RB 18616,Nauen (an 13:49),1
13:12,13:12,RE 73732,Magdeburg Hbf (an 14:55),4
13:22,13:22,RB 18259,Wustermark (an 13:46),1
13:28,13:28,ICE 993,Kassel-Wilhelmshöhe (an 16:11),
14:02,14:02,RE 3622,Kremmen (an 15:07),2
14:10,14:10,RB 18618,Nauen (an 14:49),3
14:12,14:12,RE 73734,Magdeburg Hbf (an 15:55),4
15:03,15:03,RE 3624,Kremmen (an 16:07),3
15:08,15:08,RB 18620,Nauen (an 15:49),1
15:11,15:11,RE 73736,Magdeburg Hbf (an 16:55),4
15:20,15:20,RE 3727,Potsdam Hbf (an 15:38),
15:27,15:27,ICE 995,Kassel-Wilhelmshöhe (an 18:11),3
15:34,15:34,RE 73778,Brandenburg Hbf (an 16:23),4
15:41 (+2),15:43,IC 2034,Hannover Hbf (an 18:23),
16:02,16:02,RE 3626,Kremmen (an 17:07),2
16:10,16:10,RB 18622,Nauen (an 16:49),3
16:10,16:10,RE 73738,Magdeburg Hbf (an 17:55),1
16:20,16:20,RE 3729,Potsdam Hbf (an 16:38),
16:34,16:34,RE 73780,Potsdam Hbf (an 16:51),
17:08,17:08,RB 18624,Nauen (an 17:49),1
17:10,17:10,RE 73740,Magdeburg Hbf (an 18:55),4
17:20,17:20,RE 3731,Potsdam Hbf (an 17:38),
17:28,17:28,ICE 997,Kassel-Wilhelmshöhe (an 20:11),3
17:34,17:34,RE 73782,Potsdam Hbf (an 17:51),
18:10,18:10,RB 18626,Nauen (an 18:49),3
18:12,18:12,RE 73742,Magdeburg Hbf (an 19:55),4
18:20,18:20,RE 3733,Potsdam Hbf (an 18:38),
18:34,18:34,RE 73784,Brandenburg Hbf (an 19:19),
19:10,19:10,RB 18628,Nauen (an 19:49),3
19:12,19:12,RE 73744,Magdeburg Hbf (an 20:59),4
19:20,19:20,RE 3735,Potsdam Hbf (an 19:38),
19:28,19:28,ICE 999,Kassel-Wilhelmshöhe (an 22:25),4
19:34,19:34,RE 26768,Potsdam Hbf (an 19:51),
19:34,19:34,RE 73786,Potsdam Hbf (an 19:51),
20:12,20:12,RE 73746,Magdeburg Hbf (an 21:59),4
20:20,20:20,RE 3737,Potsdam Hbf (an 20:38),
20:34,20:34,RE 73788,Potsdam Hbf (an 20:51),
21:12,21:12,RE 73748,Magdeburg Hbf (an 22:55),4
21:20,21:20,RE 3739,Potsdam Hbf (an 21:39),
22:06,22:06,RE 73790,Magdeburg Hbf (an 00:09),
23:06,23:06,RE 73792,Magdeburg Hbf (an 00:52),
23:20,23:20,RE 3743,Potsdam Hbf (an 23:36),
