Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:06,RE 73826,Berlin Hbf (an 00:21),
00:16,RE 73749,Frankfurt(Oder) (an 01:18),1
00:38,RB 94796,Berlin Hbf (an 00:53),
01:33,RB 94752,Potsdam Hbf (an 02:18),
01:33,RE 73752,Berlin Hbf (an 01:48),
01:38 (+1),RE 73791,Frankfurt(Oder) (an 02:38),1
01:38,RE 94791,Frankfurt(Oder) (an 02:38),
02:13,RE 3701,Berlin Hbf (an 02:29),
02:13,RE 3703,Berlin-Wannsee (an 02:48),
02:51,RE 73754,Magdeburg Hbf (an 05:08),
02:53,RB 94793,Frankfurt(Oder) (an 03:55),
03:54,RE 3700,Senftenberg (an 05:39),13
03:54,RE 3705,Lübbenau(Spreewald) (an 04:57),
04:16,RE 2,Singen(Hohentwiel) (an 07:50),
04:16,RE 3101,Berlin-Spandau (an 04:53),
04:23,RE 73756,Berlin Hbf (an 04:37),
04:27,RE 73751,Frankfurt(Oder) (an 05:29),
04:41,RB 18300,Eberswalde Hbf (an 05:27),
04:46,RE 73716,Magdeburg Hbf (an 06:50),
04:46,RE 73801,Frankfurt(Oder) (an 05:36),
04:48,RB 61101,Oranienburg (an 05:21),
05:07,RE 73758,Berlin Hbf (an 05:22),
05:18,RB 18200,Berlin-Lichtenberg (an 05:22),14
05:22,RB 18303,Blankenfelde(Teltow-Fläming) (an 05:51),13
05:32,RE 73753,Frankfurt(Oder) (an 06:35),1
05:41,RB 18302,Eberswalde Hbf (an 06:27),14
05:44 (+2),RE 73718,Magdeburg Hbf (an 07:50),2
05:46,RB 18203,Ludwigsfelde (an 06:24),13
05:48,RB 61103,Templin Stadt (an 07:18),7
06:05,EC 41,Warszawa Wschodnia (an 11:15),1
06:07,RE 73760,Brandenburg Hbf (an 07:19),2
06:16,RE 73713,Frankfurt(Oder) (an 07:18),
06:18,RB 18202,Berlin-Lichtenberg (an 06:22),14
06:22,RB 18305,Blankenfelde(Teltow-Fläming) (an 06:51),13
06:41,RB 18304,Eberswalde Hbf (an 07:27),14
06:44,RE 73720,Magdeburg Hbf (an 08:50),
06:48,RB 61105,Oranienburg (an 07:21),
06:53,RE 73755,Frankfurt(Oder) (an 07:47),1
07:07,RE 73762,Brandenburg Hbf (an 08:23),
07:16 (+1),RE 73715,Frankfurt(Oder) (an 08:20),1
07:22,RB 18307,Blankenfelde(Teltow-Fläming) (an 07:51),13
07:41,RB 18306,Eberswalde Hbf (an 08:27),14
07:44,RE 73722,Magdeburg Hbf (an 09:50),2
07:53,RE 73757,Frankfurt(Oder) (an 08:43),1
08:07,RE 73764,Brandenburg Hbf (an 09:19),
08:16,RE 73717,Frankfurt(Oder) (an 09:18),
08:22,RB 18309,Blankenfelde(Teltow-Fläming) (an 08:51),13
08:22,RB 61187,Blumberg(b Berlin) (an 08:46),
08:41,RB 18308,Eberswalde Hbf (an 09:27),14
08:44 (+5),RE 73724,Magdeburg Hbf (an 10:50),2
08:48,RB 61109,Oranienburg (an 09:21),
08:53,RE 73759,Frankfurt(Oder) (an 09:43),
09:07,RE 73766,Brandenburg Hbf (an 10:19),2
09:16 (+1),RE 73719,Frankfurt(Oder) (an 10:18),1
09:22,RB 18311,Blankenfelde(Teltow-Fläming) (an 09:51),13
09:41,RB 18310,Eberswalde Hbf (an 10:27),14
09:44 (+1),RE 73726,Magdeburg Hbf (an 11:50),2
09:46,RB 18211,Ludwigsfelde (an 10:24),13
09:46,RB 32,Flughafen BER (an 10:05),
09:48,RB 61111,Oranienburg (an 10:21),
09:53,RE 73761,Frankfurt(Oder) (an 10:43),1
10:07,RE 73768,Brandenburg Hbf (an 11:19),2
10:16 (+1),RE 73721,Frankfurt(Oder) (an 11:18),1
10:18,RB 18210,Berlin-Lichtenberg (an 10:22),14
10:22,RB 18313,Blankenfelde(Teltow-Fläming) (an 10:51),13
10:22,RB 61191,Blumberg(b Berlin) (an 10:46),
10:41,RB 18312,Eberswalde Hbf (an 11:27),
10:44,RE 73728,Magdeburg Hbf (an 12:50),2
10:48,RB 61113,Oranienburg (an 11:22),
10:53,RE 73763,Frankfurt(Oder) (an 11:43),1
11:07,RE 73770,Brandenburg Hbf (an 12:19),2
11:16,RE 73723,Frankfurt(Oder) (an 12:18),1
11:41 (+6),RB 18314,Eberswalde Hbf (an 12:27),14
11:44 (+1),RE 73730,Magdeburg Hbf (an 13:50),2
11:46,RB 18215,Ludwigsfelde (an 12:24),13
11:53,RE 73765,Frankfurt(Oder) (an 12:43),1
12:07,RE 73772,Brandenburg Hbf (an 13:19),2
12:16 (+1),RE 73725,Frankfurt(Oder) (an 13:18),1
12:18,RB 18214,Berlin-Lichtenberg (an 12:22),14
12:41,RB 18316,Eberswalde Hbf (an 13:27),14
12:44 (+1),RE 73732,Magdeburg Hbf (an 14:50),2
12:46,RB 18217,Ludwigsfelde (an 13:24),13
12:48,RB 61117,Templin Stadt (an 14:18),7
12:53,RE 73767,Frankfurt(Oder) (an 13:43),1
13:07,RE 73774,Brandenburg Hbf (an 14:19),2
13:16 (+1),RE 73727,Frankfurt(Oder) (an 14:18),1
13:22,RB 18319,Blankenfelde(Teltow-Fläming) (an 13:51),13
13:41,RB 18318,Eberswalde Hbf (an 14:27),14
13:44 (+1),RE 73734,Magdeburg Hbf (an 15:50),2
13:46,RB 18219,Ludwigsfelde (an 14:24),13
