Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:04 (+100),01:44,FLX 1351,Berlin Südkreuz (an 00:08),2
00:22,00:22,RE 3360,Schwedt(Oder) (an 01:55),
00:22,00:22,RE 3366,Eberswalde Hbf (an 01:04),
00:29 (+2),00:31,ICE 1500,Berlin Gesundbrunnen (an 00:33),5
00:32 (+34),01:06,ICE 947,Berlin Südkreuz (an 00:37),2
00:32 (+34),01:06,ICE 957,Berlin Südkreuz (an 00:37),2
00:40,00:40,RE 3363,Lutherstadt Wittenberg Hbf (an 01:58),
00:52,00:52,RB 21967,Flughafen BER (an 01:14),5
00:53,00:53,RE 3165,Berlin-Spandau (an 01:03),
01:30 (+18),01:48,RJ 479,Praha hl.n. (an 05:25),
01:52,01:52,RB 21969,Flughafen BER (an 02:14),6
01:57,01:57,RB 93188,Berlin-Spandau (an 02:08),
02:57,02:57,RE 62090,Berlin-Spandau (an 03:08),
03:57,03:57,RB 10,Frankfurt(Main)Hbf (an 19:04),
04:18,04:18,RE 3,Dresden-Neustadt (an 21:17),
04:18,04:18,RE 3340,Schwedt(Oder) (an 05:50),5
04:21,04:21,RE 8,Hannover Hbf (an 23:38),
04:22,04:22,RE 62001,Wismar (an 07:27),7
04:22,04:22,RE 8,Stuttgart Hbf (an 18:56),
04:28,04:28,ICE 646,Bielefeld Hbf (an 07:35),
04:45,04:45,EC 41,Konin (an 09:24),
04:45,04:45,RE 62040,Elsterwerda (an 06:29),
04:46,04:46,RE 4350,Rostock Hbf (an 07:23),
04:46,04:46,RE 5,Freilassing (an 23:36),
04:54,04:54,RE 3145,Stendal Hbf (an 06:13),
04:54,04:54,RE 4,Hamburg Hbf (an 21:45),
05:09,05:09,RE 3144,Luckenwalde (an 05:47),
05:09,05:09,RJ 478,Hamburg-Altona (an 07:26),5
05:22,05:22,RE 3302,Stralsund Hbf (an 08:45),5
05:25,05:25,RE 62003,Wittenberge (an 06:56),7
05:27 (+1),05:28,ICE 593,München Hbf (an 13:15),4
05:29,05:29,ICE 608,Hamburg-Altona (an 07:41),
05:32,05:32,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),
05:35 (+1),05:36,ICE 946,Düsseldorf Hbf (an 10:08),7
05:36 (+2),05:38,ICE 1501,München Hbf (an 09:41),4
05:36,05:36,ICE 2821,München Hbf (an 09:41),
05:43,05:43,RE 62000,Doberlug-Kirchhain (an 07:04),
05:46,05:46,RE 3504,Stralsund Hbf (an 08:51),
05:52 (+2),05:54,ICE 701,Graz Hbf (an 13:15),3
05:54,05:54,RE 3167,Stendal Hbf (an 07:13),7
06:07,06:07,RB 18500,Lübbenau(Spreewald) (an 07:16),1
06:07,06:07,RE 20,Cottbus Hbf (an 22:48),
06:07,06:07,RE 3164,Jüterbog (an 06:54),2
06:09,06:09,ICE 808,Hamburg-Altona (an 08:24),7
06:12,06:12,RJ 251,Villach Hbf (an 18:27),3
06:12,06:12,RJX 251,Villach Hbf (an 18:27),3
06:14 (+3),06:17,ICE 240,Amsterdam Centraal (an 11:59),6
06:21,06:21,RE 62005,Wismar (an 09:37),7
06:23,06:23,RE 3342,Schwedt(Oder) (an 07:55),6
06:29 (+2),06:31,ICE 503,München Hbf (an 11:07),3
06:31 (+5),06:36,ICE 279,Interlaken Ost (an 15:59),7
06:35,06:35,EC 43,Warszawa Wschodnia (an 13:15),
06:36 (+3),06:39,ICE 1003,München Hbf (an 10:45),4
06:40,06:40,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),2 A - D
