Ankunft,Zugnr.,von (Abfahrt),Gleis
16:48 (+8),RE 3726,Dessau Hbf (ab 15:05),1
16:56,RB 94740,Frankfurt(Oder) (ab 15:38),
17:01,RE 94735,Berlin Zoologischer Garten (ab 16:52),
17:11 (+13),RE 3731,Senftenberg (ab 15:14),3
17:12,RB 18163,Berlin-Wannsee (ab 16:51),2
17:28,RE 3126,Hennigsdorf(b Berlin) (ab 16:35),1
17:32 (+2),RE 3127,Cottbus Hbf (ab 16:03),3
17:46,RB 18166,Berlin Ostbahnhof (ab 17:39),3
17:48 (+2),RE 3728,Dessau Hbf (ab 16:05),1
17:56,RE 94742,Frankfurt(Oder) (ab 16:38),
18:01,RE 94737,Berlin Zoologischer Garten (ab 17:52),
18:11 (+1),RE 3733,Senftenberg (ab 16:14),3
18:12,RB 18165,Berlin-Wannsee (ab 17:51),2
18:28,RE 3128,Hennigsdorf(b Berlin) (ab 17:35),1
18:32,RE 3129,Cottbus Hbf (ab 17:03),4
18:48,RE 3730,Dessau Hbf (ab 17:05),1
18:56,RE 94744,Frankfurt(Oder) (ab 17:38),
19:01,RB 94739,Berlin Zoologischer Garten (ab 18:52),
19:11,RE 3735,Senftenberg (ab 17:14),3
19:28 (+24),RE 3130,Hennigsdorf(b Berlin) (ab 18:35),1
19:32,RE 3131,Cottbus Hbf (ab 18:03),3
19:48 (+1),RE 3732,Dessau Hbf (ab 18:05),1
19:56,RE 94746,Frankfurt(Oder) (ab 18:38),
20:01,RE 94741,Berlin Zoologischer Garten (ab 19:52),
20:11 (+4),RE 3737,Senftenberg (ab 18:14),3
20:28,RE 3132,Hennigsdorf(b Berlin) (ab 19:35),1
20:32 (+32),RE 3133,Cottbus Hbf (ab 19:03),4
20:52 (+5),RB 80439,Thale Hbf (ab 17:17),2
20:56,RE 94748,Frankfurt(Oder) (ab 19:42),
21:01,RE 94743,Berlin Zoologischer Garten (ab 20:52),
21:11 (+18),RE 3739,Senftenberg (ab 19:14),3
21:17 (+1),RE 73825,Berlin-Charlottenburg (ab 21:04),1
21:30 (+1),RE 3134,Hennigsdorf(b Berlin) (ab 20:36),1
21:32 (+11),RE 3135,Cottbus Hbf (ab 20:03),3
