Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:29,RE 3366,Eberswalde Hbf (an 01:04),10
00:41,RB 56816,Berlin Südkreuz (an 00:53),
04:14,RB 18241,Potsdam Hbf (an 05:23),7
04:25,RE 3,Angermünde (an 05:21),
04:25,RE 3340,Schwedt(Oder) (an 05:50),9
04:41,RE 3369,Berlin Südkreuz (an 04:53),
04:54,RE 4350,Rostock Hbf (an 07:21),9
04:54,RE 5,Rostock Hbf (an 07:21),
05:06,RE 4351,Berlin Südkreuz (an 05:23),
05:14,RB 18243,Potsdam Hbf (an 06:23),
05:16,ICE 2863,Frankfurt(Main)Hbf (an 21:51),
05:16 (+1),ICE 593,München Hbf (an 13:15),7
05:16 (+1),RB 56801,Schwerin Hbf (an 07:48),9
05:24,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),6
05:26 (+1),ICE 1501,München Hbf (an 09:41),7
05:32,RE 3302,Stralsund Hbf (an 08:45),
05:54,RE 3504,Stralsund Hbf (an 08:51),
06:00,ES 453,Decin hl.n. (an 09:20),
06:11,RE 3376,Angermünde (an 07:01),9
06:14,RB 18245,Potsdam Hbf (an 07:23),5
06:16 (+1),ICE 503,München Hbf (an 11:07),7
06:24,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),6
06:32,RE 3342,Schwedt(Oder) (an 07:55),10
06:54,RE 4352,Rostock Hbf (an 09:21),10
06:56 (+2),ICE 9590,Paris Est (an 14:51),6
07:06,RE 4353,Berlin Südkreuz (an 07:23),6
07:14,RB 18247,Potsdam Hbf (an 08:23),
07:16,RB 56803,Schwerin Hbf (an 09:48),10
07:24,RE 3343,Luckenwalde (an 08:27),6
07:26 (+2),ICE 1503,München Hbf (an 11:43),7
07:32 (+2),IC 2432,Norddeich Mole (an 14:20),10
07:33 (+3),RE 3304,Stralsund Hbf (an 10:44),9
07:41 (+1),ICE 703,München Hbf (an 12:42),7
07:44 (+18),IC 2274,Rostock Hbf (an 09:37),8
07:54,RE 3506,St. Gallen(CH) (an 23:34),10
08:06 (+13),RE 3505,Sargans (an 23:24),6
08:15,RB 18249,Potsdam Hbf (an 09:23),5
08:17 (+2),IC 2173,Wien Franz-Josefs-Bahnhof (an 16:27),6
08:24,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),6
08:26 (+1),ICE 1005,München Hbf (an 12:46),7
08:32,RE 3344,Schwedt(Oder) (an 09:55),9
08:54,RE 4354,Rostock Hbf (an 11:21),10
09:03 (+4),ICE 936,Ostseebad Binz (an 12:29),8
09:06 (+1),RE 4355,Berlin Südkreuz (an 09:23),6
09:14,RB 18251,Potsdam Hbf (an 10:23),5
09:16 (+1),RB 56805,Schwerin Hbf (an 11:48),9
09:24,RE 3345,Luckenwalde (an 10:27),6
09:26 (+2),ICE 1505,München Hbf (an 13:43),7
09:32 (+1),RE 3306,Stralsund Hbf (an 12:44),9
09:44 (+1),IC 2272,Rostock Hbf (an 11:37),9
09:54 (+1),RE 3508,Stralsund Hbf (an 12:51),9
10:06 (+1),RE 3507,Berlin Südkreuz (an 10:24),6
10:15,RB 18253,Potsdam Hbf (an 11:23),
10:17 (+2),IC 2175,Dresden Hbf (an 12:28),6
10:24,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),6
10:28 (+5),ICE 1007,München Hbf (an 14:45),7
10:32,RE 3346,Schwedt(Oder) (an 11:55),9
10:54 (+1),RE 4356,Rostock Hbf (an 13:21),10
10:56 (+1),ICE 839,Frankfurt(Main)Hbf (an 14:56),6
11:03 (+9),ICE 934,Ostseebad Binz (an 14:29),8
11:06 (+2),RE 4357,Berlin Südkreuz (an 11:23),6
11:14,RB 18255,Potsdam Hbf (an 12:23),
11:16,RB 56807,Schwerin Hbf (an 13:48),9
11:17 Ausfall,ICE 599,München Hbf (an 19:12),7
11:24,RE 3347,Luckenwalde (an 12:27),6
11:26,ICE 1507,München Hbf (an 15:43),7
11:26 (+25),ICE 2865,München Hbf (an 15:43),7
11:32 (+1),RE 3308,Stralsund Hbf (an 14:44),9
11:44 (+5),IC 2270,Rostock Hbf (an 13:37),9
11:54 (+1),RE 3510,Stralsund Hbf (an 14:51),9
12:06 (+1),RE 3509,Berlin Südkreuz (an 12:23),6
12:15,RB 18257,Potsdam Hbf (an 13:23),
12:17,IC 2177,Dresden Hbf (an 14:28),6
12:24,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),6
12:26 (+65),ICE 1009,München Hbf (an 16:45),7
12:32 (+1),RE 3348,Schwedt(Oder) (an 13:55),9
12:54 (+14),RE 4358,Rostock Hbf (an 15:21),10
12:57 (+4),ICE 931,Frankfurt(Main)Hbf (an 16:56),6
13:03 (+8),ICE 932,Ostseebad Binz (an 16:41),8
13:06 (+2),RE 4359,Berlin Südkreuz (an 13:23),6
13:14,RB 18259,Potsdam Hbf (an 14:23),
13:16,RB 56809,Schwerin Hbf (an 15:48),
13:17 (+1),ICE 691,München Hbf (an 21:15),7
13:24,RE 3349,Luckenwalde (an 14:27),6
13:26 Ausfall,ICE 1509,München Hbf (an 17:43),7
13:32,RE 3310,Stralsund Hbf (an 16:44),9
13:45 (+7),IC 2178,Rostock Hbf (an 15:35),
13:54 (+3),RE 3512,Stralsund Hbf (an 16:51),9
14:06,RE 3511,Berlin Südkreuz (an 14:23),6
14:15,RB 18261,Potsdam Hbf (an 15:23),
14:17 (+1),IC 2179,Dresden Hbf (an 16:28),6
14:24 (+1),RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),6
14:26 (+33),ICE 1101,München Hbf (an 18:43),7
14:32 (+4),RE 3350,Schwedt(Oder) (an 15:55),9
14:54 (+5),RE 4360,Rostock Hbf (an 17:21),10
14:57 (+13),ICE 933,Frankfurt(Main)Hbf (an 18:56),7
15:04 (+31),ICE 930,Stralsund Hbf (an 17:45),7
15:06 (+9),RE 4361,Berlin Südkreuz (an 15:23),6
15:10,RE 3336,Angermünde (an 16:01),8
15:14,RB 18263,Potsdam Hbf (an 16:23),5
15:16,RB 56811,Schwerin Hbf (an 17:48),9
15:17,ICE 2837,München Hbf (an 23:15),
15:17,ICE 2847,München Hbf (an 23:15),
15:17 (+89),ICE 693,München Hbf (an 23:15),7
15:23,RE 3624,Perleberg (an 17:51),9
15:24 (+13),RE 3351,Lutherstadt Wittenberg Hbf (an 17:06),6
15:26 Ausfall,ICE 1601,München Hbf (an 19:43),7
15:32 (+8),RE 3312,Stralsund Hbf (an 18:44),9
15:44 (+2),IC 2176,Rostock Hbf (an 17:37),9
15:54 (+3),RE 3514,Stralsund Hbf (an 18:51),10
16:01 (+52),ICE 1163,Stuttgart Hbf (an 21:08),7
16:06 Ausfall,RE 3513,Berlin Südkreuz (an 16:24),6
16:11,RE 3330,Angermünde (an 17:02),10
16:15,RB 18265,Potsdam Hbf (an 17:23),5
16:17 (+2),IC 2271,Dresden Hbf (an 18:28),6
16:23,RE 3626,Perleberg (an 18:51),9
16:24 (+2),RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),6
16:26 (+15),ICE 1103,München Hbf (an 20:46),7
16:32 (+1),RE 3352,Schwedt(Oder) (an 17:55),9
16:54 (+43),RE 4362,Rostock Hbf (an 19:21),10
16:57 (+3),ICE 935,Saarbrücken Hbf (an 23:29),6
17:03 (+6),ICE 838,Stralsund Hbf (an 19:46),10
17:06 (+19),RE 4363,Berlin Südkreuz (an 17:23),6
17:09,ICE 2933,Stuttgart Hbf (an 23:11),
17:09 Ausfall,ICE 695,Stuttgart Hbf (an 23:11),8
17:14,RB 18267,Potsdam Hbf (an 18:23),5
17:16,RB 56813,Schwerin Hbf (an 19:48),
17:19,RE 3338,Angermünde (an 18:06),8
17:24 (+8),RE 3353,Lutherstadt Wittenberg Hbf (an 19:06),6
17:26 Ausfall,ICE 1603,München Hbf (an 21:43),7
17:32 (+2),RE 3314,Stralsund Hbf (an 20:44),9
17:44,IC 2174,Rostock Hbf (an 19:37),9
17:54 (+4),RE 3516,Stralsund Hbf (an 20:51),9
18:06 Ausfall,RE 3515,Berlin Südkreuz (an 18:23),6
18:09,RE 3332,Angermünde (an 19:01),7
18:15,RB 18269,Potsdam Hbf (an 19:23),
18:17 (+6),IC 2273,Dresden Hbf (an 20:28),6
18:24 (+5),RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),6
18:26 (+25),ICE 1105,München Hbf (an 22:54),7
18:32 (+1),RE 3354,Schwedt(Oder) (an 19:55),10
18:54 (+11),RE 4364,Rostock Hbf (an 21:21),10
18:56 (+1),ICE 937,Darmstadt Hbf (an 23:20),6
19:06,RE 4365,Berlin Südkreuz (an 19:23),6
19:14,RB 18271,Potsdam Hbf (an 20:23),
19:16 (+13),RB 56815,Schwerin Hbf (an 21:48),10
19:17 Ausfall,ICE 697,Frankfurt(Main)Hbf (an 23:44),7
19:24 (+16),RE 3355,Luckenwalde (an 20:27),5
19:26 Ausfall,ICE 1605,München Hbf (an 00:08),7
19:26 Ausfall,ICE 2935,München Hbf (an 00:08),7
19:27,RE 3378,Angermünde (an 20:12),
19:32 (+11),RE 3316,Stralsund Hbf (an 22:49),9
19:42 Ausfall,ICE 805,Nürnberg Hbf (an 23:07),6
19:44 (+7),IC 2172,Rostock Hbf (an 21:37),9
19:54 (+3),RE 3518,Stralsund Hbf (an 22:51),9
20:06 (+2),RE 3517,Berlin Südkreuz (an 20:22),6
20:15,RB 18273,Potsdam Hbf (an 21:23),
20:17 (+3),IC 2275,Dresden Hbf (an 22:28),6
20:24 (+1),RE 3315,Lutherstadt Wittenberg Hbf (an 22:07),6
20:26 (+116),ICE 1107,München Hbf (an 01:04),7
20:32 (+1),RE 3356,Schwedt(Oder) (an 21:55),9
20:54,RE 4366,Rostock Hbf (an 23:21),9
21:06 (+5),RE 4367,Berlin Südkreuz (an 21:23),6
21:14,RB 18275,Potsdam Hbf (an 22:49),
21:16,RB 56817,Schwerin Hbf (an 23:48),
21:18 (+110),ICE 699,München Hbf (an 07:27),7
21:23 (+2),RB 3636,Neuruppin West (an 22:30),9
21:24 (+5),RE 3357,Jüterbog (an 22:30),6
21:30 (+1),RE 3318,Eberswalde Hbf (an 22:05),9
21:54,RE 3520,Neubrandenburg (an 23:29),9
22:06 (+33),RE 3519,Berlin Südkreuz (an 22:23),6
22:23,RB 3638,Neuruppin West (an 23:30),9
22:24,RE 3317,Lutherstadt Wittenberg Hbf (an 00:08),6
22:32,RE 3358,Eberswalde Hbf (an 23:05),9
22:41 (+15),RB 56814,Berlin Südkreuz (an 22:53),6
22:54,RE 4368,Rostock Hbf (an 01:21),9
22:59 Ausfall,ES 452,Antwerpen Centraal (an 08:43),7
23:06 (+10),RE 4369,Berlin Hbf (an 23:11),6
23:20 (+15),ICE 905,München Hbf (an 07:15),7
23:23,RB 3640,Luxembourg (an 16:38),9
23:28,RE 3359,Jüterbog (an 00:35),6
