Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:22,00:22,RE 3360,Eberswalde Hbf (an 01:04),
00:22,00:22,RE 3366,Thyrow (an 23:43),
00:24 (+12),00:36,ICE 947,Berlin Südkreuz (an 00:29),2
00:24,00:24,RE 3165,Berlin-Spandau (an 00:35),
00:29 (+6),00:35,ICE 1500,Berlin Gesundbrunnen (an 00:33),4
00:40,00:40,RE 3363,Berlin Südkreuz (an 00:47),
00:52,00:52,RB 21967,Naumburg(Saale)Hbf (an 12:50),
01:52,01:52,RB 21969,Berlin Südkreuz (an 01:59),
02:57,02:57,RB 10,Frankfurt(Main)Hbf (an 19:04),
02:57,02:57,RE 62090,Berlin-Spandau (an 03:08),
03:37,03:37,RB 21805,Berlin Südkreuz (an 03:44),
04:18,04:18,RE 3,Ulm Hbf (an 23:40),
04:18,04:18,RE 3340,Schwedt(Oder) (an 05:50),5
04:22,04:22,RB 21809,Berlin Südkreuz (an 04:29),
04:22,04:22,RE 62001,Wismar (an 07:27),7
04:22,04:22,RE 8,Nienburg(Weser) (an 23:03),
04:28 (+3),04:31,ICE 646,Düsseldorf Hbf (an 09:12),4
04:34 (+1),04:35,ICE 277,Chur (an 14:22),7
04:34 (+1),04:35,ICE 2871,Chur (an 14:22),7
04:45,04:45,RE 62040,Elsterwerda (an 06:29),2
04:46 (+5),04:51,RE 4350,Rostock Hbf (an 07:23),
04:54,04:54,RE 3145,Berlin-Spandau (an 05:04),
04:54,04:54,RE 4,Karlsruhe Hbf (an 21:53),
05:14,05:14,RE 4351,Bad Kleinen (an 21:57),4
05:22,05:22,RE 3302,Stralsund Hbf (an 08:45),5
05:25 (+1),05:26,RE 62003,Wittenberge (an 06:56),7
05:27 (+1),05:28,ICE 593,München Hbf (an 13:14),4
05:29 (+1),05:30,ICE 608,Hamburg-Altona (an 07:41),6
05:32,05:32,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),2
05:35 (+5),05:40,ICE 946,Düsseldorf Hbf (an 10:08),7
05:35 (+5),05:40,ICE 956,Köln Hbf (an 10:22),7
05:36 (+1),05:37,ICE 1501,München Hbf (an 09:41),4
05:38,05:38,ICE 1541,Berlin Südkreuz (an 05:47),
05:43 (+3),05:46,RE 62000,Elsterwerda (an 07:15),2
05:46,05:46,RE 3504,Stralsund Hbf (an 08:51),
05:54,05:54,RE 3167,Stendal Hbf (an 07:13),
06:07,06:07,RB 18500,Lübbenau(Spreewald) (an 07:16),
06:07,06:07,RE 3164,Berlin Südkreuz (an 06:13),
06:09 (+1),06:10,ICE 2800,Ulm Hbf (an 14:45),7
06:09 (+1),06:10,ICE 808,Hamburg-Altona (an 08:22),7
06:12 (+2),06:14,RJ 251,Villach Hbf (an 18:27),3
06:12 (+2),06:14,RJX 251,Villach Hbf (an 18:27),3
06:14 (+1),06:15,ICE 240,Amsterdam Centraal (an 11:59),6
06:15,06:15,RE 3503,Sargans (an 22:24),4
06:21 (+2),06:23,RE 62005,Wismar (an 09:37),7
06:22,06:22,RB 21825,Berlin Südkreuz (an 06:29),
06:23,06:23,RE 3342,Angermünde (an 07:23),
06:29 (+1),06:30,ICE 503,München Hbf (an 11:07),3
06:31 (+4),06:35,ICE 279,Interlaken Ost (an 15:59),7
06:35 (+10),06:45,ICE 872,Hamburg-Altona (an 08:40),6
06:36,06:36,ICE 1003,München Hbf (an 10:45),4
06:40 (+1),06:41,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),2 A - D
06:44 (+11),06:55,RE 62002,Elsterwerda (an 08:31),
06:46 (+1),06:47,RE 4352,Rostock Hbf (an 09:23),5
06:47 (+7),06:54,ICE 644,Düsseldorf Hbf (an 11:09),6
06:54 (+2),06:56,RE 3147,Berlin-Spandau (an 07:04),
07:04 (+1),07:05,ICE 654,Köln Hbf (an 11:14),7
07:07,07:07,RB 18502,Lübbenau(Spreewald) (an 08:14),
07:09,07:09,RE 3146,Berlin Südkreuz (an 07:15),
07:14,07:14,RE 4353,Berlin Südkreuz (an 07:23),
07:18 (+1),07:19,RE 62007,Wittenberge (an 08:56),5
07:22,07:22,RE 21833,Berlin Südkreuz (an 07:29),
07:22 (+1),07:23,RE 3304,Stralsund Hbf (an 10:44),6
07:27 (+1),07:28,ICE 595,München Hbf (an 15:13),4
07:28 (+17),07:45,EC 171,Praha hl.n. (an 11:25),3
07:28 (+17),07:45,RJ 171,Praha hl.n. (an 11:25),3
07:32,07:32,RE 3343,Berlin Südkreuz (an 07:39),
07:36 (+2),07:38,ICE 1503,München Hbf (an 11:43),4
07:37 (+1),07:38,ICE 606,Hamburg-Altona (an 09:40),6
07:43,07:43,RE 62004,Elsterwerda (an 09:14),2
07:45 (+6),07:51,ICE 649,Berlin Südkreuz (an 07:51),
07:46,07:46,RE 3506,St. Gallen(CH) (an 23:34),6
07:46,07:46,RE 5,Kassel-Wilhelmshöhe (an 20:18),
07:47 (+6),07:53,ICE 944,Düsseldorf Hbf (an 12:08),7
07:47 (+6),07:53,ICE 954,Köln Hbf (an 12:22),7
07:52,07:52,RE 3169,Stendal Hbf (an 09:13),6
08:07,08:07,RB 18504,Lübbenau(Spreewald) (an 09:15),1
08:07 (+6),08:13,RE 3166,Berlin Südkreuz (an 08:13),
08:16 (+1),08:17,ICE 148,Amsterdam Centraal (an 14:01),7
08:16 (+18),08:34,ICE 698,Berlin Gesundbrunnen (an 08:20),5
08:16 (+26),08:42,ICE 851,Berlin Südkreuz (an 08:21),3
08:16 (+1),08:17,RE 3505,Sargans (an 23:24),
08:22,08:22,RB 21841,Berlin Südkreuz (an 08:29),
08:22 (+1),08:23,RE 62009,Wismar (an 11:37),8
08:23,08:23,RE 3344,Angermünde (an 09:23),
08:29 (+3),08:32,ICE 505,München Hbf (an 13:08),3
08:31 (+1),08:32,ICE 371,Basel SBB (an 15:48),8
08:34 (+11),08:45,RJ 870,Hamburg-Altona (an 10:40),6
08:35 (+9),08:44,ICE 806,Berlin Gesundbrunnen (an 08:44),6
08:36 (+7),08:43,ICE 1005,München Hbf (an 12:46),4
08:39,08:39,DRF 1322,Köln Hbf (an 13:42),7
08:39 (+1),08:40,FLX 1322,Köln Hbf (an 13:41),7
08:40 (+1),08:41,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),
08:44 (+1),08:45,RE 62006,Elsterwerda (an 10:31),
08:45 (+3),08:48,ICE 841,Berlin Südkreuz (an 08:54),
08:46 (+1),08:47,RE 4354,Rostock Hbf (an 11:23),5
08:54 (+2),08:56,RE 3149,Berlin-Spandau (an 09:04),
08:58 (+6),09:04,ICE 936,Ostseebad Binz (an 12:29),6
09:04 (+1),09:05,ICE 652,Köln Hbf (an 13:15),7
09:04,09:04,RB 18506,Lübbenau(Spreewald) (an 10:14),1
09:04,09:04,RE 20,Cottbus Hbf (an 21:45),
09:05,09:05,ICE 837,Erfurt Hbf (an 10:48),
09:09,09:09,RE 3148,Berlin Südkreuz (an 09:15),
09:14 (+3),09:17,ICE 541,Berlin Südkreuz (an 09:19),2
09:15,09:15,RE 4355,Berlin Südkreuz (an 09:24),3
09:20,09:20,RE 62011,Wittenberge (an 10:56),
09:22,09:22,RB 21849,Berlin Südkreuz (an 09:29),
09:22 (+2),09:24,RE 3306,Stralsund Hbf (an 12:44),6
09:27 (+2),09:29,ICE 1104,Berlin Gesundbrunnen (an 09:31),5
09:27 (+1),09:28,ICE 597,München Hbf (an 17:13),4
09:28 (+20),09:48,EC 173,Praha hl.n. (an 13:25),3
09:28 (+20),09:48,RJ 173,Praha hl.n. (an 13:25),3
09:36 (+3),09:39,ICE 1505,München Hbf (an 13:43),4
09:36 (+4),09:40,ICE 2849,München Hbf (an 13:43),4
09:37 (+7),09:44,ICE 2794,Hamburg-Altona (an 11:40),6
09:37 (+7),09:44,ICE 604,Hamburg-Altona (an 11:40),6
09:41 (+25),10:06,ICE 676,Berlin Südkreuz (an 09:47),3
09:43,09:43,RE 62008,Baruth(Mark) (an 10:36),2
09:46,09:46,RE 3508,Stralsund Hbf (an 12:51),6
09:47 (+4),09:51,ICE 942,Düsseldorf Hbf (an 14:08),7
09:47 (+4),09:51,ICE 952,Köln Hbf (an 14:22),7
09:54,09:54,RE 3171,Stendal Hbf (an 11:13),
09:55 (+12),10:07,ICE 91,Nürnberg Hbf (an 13:30),3
